,Filename,kernel,degree,gamma,coef0,tolerance,nu,shrinking,cachesize,epsilon,Parameter_Iteration,R
720,breastw,linear,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.6537396121883656
721,breastw,polynomial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.6372549019607844
722,breastw,radial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.1565217391304348
723,breastw,sigmoid,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.4693877551020408
724,breastw,radial,3,auto,0.0,0.001,0.5,True,200,0.1,0,0.033500837520938
725,breastw,radial,3,scale,0.1,0.001,0.5,True,200,0.1,0,0.1565217391304348
726,breastw,radial,3,scale,0.2,0.001,0.5,True,200,0.1,0,0.1565217391304348
727,breastw,radial,3,scale,0.3,0.001,0.5,True,200,0.1,0,0.1565217391304348
728,breastw,radial,3,scale,0.4,0.001,0.5,True,200,0.1,0,0.1565217391304348
729,breastw,radial,3,scale,0.0,0.001,0.1,True,200,0.1,0,0.4700239808153476
730,breastw,radial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.3821656050955414
731,breastw,radial,3,scale,0.0,0.001,0.3,True,200,0.1,0,0.3104895104895104
732,breastw,radial,3,scale,0.0,0.001,0.4,True,200,0.1,0,0.2249614791987673
733,breastw,radial,3,scale,0.0,0.001,0.6,True,200,0.1,0,0.0772200772200772
734,breastw,radial,3,scale,0.0,0.001,0.7,True,200,0.1,0,0.0406320541760722
735,breastw,radial,3,scale,0.0,0.001,0.8,True,200,0.1,0,0.0305343511450381
736,breastw,radial,3,scale,0.0,0.001,0.9,True,200,0.1,0,0.0257234726688102
737,breastw,radial,3,scale,0.0,0.001,0.5,False,200,0.1,0,0.1565217391304348
738,breastw,radial,3,scale,0.0,0.001,0.5,True,50,0.1,0,0.1565217391304348
739,breastw,radial,3,scale,0.0,0.001,0.5,True,100,0.1,0,0.1565217391304348
740,breastw,radial,3,scale,0.0,0.001,0.5,True,400,0.1,0,0.1565217391304348
741,breastw,radial,3,scale,0.0,0.001,0.5,True,200,0.2,0,0.1565217391304348
742,breastw,radial,3,scale,0.0,0.001,0.5,True,200,0.01,0,0.1565217391304348
743,breastw,radial,3,scale,0.0,0.001,0.5,True,200,0.05,0,0.1565217391304348
1779,breastw,linear,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.3208955223880597
1780,breastw,polynomial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.664440734557596
1781,breastw,sigmoid,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.5271317829457365
1782,breastw,radial,3,auto,0.0,0.001,0.2,True,200,0.1,0,0.3290816326530612
1783,breastw,radial,3,scale,0.1,0.001,0.2,True,200,0.1,0,0.3821656050955414
1784,breastw,radial,3,scale,0.2,0.001,0.2,True,200,0.1,0,0.3821656050955414
1785,breastw,radial,3,scale,0.3,0.001,0.2,True,200,0.1,0,0.3821656050955414
1786,breastw,radial,3,scale,0.4,0.001,0.2,True,200,0.1,0,0.3821656050955414
1787,breastw,radial,3,scale,0.0,0.001,0.2,False,200,0.1,0,0.3821656050955414
1788,breastw,radial,3,scale,0.0,0.001,0.2,True,50,0.1,0,0.3821656050955414
1789,breastw,radial,3,scale,0.0,0.001,0.2,True,100,0.1,0,0.3821656050955414
1790,breastw,radial,3,scale,0.0,0.001,0.2,True,400,0.1,0,0.3821656050955414
1791,breastw,radial,3,scale,0.0,0.001,0.2,True,200,0.2,0,0.3821656050955414
1792,breastw,radial,3,scale,0.0,0.001,0.2,True,200,0.01,0,0.3821656050955414
1793,breastw,radial,3,scale,0.0,0.001,0.2,True,200,0.05,0,0.3821656050955414
2618,breastw,linear,3,scale,0.0,0.001,IF,True,200,0.1,0,0.2172185430463576
2619,breastw,polynomial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.6100151745068286
2620,breastw,radial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.2404692082111436
2621,breastw,sigmoid,3,scale,0.0,0.001,IF,True,200,0.1,0,0.4961948249619483
2622,breastw,radial,3,auto,0.0,0.001,IF,True,200,0.1,0,0.1468749999999999
2623,breastw,radial,3,scale,0.1,0.001,IF,True,200,0.1,0,0.2404692082111436
2624,breastw,radial,3,scale,0.2,0.001,IF,True,200,0.1,0,0.2404692082111436
2625,breastw,radial,3,scale,0.3,0.001,IF,True,200,0.1,0,0.2404692082111436
2626,breastw,radial,3,scale,0.4,0.001,IF,True,200,0.1,0,0.2404692082111436
2627,breastw,radial,3,scale,0.0,0.001,IF,False,200,0.1,0,0.2404692082111436
2628,breastw,radial,3,scale,0.0,0.001,IF,True,50,0.1,0,0.2404692082111436
2629,breastw,radial,3,scale,0.0,0.001,IF,True,100,0.1,0,0.2404692082111436
2630,breastw,radial,3,scale,0.0,0.001,IF,True,400,0.1,0,0.2404692082111436
2631,breastw,radial,3,scale,0.0,0.001,IF,True,200,0.2,0,0.2404692082111436
2632,breastw,radial,3,scale,0.0,0.001,IF,True,200,0.01,0,0.2404692082111436
2633,breastw,radial,3,scale,0.0,0.001,IF,True,200,0.05,0,0.2404692082111436
