,Filename,kernel,degree,gamma,coef0,tolerance,nu,shrinking,cachesize,epsilon,Parameter_Iteration,R
912,ionosphere,linear,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.5206611570247934
913,ionosphere,polynomial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.3503649635036496
914,ionosphere,radial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.3919308357348703
915,ionosphere,sigmoid,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.5
916,ionosphere,radial,3,auto,0.0,0.001,0.5,True,200,0.1,0,0.1584158415841584
917,ionosphere,radial,3,scale,0.1,0.001,0.5,True,200,0.1,0,0.3919308357348703
918,ionosphere,radial,3,scale,0.2,0.001,0.5,True,200,0.1,0,0.3919308357348703
919,ionosphere,radial,3,scale,0.3,0.001,0.5,True,200,0.1,0,0.3919308357348703
920,ionosphere,radial,3,scale,0.4,0.001,0.5,True,200,0.1,0,0.3919308357348703
921,ionosphere,radial,3,scale,0.0,0.001,0.1,True,200,0.1,0,0.4146341463414634
922,ionosphere,radial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.4384384384384384
923,ionosphere,radial,3,scale,0.0,0.001,0.3,True,200,0.1,0,0.2882882882882883
924,ionosphere,radial,3,scale,0.0,0.001,0.4,True,200,0.1,0,0.4652567975830816
925,ionosphere,radial,3,scale,0.0,0.001,0.6,True,200,0.1,0,0.1010830324909747
926,ionosphere,radial,3,scale,0.0,0.001,0.7,True,200,0.1,0,0.059322033898305
927,ionosphere,radial,3,scale,0.0,0.001,0.8,True,200,0.1,0,0.0301507537688442
928,ionosphere,radial,3,scale,0.0,0.001,0.9,True,200,0.1,0,0.0
929,ionosphere,radial,3,scale,0.0,0.001,0.5,False,200,0.1,0,0.3919308357348703
930,ionosphere,radial,3,scale,0.0,0.001,0.5,True,50,0.1,0,0.3919308357348703
931,ionosphere,radial,3,scale,0.0,0.001,0.5,True,100,0.1,0,0.3919308357348703
932,ionosphere,radial,3,scale,0.0,0.001,0.5,True,400,0.1,0,0.3919308357348703
933,ionosphere,radial,3,scale,0.0,0.001,0.5,True,200,0.2,0,0.3919308357348703
934,ionosphere,radial,3,scale,0.0,0.001,0.5,True,200,0.01,0,0.3919308357348703
935,ionosphere,radial,3,scale,0.0,0.001,0.5,True,200,0.05,0,0.3919308357348703
1884,ionosphere,linear,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.5509433962264151
1885,ionosphere,polynomial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.4542936288088643
1886,ionosphere,sigmoid,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.5405405405405406
1887,ionosphere,radial,3,auto,0.0,0.001,0.2,True,200,0.1,0,0.3178484107579462
1888,ionosphere,radial,3,scale,0.1,0.001,0.2,True,200,0.1,0,0.4384384384384384
1889,ionosphere,radial,3,scale,0.2,0.001,0.2,True,200,0.1,0,0.4384384384384384
1890,ionosphere,radial,3,scale,0.3,0.001,0.2,True,200,0.1,0,0.4384384384384384
1891,ionosphere,radial,3,scale,0.4,0.001,0.2,True,200,0.1,0,0.4384384384384384
1892,ionosphere,radial,3,scale,0.0,0.001,0.2,False,200,0.1,0,0.4384384384384384
1893,ionosphere,radial,3,scale,0.0,0.001,0.2,True,50,0.1,0,0.4384384384384384
1894,ionosphere,radial,3,scale,0.0,0.001,0.2,True,100,0.1,0,0.4384384384384384
1895,ionosphere,radial,3,scale,0.0,0.001,0.2,True,400,0.1,0,0.4384384384384384
1896,ionosphere,radial,3,scale,0.0,0.001,0.2,True,200,0.2,0,0.4384384384384384
1897,ionosphere,radial,3,scale,0.0,0.001,0.2,True,200,0.01,0,0.4384384384384384
1898,ionosphere,radial,3,scale,0.0,0.001,0.2,True,200,0.05,0,0.4384384384384384
2730,ionosphere,linear,3,scale,0.0,0.001,IF,True,200,0.1,0,0.6169154228855721
2731,ionosphere,polynomial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.4521739130434782
2732,ionosphere,radial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.3804034582132565
2733,ionosphere,sigmoid,3,scale,0.0,0.001,IF,True,200,0.1,0,0.533678756476684
2734,ionosphere,radial,3,auto,0.0,0.001,IF,True,200,0.1,0,0.2604166666666666
2735,ionosphere,radial,3,scale,0.1,0.001,IF,True,200,0.1,0,0.3804034582132565
2736,ionosphere,radial,3,scale,0.2,0.001,IF,True,200,0.1,0,0.3804034582132565
2737,ionosphere,radial,3,scale,0.3,0.001,IF,True,200,0.1,0,0.3804034582132565
2738,ionosphere,radial,3,scale,0.4,0.001,IF,True,200,0.1,0,0.3804034582132565
2739,ionosphere,radial,3,scale,0.0,0.001,IF,False,200,0.1,0,0.3804034582132565
2740,ionosphere,radial,3,scale,0.0,0.001,IF,True,50,0.1,0,0.3804034582132565
2741,ionosphere,radial,3,scale,0.0,0.001,IF,True,100,0.1,0,0.3804034582132565
2742,ionosphere,radial,3,scale,0.0,0.001,IF,True,400,0.1,0,0.3804034582132565
2743,ionosphere,radial,3,scale,0.0,0.001,IF,True,200,0.2,0,0.3804034582132565
2744,ionosphere,radial,3,scale,0.0,0.001,IF,True,200,0.01,0,0.3804034582132565
2745,ionosphere,radial,3,scale,0.0,0.001,IF,True,200,0.05,0,0.3804034582132565
