,Filename,kernel,degree,gamma,coef0,tolerance,nu,shrinking,cachesize,epsilon,Parameter_Iteration,R
1320,wine,linear,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.25
1321,wine,polynomial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.3076923076923077
1322,wine,radial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.081081081081081
1323,wine,sigmoid,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.2372881355932203
1324,wine,radial,3,auto,0.0,0.001,0.5,True,200,0.1,0,0.054054054054054
1325,wine,radial,3,scale,0.1,0.001,0.5,True,200,0.1,0,0.081081081081081
1326,wine,radial,3,scale,0.2,0.001,0.5,True,200,0.1,0,0.081081081081081
1327,wine,radial,3,scale,0.3,0.001,0.5,True,200,0.1,0,0.081081081081081
1328,wine,radial,3,scale,0.4,0.001,0.5,True,200,0.1,0,0.081081081081081
1329,wine,radial,3,scale,0.0,0.001,0.1,True,200,0.1,0,0.144
1330,wine,radial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.1061946902654867
1331,wine,radial,3,scale,0.0,0.001,0.3,True,200,0.1,0,0.099009900990099
1332,wine,radial,3,scale,0.0,0.001,0.4,True,200,0.1,0,0.0681818181818181
1333,wine,radial,3,scale,0.0,0.001,0.6,True,200,0.1,0,0.064516129032258
1334,wine,radial,3,scale,0.0,0.001,0.7,True,200,0.1,0,0.04
1335,wine,radial,3,scale,0.0,0.001,0.8,True,200,0.1,0,0.0
1336,wine,radial,3,scale,0.0,0.001,0.9,True,200,0.1,0,0.0
1337,wine,radial,3,scale,0.0,0.001,0.5,False,200,0.1,0,0.081081081081081
1338,wine,radial,3,scale,0.0,0.001,0.5,True,50,0.1,0,0.081081081081081
1339,wine,radial,3,scale,0.0,0.001,0.5,True,100,0.1,0,0.081081081081081
1340,wine,radial,3,scale,0.0,0.001,0.5,True,400,0.1,0,0.081081081081081
1341,wine,radial,3,scale,0.0,0.001,0.5,True,200,0.2,0,0.081081081081081
1342,wine,radial,3,scale,0.0,0.001,0.5,True,200,0.01,0,0.081081081081081
1343,wine,radial,3,scale,0.0,0.001,0.5,True,200,0.05,0,0.081081081081081
2139,wine,linear,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.2432432432432432
2140,wine,polynomial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.7142857142857143
2141,wine,sigmoid,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.2142857142857143
2142,wine,radial,3,auto,0.0,0.001,0.2,True,200,0.1,0,0.1441441441441441
2143,wine,radial,3,scale,0.1,0.001,0.2,True,200,0.1,0,0.1061946902654867
2144,wine,radial,3,scale,0.2,0.001,0.2,True,200,0.1,0,0.1061946902654867
2145,wine,radial,3,scale,0.3,0.001,0.2,True,200,0.1,0,0.1061946902654867
2146,wine,radial,3,scale,0.4,0.001,0.2,True,200,0.1,0,0.1061946902654867
2147,wine,radial,3,scale,0.0,0.001,0.2,False,200,0.1,0,0.1061946902654867
2148,wine,radial,3,scale,0.0,0.001,0.2,True,50,0.1,0,0.1061946902654867
2149,wine,radial,3,scale,0.0,0.001,0.2,True,100,0.1,0,0.1061946902654867
2150,wine,radial,3,scale,0.0,0.001,0.2,True,400,0.1,0,0.1061946902654867
2151,wine,radial,3,scale,0.0,0.001,0.2,True,200,0.2,0,0.1061946902654867
2152,wine,radial,3,scale,0.0,0.001,0.2,True,200,0.01,0,0.1061946902654867
2153,wine,radial,3,scale,0.0,0.001,0.2,True,200,0.05,0,0.1061946902654867
3002,wine,linear,3,scale,0.0,0.001,IF,True,200,0.1,0,0.2409638554216867
3003,wine,polynomial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.4166666666666667
3004,wine,radial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.1290322580645161
3005,wine,sigmoid,3,scale,0.0,0.001,IF,True,200,0.1,0,0.2325581395348837
3006,wine,radial,3,auto,0.0,0.001,IF,True,200,0.1,0,0.15
3007,wine,radial,3,scale,0.1,0.001,IF,True,200,0.1,0,0.1290322580645161
3008,wine,radial,3,scale,0.2,0.001,IF,True,200,0.1,0,0.1290322580645161
3009,wine,radial,3,scale,0.3,0.001,IF,True,200,0.1,0,0.1290322580645161
3010,wine,radial,3,scale,0.4,0.001,IF,True,200,0.1,0,0.1290322580645161
3011,wine,radial,3,scale,0.0,0.001,IF,False,200,0.1,0,0.1290322580645161
3012,wine,radial,3,scale,0.0,0.001,IF,True,50,0.1,0,0.1290322580645161
3013,wine,radial,3,scale,0.0,0.001,IF,True,100,0.1,0,0.1290322580645161
3014,wine,radial,3,scale,0.0,0.001,IF,True,400,0.1,0,0.1290322580645161
3015,wine,radial,3,scale,0.0,0.001,IF,True,200,0.2,0,0.1290322580645161
3016,wine,radial,3,scale,0.0,0.001,IF,True,200,0.01,0,0.1290322580645161
3017,wine,radial,3,scale,0.0,0.001,IF,True,200,0.05,0,0.1290322580645161
