,Filename,kernel,degree,gamma,coef0,tolerance,nu,shrinking,cachesize,epsilon,Parameter_Iteration,R
1080,pc1,linear,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.0804232804232804
1081,pc1,polynomial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.2281368821292775
1082,pc1,radial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.0
1083,pc1,sigmoid,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.2323651452282157
1084,pc1,radial,3,auto,0.0,0.001,0.5,True,200,0.1,0,0.0760697305863708
1085,pc1,radial,3,scale,0.1,0.001,0.5,True,200,0.1,0,0.0
1086,pc1,radial,3,scale,0.2,0.001,0.5,True,200,0.1,0,0.0
1087,pc1,radial,3,scale,0.3,0.001,0.5,True,200,0.1,0,0.0
1088,pc1,radial,3,scale,0.4,0.001,0.5,True,200,0.1,0,0.0
1089,pc1,radial,3,scale,0.0,0.001,0.1,True,200,0.1,0,0.1462365591397849
1090,pc1,radial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.0
1091,pc1,radial,3,scale,0.0,0.001,0.3,True,200,0.1,0,0.1587301587301587
1092,pc1,radial,3,scale,0.0,0.001,0.4,True,200,0.1,0,0.0
1093,pc1,radial,3,scale,0.0,0.001,0.6,True,200,0.1,0,0.0
1094,pc1,radial,3,scale,0.0,0.001,0.7,True,200,0.1,0,0.0
1095,pc1,radial,3,scale,0.0,0.001,0.8,True,200,0.1,0,0.0
1096,pc1,radial,3,scale,0.0,0.001,0.9,True,200,0.1,0,0.0
1097,pc1,radial,3,scale,0.0,0.001,0.5,False,200,0.1,0,0.0
1098,pc1,radial,3,scale,0.0,0.001,0.5,True,50,0.1,0,0.0
1099,pc1,radial,3,scale,0.0,0.001,0.5,True,100,0.1,0,0.0
1100,pc1,radial,3,scale,0.0,0.001,0.5,True,400,0.1,0,0.0
1101,pc1,radial,3,scale,0.0,0.001,0.5,True,200,0.2,0,0.0
1102,pc1,radial,3,scale,0.0,0.001,0.5,True,200,0.01,0,0.0
1103,pc1,radial,3,scale,0.0,0.001,0.5,True,200,0.05,0,0.0
1989,pc1,linear,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.0893042575285566
1990,pc1,polynomial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.2314049586776859
1991,pc1,sigmoid,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.2408759124087591
1992,pc1,radial,3,auto,0.0,0.001,0.2,True,200,0.1,0,0.1013171225937183
1993,pc1,radial,3,scale,0.1,0.001,0.2,True,200,0.1,0,0.0
1994,pc1,radial,3,scale,0.2,0.001,0.2,True,200,0.1,0,0.0
1995,pc1,radial,3,scale,0.3,0.001,0.2,True,200,0.1,0,0.0
1996,pc1,radial,3,scale,0.4,0.001,0.2,True,200,0.1,0,0.0
1997,pc1,radial,3,scale,0.0,0.001,0.2,False,200,0.1,0,0.0
1998,pc1,radial,3,scale,0.0,0.001,0.2,True,50,0.1,0,0.0
1999,pc1,radial,3,scale,0.0,0.001,0.2,True,100,0.1,0,0.0
2000,pc1,radial,3,scale,0.0,0.001,0.2,True,400,0.1,0,0.0
2001,pc1,radial,3,scale,0.0,0.001,0.2,True,200,0.2,0,0.0
2002,pc1,radial,3,scale,0.0,0.001,0.2,True,200,0.01,0,0.0
2003,pc1,radial,3,scale,0.0,0.001,0.2,True,200,0.05,0,0.0
2842,pc1,linear,3,scale,0.0,0.001,IF,True,200,0.1,0,0.0911111111111111
2843,pc1,polynomial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.1342632955536181
2844,pc1,radial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.1011494252873563
2845,pc1,sigmoid,3,scale,0.0,0.001,IF,True,200,0.1,0,0.1342632955536181
2846,pc1,radial,3,auto,0.0,0.001,IF,True,200,0.1,0,0.0995391705069124
2847,pc1,radial,3,scale,0.1,0.001,IF,True,200,0.1,0,0.1011494252873563
2848,pc1,radial,3,scale,0.2,0.001,IF,True,200,0.1,0,0.1011494252873563
2849,pc1,radial,3,scale,0.3,0.001,IF,True,200,0.1,0,0.1011494252873563
2850,pc1,radial,3,scale,0.4,0.001,IF,True,200,0.1,0,0.1011494252873563
2851,pc1,radial,3,scale,0.0,0.001,IF,False,200,0.1,0,0.1011494252873563
2852,pc1,radial,3,scale,0.0,0.001,IF,True,50,0.1,0,0.1011494252873563
2853,pc1,radial,3,scale,0.0,0.001,IF,True,100,0.1,0,0.1011494252873563
2854,pc1,radial,3,scale,0.0,0.001,IF,True,400,0.1,0,0.1011494252873563
2855,pc1,radial,3,scale,0.0,0.001,IF,True,200,0.2,0,0.1011494252873563
2856,pc1,radial,3,scale,0.0,0.001,IF,True,200,0.01,0,0.1011494252873563
2857,pc1,radial,3,scale,0.0,0.001,IF,True,200,0.05,0,0.1011494252873563
