,Filename,kernel,degree,gamma,coef0,tolerance,nu,shrinking,cachesize,epsilon,Parameter_Iteration,R
840,fertility,linear,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.25
841,fertility,polynomial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.1052631578947368
842,fertility,radial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.1724137931034483
843,fertility,sigmoid,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.1269841269841269
844,fertility,radial,3,auto,0.0,0.001,0.5,True,200,0.1,0,0.1666666666666666
845,fertility,radial,3,scale,0.1,0.001,0.5,True,200,0.1,0,0.1724137931034483
846,fertility,radial,3,scale,0.2,0.001,0.5,True,200,0.1,0,0.1724137931034483
847,fertility,radial,3,scale,0.3,0.001,0.5,True,200,0.1,0,0.1724137931034483
848,fertility,radial,3,scale,0.4,0.001,0.5,True,200,0.1,0,0.1724137931034483
849,fertility,radial,3,scale,0.0,0.001,0.1,True,200,0.1,0,0.2985074626865672
850,fertility,radial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.150943396226415
851,fertility,radial,3,scale,0.0,0.001,0.3,True,200,0.1,0,0.1818181818181818
852,fertility,radial,3,scale,0.0,0.001,0.4,True,200,0.1,0,0.1891891891891891
853,fertility,radial,3,scale,0.0,0.001,0.6,True,200,0.1,0,0.2564102564102564
854,fertility,radial,3,scale,0.0,0.001,0.7,True,200,0.1,0,0.2295081967213114
855,fertility,radial,3,scale,0.0,0.001,0.8,True,200,0.1,0,0.2711864406779661
856,fertility,radial,3,scale,0.0,0.001,0.9,True,200,0.1,0,0.1587301587301587
857,fertility,radial,3,scale,0.0,0.001,0.5,False,200,0.1,0,0.1724137931034483
858,fertility,radial,3,scale,0.0,0.001,0.5,True,50,0.1,0,0.1724137931034483
859,fertility,radial,3,scale,0.0,0.001,0.5,True,100,0.1,0,0.1724137931034483
860,fertility,radial,3,scale,0.0,0.001,0.5,True,400,0.1,0,0.1724137931034483
861,fertility,radial,3,scale,0.0,0.001,0.5,True,200,0.2,0,0.1724137931034483
862,fertility,radial,3,scale,0.0,0.001,0.5,True,200,0.01,0,0.1724137931034483
863,fertility,radial,3,scale,0.0,0.001,0.5,True,200,0.05,0,0.1724137931034483
1839,fertility,linear,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.2461538461538461
1840,fertility,polynomial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.1666666666666666
1841,fertility,sigmoid,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.2580645161290322
1842,fertility,radial,3,auto,0.0,0.001,0.2,True,200,0.1,0,0.2068965517241379
1843,fertility,radial,3,scale,0.1,0.001,0.2,True,200,0.1,0,0.150943396226415
1844,fertility,radial,3,scale,0.2,0.001,0.2,True,200,0.1,0,0.150943396226415
1845,fertility,radial,3,scale,0.3,0.001,0.2,True,200,0.1,0,0.150943396226415
1846,fertility,radial,3,scale,0.4,0.001,0.2,True,200,0.1,0,0.150943396226415
1847,fertility,radial,3,scale,0.0,0.001,0.2,False,200,0.1,0,0.150943396226415
1848,fertility,radial,3,scale,0.0,0.001,0.2,True,50,0.1,0,0.150943396226415
1849,fertility,radial,3,scale,0.0,0.001,0.2,True,100,0.1,0,0.150943396226415
1850,fertility,radial,3,scale,0.0,0.001,0.2,True,400,0.1,0,0.150943396226415
1851,fertility,radial,3,scale,0.0,0.001,0.2,True,200,0.2,0,0.150943396226415
1852,fertility,radial,3,scale,0.0,0.001,0.2,True,200,0.01,0,0.150943396226415
1853,fertility,radial,3,scale,0.0,0.001,0.2,True,200,0.05,0,0.150943396226415
2682,fertility,linear,3,scale,0.0,0.001,IF,True,200,0.1,0,0.1333333333333333
2683,fertility,polynomial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.1454545454545454
2684,fertility,radial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.2
2685,fertility,sigmoid,3,scale,0.0,0.001,IF,True,200,0.1,0,0.1538461538461538
2686,fertility,radial,3,auto,0.0,0.001,IF,True,200,0.1,0,0.15625
2687,fertility,radial,3,scale,0.1,0.001,IF,True,200,0.1,0,0.2
2688,fertility,radial,3,scale,0.2,0.001,IF,True,200,0.1,0,0.2
2689,fertility,radial,3,scale,0.3,0.001,IF,True,200,0.1,0,0.2
2690,fertility,radial,3,scale,0.4,0.001,IF,True,200,0.1,0,0.2
2691,fertility,radial,3,scale,0.0,0.001,IF,False,200,0.1,0,0.2
2692,fertility,radial,3,scale,0.0,0.001,IF,True,50,0.1,0,0.2
2693,fertility,radial,3,scale,0.0,0.001,IF,True,100,0.1,0,0.2
2694,fertility,radial,3,scale,0.0,0.001,IF,True,400,0.1,0,0.2
2695,fertility,radial,3,scale,0.0,0.001,IF,True,200,0.2,0,0.2
2696,fertility,radial,3,scale,0.0,0.001,IF,True,200,0.01,0,0.2
2697,fertility,radial,3,scale,0.0,0.001,IF,True,200,0.05,0,0.2
