,Filename,kernel,degree,gamma,coef0,tolerance,nu,shrinking,cachesize,epsilon,Parameter_Iteration,R
1032,mw1,linear,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.1076923076923076
1033,mw1,polynomial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.1834319526627219
1034,mw1,radial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.0892193308550186
1035,mw1,sigmoid,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.1157024793388429
1036,mw1,radial,3,auto,0.0,0.001,0.5,True,200,0.1,0,0.0517241379310344
1037,mw1,radial,3,scale,0.1,0.001,0.5,True,200,0.1,0,0.0892193308550186
1038,mw1,radial,3,scale,0.2,0.001,0.5,True,200,0.1,0,0.0892193308550186
1039,mw1,radial,3,scale,0.3,0.001,0.5,True,200,0.1,0,0.0892193308550186
1040,mw1,radial,3,scale,0.4,0.001,0.5,True,200,0.1,0,0.0892193308550186
1041,mw1,radial,3,scale,0.0,0.001,0.1,True,200,0.1,0,0.0846560846560846
1042,mw1,radial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.087719298245614
1043,mw1,radial,3,scale,0.0,0.001,0.3,True,200,0.1,0,0.0878378378378378
1044,mw1,radial,3,scale,0.0,0.001,0.4,True,200,0.1,0,0.0980392156862745
1045,mw1,radial,3,scale,0.0,0.001,0.6,True,200,0.1,0,0.0899653979238754
1046,mw1,radial,3,scale,0.0,0.001,0.7,True,200,0.1,0,0.0774647887323943
1047,mw1,radial,3,scale,0.0,0.001,0.8,True,200,0.1,0,0.0694444444444444
1048,mw1,radial,3,scale,0.0,0.001,0.9,True,200,0.1,0,0.087719298245614
1049,mw1,radial,3,scale,0.0,0.001,0.5,False,200,0.1,0,0.0892193308550186
1050,mw1,radial,3,scale,0.0,0.001,0.5,True,50,0.1,0,0.0892193308550186
1051,mw1,radial,3,scale,0.0,0.001,0.5,True,100,0.1,0,0.0892193308550186
1052,mw1,radial,3,scale,0.0,0.001,0.5,True,400,0.1,0,0.0892193308550186
1053,mw1,radial,3,scale,0.0,0.001,0.5,True,200,0.2,0,0.0892193308550186
1054,mw1,radial,3,scale,0.0,0.001,0.5,True,200,0.01,0,0.0892193308550186
1055,mw1,radial,3,scale,0.0,0.001,0.5,True,200,0.05,0,0.0892193308550186
1959,mw1,linear,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.1245136186770427
1960,mw1,polynomial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.0975609756097561
1961,mw1,sigmoid,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.1267605633802817
1962,mw1,radial,3,auto,0.0,0.001,0.2,True,200,0.1,0,0.0857142857142857
1963,mw1,radial,3,scale,0.1,0.001,0.2,True,200,0.1,0,0.087719298245614
1964,mw1,radial,3,scale,0.2,0.001,0.2,True,200,0.1,0,0.087719298245614
1965,mw1,radial,3,scale,0.3,0.001,0.2,True,200,0.1,0,0.087719298245614
1966,mw1,radial,3,scale,0.4,0.001,0.2,True,200,0.1,0,0.087719298245614
1967,mw1,radial,3,scale,0.0,0.001,0.2,False,200,0.1,0,0.087719298245614
1968,mw1,radial,3,scale,0.0,0.001,0.2,True,50,0.1,0,0.087719298245614
1969,mw1,radial,3,scale,0.0,0.001,0.2,True,100,0.1,0,0.087719298245614
1970,mw1,radial,3,scale,0.0,0.001,0.2,True,400,0.1,0,0.087719298245614
1971,mw1,radial,3,scale,0.0,0.001,0.2,True,200,0.2,0,0.087719298245614
1972,mw1,radial,3,scale,0.0,0.001,0.2,True,200,0.01,0,0.087719298245614
1973,mw1,radial,3,scale,0.0,0.001,0.2,True,200,0.05,0,0.087719298245614
2810,mw1,linear,3,scale,0.0,0.001,IF,True,200,0.1,0,0.1014492753623188
2811,mw1,polynomial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.1675675675675675
2812,mw1,radial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.0856031128404669
2813,mw1,sigmoid,3,scale,0.0,0.001,IF,True,200,0.1,0,0.0
2814,mw1,radial,3,auto,0.0,0.001,IF,True,200,0.1,0,0.1088082901554404
2815,mw1,radial,3,scale,0.1,0.001,IF,True,200,0.1,0,0.0856031128404669
2816,mw1,radial,3,scale,0.2,0.001,IF,True,200,0.1,0,0.0856031128404669
2817,mw1,radial,3,scale,0.3,0.001,IF,True,200,0.1,0,0.0856031128404669
2818,mw1,radial,3,scale,0.4,0.001,IF,True,200,0.1,0,0.0856031128404669
2819,mw1,radial,3,scale,0.0,0.001,IF,False,200,0.1,0,0.0856031128404669
2820,mw1,radial,3,scale,0.0,0.001,IF,True,50,0.1,0,0.0856031128404669
2821,mw1,radial,3,scale,0.0,0.001,IF,True,100,0.1,0,0.0856031128404669
2822,mw1,radial,3,scale,0.0,0.001,IF,True,400,0.1,0,0.0856031128404669
2823,mw1,radial,3,scale,0.0,0.001,IF,True,200,0.2,0,0.0856031128404669
2824,mw1,radial,3,scale,0.0,0.001,IF,True,200,0.01,0,0.0856031128404669
2825,mw1,radial,3,scale,0.0,0.001,IF,True,200,0.05,0,0.0856031128404669
