,Filename,kernel,degree,gamma,coef0,tolerance,nu,shrinking,cachesize,epsilon,Parameter_Iteration,R
1272,vowels,linear,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.095
1273,vowels,polynomial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.056338028169014
1274,vowels,radial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.0580152671755725
1275,vowels,sigmoid,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.0641848523748395
1276,vowels,radial,3,auto,0.0,0.001,0.5,True,200,0.1,0,0.0128040973111395
1277,vowels,radial,3,scale,0.1,0.001,0.5,True,200,0.1,0,0.0580152671755725
1278,vowels,radial,3,scale,0.2,0.001,0.5,True,200,0.1,0,0.0580152671755725
1279,vowels,radial,3,scale,0.3,0.001,0.5,True,200,0.1,0,0.0580152671755725
1280,vowels,radial,3,scale,0.4,0.001,0.5,True,200,0.1,0,0.0580152671755725
1281,vowels,radial,3,scale,0.0,0.001,0.1,True,200,0.1,0,0.086053412462908
1282,vowels,radial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.0650887573964497
1283,vowels,radial,3,scale,0.0,0.001,0.3,True,200,0.1,0,0.0721868365180467
1284,vowels,radial,3,scale,0.0,0.001,0.4,True,200,0.1,0,0.0509090909090909
1285,vowels,radial,3,scale,0.0,0.001,0.6,True,200,0.1,0,0.0545023696682464
1286,vowels,radial,3,scale,0.0,0.001,0.7,True,200,0.1,0,0.0671140939597315
1287,vowels,radial,3,scale,0.0,0.001,0.8,True,200,0.1,0,0.0769230769230769
1288,vowels,radial,3,scale,0.0,0.001,0.9,True,200,0.1,0,0.0291120815138282
1289,vowels,radial,3,scale,0.0,0.001,0.5,False,200,0.1,0,0.0580152671755725
1290,vowels,radial,3,scale,0.0,0.001,0.5,True,50,0.1,0,0.0580152671755725
1291,vowels,radial,3,scale,0.0,0.001,0.5,True,100,0.1,0,0.0580152671755725
1292,vowels,radial,3,scale,0.0,0.001,0.5,True,400,0.1,0,0.0580152671755725
1293,vowels,radial,3,scale,0.0,0.001,0.5,True,200,0.2,0,0.0580152671755725
1294,vowels,radial,3,scale,0.0,0.001,0.5,True,200,0.01,0,0.0580152671755725
1295,vowels,radial,3,scale,0.0,0.001,0.5,True,200,0.05,0,0.0580152671755725
2109,vowels,linear,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.0829145728643216
2110,vowels,polynomial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.0566194837635303
2111,vowels,sigmoid,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.0806584362139917
2112,vowels,radial,3,auto,0.0,0.001,0.2,True,200,0.1,0,0.0377668308702791
2113,vowels,radial,3,scale,0.1,0.001,0.2,True,200,0.1,0,0.0650887573964497
2114,vowels,radial,3,scale,0.2,0.001,0.2,True,200,0.1,0,0.0650887573964497
2115,vowels,radial,3,scale,0.3,0.001,0.2,True,200,0.1,0,0.0650887573964497
2116,vowels,radial,3,scale,0.4,0.001,0.2,True,200,0.1,0,0.0650887573964497
2117,vowels,radial,3,scale,0.0,0.001,0.2,False,200,0.1,0,0.0650887573964497
2118,vowels,radial,3,scale,0.0,0.001,0.2,True,50,0.1,0,0.0650887573964497
2119,vowels,radial,3,scale,0.0,0.001,0.2,True,100,0.1,0,0.0650887573964497
2120,vowels,radial,3,scale,0.0,0.001,0.2,True,400,0.1,0,0.0650887573964497
2121,vowels,radial,3,scale,0.0,0.001,0.2,True,200,0.2,0,0.0650887573964497
2122,vowels,radial,3,scale,0.0,0.001,0.2,True,200,0.01,0,0.0650887573964497
2123,vowels,radial,3,scale,0.0,0.001,0.2,True,200,0.05,0,0.0650887573964497
2970,vowels,linear,3,scale,0.0,0.001,IF,True,200,0.1,0,0.0520951302378255
2971,vowels,polynomial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.0651369356032568
2972,vowels,radial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.0803858520900321
2973,vowels,sigmoid,3,scale,0.0,0.001,IF,True,200,0.1,0,0.0659340659340659
2974,vowels,radial,3,auto,0.0,0.001,IF,True,200,0.1,0,0.0468521229868228
2975,vowels,radial,3,scale,0.1,0.001,IF,True,200,0.1,0,0.0803858520900321
2976,vowels,radial,3,scale,0.2,0.001,IF,True,200,0.1,0,0.0803858520900321
2977,vowels,radial,3,scale,0.3,0.001,IF,True,200,0.1,0,0.0803858520900321
2978,vowels,radial,3,scale,0.4,0.001,IF,True,200,0.1,0,0.0803858520900321
2979,vowels,radial,3,scale,0.0,0.001,IF,False,200,0.1,0,0.0803858520900321
2980,vowels,radial,3,scale,0.0,0.001,IF,True,50,0.1,0,0.0803858520900321
2981,vowels,radial,3,scale,0.0,0.001,IF,True,100,0.1,0,0.0803858520900321
2982,vowels,radial,3,scale,0.0,0.001,IF,True,400,0.1,0,0.0803858520900321
2983,vowels,radial,3,scale,0.0,0.001,IF,True,200,0.2,0,0.0803858520900321
2984,vowels,radial,3,scale,0.0,0.001,IF,True,200,0.01,0,0.0803858520900321
2985,vowels,radial,3,scale,0.0,0.001,IF,True,200,0.05,0,0.0803858520900321
