,Filename,ContaminationFraction,KernelScale,Lambda,NumExpansionDimensions,StandardizeData,BetaTolerance,GradientTolerance,IterationLimit,Parameter_Iteration,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9
1855,wine,0,1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856,wine,0.05,1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.25,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0
1857,wine,0.1,1,auto,auto,0,0.0001,0.0001,1000,8,0.2608695652173913,0.0,0.0,0.2608695652173913,0.0,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0869565217391304
1858,wine,0.15,1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0689655172413793,0.0689655172413793,0.1379310344827586,0.2758620689655172,0.1379310344827586,0.0689655172413793,0.0689655172413793,0.0689655172413793
1859,wine,0.2,1,auto,auto,0,0.0001,0.0001,1000,8,0.1111111111111111,0.1111111111111111,0.1666666666666666,0.0555555555555555,0.2222222222222222,0.0555555555555555,0.0555555555555555,0.0,0.1111111111111111,0.1666666666666666
1860,wine,0.25,1,auto,auto,0,0.0001,0.0001,1000,8,0.1428571428571428,0.0476190476190476,0.0952380952380952,0.1428571428571428,0.0952380952380952,0.0952380952380952,0.0476190476190476,0.0,0.1904761904761904,0.0952380952380952
1861,wine,LOF,1,auto,auto,0,0.0001,0.0001,1000,8,0.2580645161290322,0.1290322580645161,0.0,0.1935483870967741,0.1935483870967741,0.064516129032258,0.2580645161290322,0.064516129032258,0.0,0.1290322580645161
1862,wine,IF,1,auto,auto,0,0.0001,0.0001,1000,8,0.3076923076923077,0.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.2307692307692307
1863,wine,0,auto,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1864,wine,0,0.01,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1865,wine,0,0.05,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1866,wine,0,0.1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1867,wine,0,0.2,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1868,wine,0,0.5,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1869,wine,0,2,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1870,wine,0,5,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1871,wine,0,1,0.01,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1872,wine,0,1,0.05,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1873,wine,0,1,0.1,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1874,wine,0,1,0.2,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1875,wine,0,1,0.5,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1876,wine,0,1,1,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1877,wine,0,1,2,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878,wine,0,1,5,auto,0,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1879,wine,0,1,auto,auto,1,0.0001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1880,wine,0,1,auto,auto,0,0.01,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1881,wine,0,1,auto,auto,0,0.001,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1882,wine,0,1,auto,auto,0,1e-05,0.0001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1883,wine,0,1,auto,auto,0,0.0001,0.001,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1884,wine,0,1,auto,auto,0,0.0001,1e-05,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1885,wine,0,1,auto,auto,0,0.0001,1e-06,1000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1886,wine,0,1,auto,auto,0,0.0001,0.0001,100,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1887,wine,0,1,auto,auto,0,0.0001,0.0001,200,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888,wine,0,1,auto,auto,0,0.0001,0.0001,500,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1889,wine,0,1,auto,auto,0,0.0001,0.0001,2000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4364,wine,IF,auto,auto,auto,0,0.0001,0.0001,1000,8,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693
4365,wine,IF,0.01,auto,auto,0,0.0001,0.0001,1000,8,0.2307692307692307,0.0,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.1538461538461538,0.0769230769230769,0.0,0.3076923076923077,0.0
4366,wine,IF,0.05,auto,auto,0,0.0001,0.0001,1000,8,0.0769230769230769,0.0769230769230769,0.2307692307692307,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.1538461538461538,0.0769230769230769,0.0769230769230769
4367,wine,IF,0.1,auto,auto,0,0.0001,0.0001,1000,8,0.0,0.0769230769230769,0.0769230769230769,0.2307692307692307,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.2307692307692307,0.1538461538461538,0.0
4368,wine,IF,0.2,auto,auto,0,0.0001,0.0001,1000,8,0.1538461538461538,0.1538461538461538,0.0,0.0769230769230769,0.0,0.0,0.1538461538461538,0.0,0.1538461538461538,0.0769230769230769
4369,wine,IF,0.5,auto,auto,0,0.0001,0.0001,1000,8,0.0769230769230769,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.0769230769230769,0.0,0.0769230769230769
4370,wine,IF,2,auto,auto,0,0.0001,0.0001,1000,8,0.0769230769230769,0.0,0.1538461538461538,0.0,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0769230769230769,0.0
