,Filename,kernel,degree,gamma,coef0,tolerance,nu,shrinking,cachesize,epsilon,Parameter_Iteration,R
1104,pima,linear,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.4688427299703264
1105,pima,polynomial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.0074074074074074
1106,pima,radial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.3215926493108729
1107,pima,sigmoid,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.416243654822335
1108,pima,radial,3,auto,0.0,0.001,0.5,True,200,0.1,0,0.3102918586789555
1109,pima,radial,3,scale,0.1,0.001,0.5,True,200,0.1,0,0.3215926493108729
1110,pima,radial,3,scale,0.2,0.001,0.5,True,200,0.1,0,0.3215926493108729
1111,pima,radial,3,scale,0.3,0.001,0.5,True,200,0.1,0,0.3215926493108729
1112,pima,radial,3,scale,0.4,0.001,0.5,True,200,0.1,0,0.3215926493108729
1113,pima,radial,3,scale,0.0,0.001,0.1,True,200,0.1,0,0.4775808133472366
1114,pima,radial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.4426787741203178
1115,pima,radial,3,scale,0.0,0.001,0.3,True,200,0.1,0,0.4094292803970223
1116,pima,radial,3,scale,0.0,0.001,0.4,True,200,0.1,0,0.364883401920439
1117,pima,radial,3,scale,0.0,0.001,0.6,True,200,0.1,0,0.2777777777777777
1118,pima,radial,3,scale,0.0,0.001,0.7,True,200,0.1,0,0.2298387096774193
1119,pima,radial,3,scale,0.0,0.001,0.8,True,200,0.1,0,0.175771971496437
1120,pima,radial,3,scale,0.0,0.001,0.9,True,200,0.1,0,0.0930232558139534
1121,pima,radial,3,scale,0.0,0.001,0.5,False,200,0.1,0,0.3215926493108729
1122,pima,radial,3,scale,0.0,0.001,0.5,True,50,0.1,0,0.3215926493108729
1123,pima,radial,3,scale,0.0,0.001,0.5,True,100,0.1,0,0.3215926493108729
1124,pima,radial,3,scale,0.0,0.001,0.5,True,400,0.1,0,0.3215926493108729
1125,pima,radial,3,scale,0.0,0.001,0.5,True,200,0.2,0,0.3215926493108729
1126,pima,radial,3,scale,0.0,0.001,0.5,True,200,0.01,0,0.3215926493108729
1127,pima,radial,3,scale,0.0,0.001,0.5,True,200,0.05,0,0.3215926493108729
2004,pima,linear,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.3507109004739336
2005,pima,polynomial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.1049180327868852
2006,pima,sigmoid,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.4552529182879377
2007,pima,radial,3,auto,0.0,0.001,0.2,True,200,0.1,0,0.4454545454545455
2008,pima,radial,3,scale,0.1,0.001,0.2,True,200,0.1,0,0.4426787741203178
2009,pima,radial,3,scale,0.2,0.001,0.2,True,200,0.1,0,0.4426787741203178
2010,pima,radial,3,scale,0.3,0.001,0.2,True,200,0.1,0,0.4426787741203178
2011,pima,radial,3,scale,0.4,0.001,0.2,True,200,0.1,0,0.4426787741203178
2012,pima,radial,3,scale,0.0,0.001,0.2,False,200,0.1,0,0.4426787741203178
2013,pima,radial,3,scale,0.0,0.001,0.2,True,50,0.1,0,0.4426787741203178
2014,pima,radial,3,scale,0.0,0.001,0.2,True,100,0.1,0,0.4426787741203178
2015,pima,radial,3,scale,0.0,0.001,0.2,True,400,0.1,0,0.4426787741203178
2016,pima,radial,3,scale,0.0,0.001,0.2,True,200,0.2,0,0.4426787741203178
2017,pima,radial,3,scale,0.0,0.001,0.2,True,200,0.01,0,0.4426787741203178
2018,pima,radial,3,scale,0.0,0.001,0.2,True,200,0.05,0,0.4426787741203178
2858,pima,linear,3,scale,0.0,0.001,IF,True,200,0.1,0,0.3612217795484728
2859,pima,polynomial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.5101449275362319
2860,pima,radial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.468313641245972
2861,pima,sigmoid,3,scale,0.0,0.001,IF,True,200,0.1,0,0.4816176470588235
2862,pima,radial,3,auto,0.0,0.001,IF,True,200,0.1,0,0.4732334047109208
2863,pima,radial,3,scale,0.1,0.001,IF,True,200,0.1,0,0.468313641245972
2864,pima,radial,3,scale,0.2,0.001,IF,True,200,0.1,0,0.468313641245972
2865,pima,radial,3,scale,0.3,0.001,IF,True,200,0.1,0,0.468313641245972
2866,pima,radial,3,scale,0.4,0.001,IF,True,200,0.1,0,0.468313641245972
2867,pima,radial,3,scale,0.0,0.001,IF,False,200,0.1,0,0.468313641245972
2868,pima,radial,3,scale,0.0,0.001,IF,True,50,0.1,0,0.468313641245972
2869,pima,radial,3,scale,0.0,0.001,IF,True,100,0.1,0,0.468313641245972
2870,pima,radial,3,scale,0.0,0.001,IF,True,400,0.1,0,0.468313641245972
2871,pima,radial,3,scale,0.0,0.001,IF,True,200,0.2,0,0.468313641245972
2872,pima,radial,3,scale,0.0,0.001,IF,True,200,0.01,0,0.468313641245972
2873,pima,radial,3,scale,0.0,0.001,IF,True,200,0.05,0,0.468313641245972
