,Filename,kernel,degree,gamma,coef0,tolerance,nu,shrinking,cachesize,epsilon,Parameter_Iteration,R
1152,satimage-2,linear,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.0047188360204482
1153,satimage-2,polynomial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.0261535587521016
1154,satimage-2,radial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.0006729475100942
1155,satimage-2,sigmoid,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.0054923499411533
1156,satimage-2,radial,3,auto,0.0,0.001,0.5,True,200,0.1,0,0.0
1157,satimage-2,radial,3,scale,0.1,0.001,0.5,True,200,0.1,0,0.0006729475100942
1158,satimage-2,radial,3,scale,0.2,0.001,0.5,True,200,0.1,0,0.0006729475100942
1159,satimage-2,radial,3,scale,0.3,0.001,0.5,True,200,0.1,0,0.0006729475100942
1160,satimage-2,radial,3,scale,0.4,0.001,0.5,True,200,0.1,0,0.0006729475100942
1161,satimage-2,radial,3,scale,0.0,0.001,0.1,True,200,0.1,0,0.0026455026455026
1162,satimage-2,radial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.0012728044123886
1163,satimage-2,radial,3,scale,0.0,0.001,0.3,True,200,0.1,0,0.0004839099927413
1164,satimage-2,radial,3,scale,0.0,0.001,0.4,True,200,0.1,0,0.0005629045876723
1165,satimage-2,radial,3,scale,0.0,0.001,0.6,True,200,0.1,0,0.0008357709987463
1166,satimage-2,radial,3,scale,0.0,0.001,0.7,True,200,0.1,0,0.0011037527593818
1167,satimage-2,radial,3,scale,0.0,0.001,0.8,True,200,0.1,0,0.0
1168,satimage-2,radial,3,scale,0.0,0.001,0.9,True,200,0.1,0,0.0
1169,satimage-2,radial,3,scale,0.0,0.001,0.5,False,200,0.1,0,0.0006729475100942
1170,satimage-2,radial,3,scale,0.0,0.001,0.5,True,50,0.1,0,0.0006729475100942
1171,satimage-2,radial,3,scale,0.0,0.001,0.5,True,100,0.1,0,0.0006729475100942
1172,satimage-2,radial,3,scale,0.0,0.001,0.5,True,400,0.1,0,0.0006729475100942
1173,satimage-2,radial,3,scale,0.0,0.001,0.5,True,200,0.2,0,0.0006729475100942
1174,satimage-2,radial,3,scale,0.0,0.001,0.5,True,200,0.01,0,0.0006729475100942
1175,satimage-2,radial,3,scale,0.0,0.001,0.5,True,200,0.05,0,0.0006729475100942
2034,satimage-2,linear,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.0615243342516069
2035,satimage-2,polynomial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.0
2036,satimage-2,sigmoid,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.0916943521594684
2037,satimage-2,radial,3,auto,0.0,0.001,0.2,True,200,0.1,0,0.0
2038,satimage-2,radial,3,scale,0.1,0.001,0.2,True,200,0.1,0,0.0012728044123886
2039,satimage-2,radial,3,scale,0.2,0.001,0.2,True,200,0.1,0,0.0012728044123886
2040,satimage-2,radial,3,scale,0.3,0.001,0.2,True,200,0.1,0,0.0012728044123886
2041,satimage-2,radial,3,scale,0.4,0.001,0.2,True,200,0.1,0,0.0012728044123886
2042,satimage-2,radial,3,scale,0.0,0.001,0.2,False,200,0.1,0,0.0012728044123886
2043,satimage-2,radial,3,scale,0.0,0.001,0.2,True,50,0.1,0,0.0012728044123886
2044,satimage-2,radial,3,scale,0.0,0.001,0.2,True,100,0.1,0,0.0012728044123886
2045,satimage-2,radial,3,scale,0.0,0.001,0.2,True,400,0.1,0,0.0012728044123886
2046,satimage-2,radial,3,scale,0.0,0.001,0.2,True,200,0.2,0,0.0012728044123886
2047,satimage-2,radial,3,scale,0.0,0.001,0.2,True,200,0.01,0,0.0012728044123886
2048,satimage-2,radial,3,scale,0.0,0.001,0.2,True,200,0.05,0,0.0012728044123886
2890,satimage-2,linear,3,scale,0.0,0.001,IF,True,200,0.1,0,0.0437596302003081
2891,satimage-2,polynomial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.0032903756512201
2892,satimage-2,radial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.0026415094339622
2893,satimage-2,sigmoid,3,scale,0.0,0.001,IF,True,200,0.1,0,0.0416911332941867
2894,satimage-2,radial,3,auto,0.0,0.001,IF,True,200,0.1,0,0.0003775009437523
2895,satimage-2,radial,3,scale,0.1,0.001,IF,True,200,0.1,0,0.0026415094339622
2896,satimage-2,radial,3,scale,0.2,0.001,IF,True,200,0.1,0,0.0026415094339622
2897,satimage-2,radial,3,scale,0.3,0.001,IF,True,200,0.1,0,0.0026415094339622
2898,satimage-2,radial,3,scale,0.4,0.001,IF,True,200,0.1,0,0.0026415094339622
2899,satimage-2,radial,3,scale,0.0,0.001,IF,False,200,0.1,0,0.0026415094339622
2900,satimage-2,radial,3,scale,0.0,0.001,IF,True,50,0.1,0,0.0026415094339622
2901,satimage-2,radial,3,scale,0.0,0.001,IF,True,100,0.1,0,0.0026415094339622
2902,satimage-2,radial,3,scale,0.0,0.001,IF,True,400,0.1,0,0.0026415094339622
2903,satimage-2,radial,3,scale,0.0,0.001,IF,True,200,0.2,0,0.0026415094339622
2904,satimage-2,radial,3,scale,0.0,0.001,IF,True,200,0.01,0,0.0026415094339622
2905,satimage-2,radial,3,scale,0.0,0.001,IF,True,200,0.05,0,0.0026415094339622
