,Filename,kernel,degree,gamma,coef0,tolerance,nu,shrinking,cachesize,epsilon,Parameter_Iteration,R
1200,thyroid,linear,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.034313725490196
1201,thyroid,polynomial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.0851063829787233
1202,thyroid,radial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.0403082394783639
1203,thyroid,sigmoid,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.0525517938352703
1204,thyroid,radial,3,auto,0.0,0.001,0.5,True,200,0.1,0,0.0
1205,thyroid,radial,3,scale,0.1,0.001,0.5,True,200,0.1,0,0.0403082394783639
1206,thyroid,radial,3,scale,0.2,0.001,0.5,True,200,0.1,0,0.0403082394783639
1207,thyroid,radial,3,scale,0.3,0.001,0.5,True,200,0.1,0,0.0403082394783639
1208,thyroid,radial,3,scale,0.4,0.001,0.5,True,200,0.1,0,0.0403082394783639
1209,thyroid,radial,3,scale,0.0,0.001,0.1,True,200,0.1,0,0.0508953817153628
1210,thyroid,radial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.0472787245739417
1211,thyroid,radial,3,scale,0.0,0.001,0.3,True,200,0.1,0,0.0473551637279597
1212,thyroid,radial,3,scale,0.0,0.001,0.4,True,200,0.1,0,0.0449438202247191
1213,thyroid,radial,3,scale,0.0,0.001,0.6,True,200,0.1,0,0.0436959490213928
1214,thyroid,radial,3,scale,0.0,0.001,0.7,True,200,0.1,0,0.0466101694915254
1215,thyroid,radial,3,scale,0.0,0.001,0.8,True,200,0.1,0,0.0430201931518876
1216,thyroid,radial,3,scale,0.0,0.001,0.9,True,200,0.1,0,0.0229508196721311
1217,thyroid,radial,3,scale,0.0,0.001,0.5,False,200,0.1,0,0.0401416765053128
1218,thyroid,radial,3,scale,0.0,0.001,0.5,True,50,0.1,0,0.0403082394783639
1219,thyroid,radial,3,scale,0.0,0.001,0.5,True,100,0.1,0,0.0403082394783639
1220,thyroid,radial,3,scale,0.0,0.001,0.5,True,400,0.1,0,0.0403082394783639
1221,thyroid,radial,3,scale,0.0,0.001,0.5,True,200,0.2,0,0.0403082394783639
1222,thyroid,radial,3,scale,0.0,0.001,0.5,True,200,0.01,0,0.0403082394783639
1223,thyroid,radial,3,scale,0.0,0.001,0.5,True,200,0.05,0,0.0403082394783639
2064,thyroid,linear,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.0038634900193174
2065,thyroid,polynomial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.0547203848466626
2066,thyroid,sigmoid,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.0443587270973963
2067,thyroid,radial,3,auto,0.0,0.001,0.2,True,200,0.1,0,0.0012865873271148
2068,thyroid,radial,3,scale,0.1,0.001,0.2,True,200,0.1,0,0.0472787245739417
2069,thyroid,radial,3,scale,0.2,0.001,0.2,True,200,0.1,0,0.0472787245739417
2070,thyroid,radial,3,scale,0.3,0.001,0.2,True,200,0.1,0,0.0472787245739417
2071,thyroid,radial,3,scale,0.4,0.001,0.2,True,200,0.1,0,0.0472787245739417
2072,thyroid,radial,3,scale,0.0,0.001,0.2,False,200,0.1,0,0.0472787245739417
2073,thyroid,radial,3,scale,0.0,0.001,0.2,True,50,0.1,0,0.0472787245739417
2074,thyroid,radial,3,scale,0.0,0.001,0.2,True,100,0.1,0,0.0472787245739417
2075,thyroid,radial,3,scale,0.0,0.001,0.2,True,400,0.1,0,0.0472787245739417
2076,thyroid,radial,3,scale,0.0,0.001,0.2,True,200,0.2,0,0.0472787245739417
2077,thyroid,radial,3,scale,0.0,0.001,0.2,True,200,0.01,0,0.0472787245739417
2078,thyroid,radial,3,scale,0.0,0.001,0.2,True,200,0.05,0,0.0472787245739417
2922,thyroid,linear,3,scale,0.0,0.001,IF,True,200,0.1,0,0.004943153732081
2923,thyroid,polynomial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.049743173830765
2924,thyroid,radial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.0538326506729081
2925,thyroid,sigmoid,3,scale,0.0,0.001,IF,True,200,0.1,0,0.0262707024557395
2926,thyroid,radial,3,auto,0.0,0.001,IF,True,200,0.1,0,0.0125570776255707
2927,thyroid,radial,3,scale,0.1,0.001,IF,True,200,0.1,0,0.0538326506729081
2928,thyroid,radial,3,scale,0.2,0.001,IF,True,200,0.1,0,0.0538326506729081
2929,thyroid,radial,3,scale,0.3,0.001,IF,True,200,0.1,0,0.0538326506729081
2930,thyroid,radial,3,scale,0.4,0.001,IF,True,200,0.1,0,0.0538326506729081
2931,thyroid,radial,3,scale,0.0,0.001,IF,False,200,0.1,0,0.0538326506729081
2932,thyroid,radial,3,scale,0.0,0.001,IF,True,50,0.1,0,0.0538326506729081
2933,thyroid,radial,3,scale,0.0,0.001,IF,True,100,0.1,0,0.0538326506729081
2934,thyroid,radial,3,scale,0.0,0.001,IF,True,400,0.1,0,0.0538326506729081
2935,thyroid,radial,3,scale,0.0,0.001,IF,True,200,0.2,0,0.0538326506729081
2936,thyroid,radial,3,scale,0.0,0.001,IF,True,200,0.01,0,0.0538326506729081
2937,thyroid,radial,3,scale,0.0,0.001,IF,True,200,0.05,0,0.0538326506729081
