Filename,kernel,degree,gamma,coef0,tolerance,nu,shrinking,cachesize,epsilon,Parameter_Iteration,R
ar6,linear,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.1578947368421052
ar6,polynomial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.2181818181818181
ar6,radial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.1621621621621621
ar6,sigmoid,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.1639344262295081
ar6,radial,3,auto,0.0,0.001,0.5,True,200,0.1,0,0.2285714285714286
ar6,radial,3,scale,0.1,0.001,0.5,True,200,0.1,0,0.1621621621621621
ar6,radial,3,scale,0.2,0.001,0.5,True,200,0.1,0,0.1621621621621621
ar6,radial,3,scale,0.3,0.001,0.5,True,200,0.1,0,0.1621621621621621
ar6,radial,3,scale,0.4,0.001,0.5,True,200,0.1,0,0.1621621621621621
ar6,radial,3,scale,0.0,0.001,0.1,True,200,0.1,0,0.216867469879518
ar6,radial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.25
ar6,radial,3,scale,0.0,0.001,0.3,True,200,0.1,0,0.1290322580645161
ar6,radial,3,scale,0.0,0.001,0.4,True,200,0.1,0,0.2162162162162162
ar6,radial,3,scale,0.0,0.001,0.6,True,200,0.1,0,0.2307692307692307
ar6,radial,3,scale,0.0,0.001,0.7,True,200,0.1,0,0.188235294117647
ar6,radial,3,scale,0.0,0.001,0.8,True,200,0.1,0,0.2352941176470588
ar6,radial,3,scale,0.0,0.001,0.9,True,200,0.1,0,0.1111111111111111
ar6,radial,3,scale,0.0,0.001,0.5,False,200,0.1,0,0.1621621621621621
ar6,radial,3,scale,0.0,0.001,0.5,True,50,0.1,0,0.1621621621621621
ar6,radial,3,scale,0.0,0.001,0.5,True,100,0.1,0,0.1621621621621621
ar6,radial,3,scale,0.0,0.001,0.5,True,400,0.1,0,0.1621621621621621
ar6,radial,3,scale,0.0,0.001,0.5,True,200,0.2,0,0.1621621621621621
ar6,radial,3,scale,0.0,0.001,0.5,True,200,0.01,0,0.1621621621621621
ar6,radial,3,scale,0.0,0.001,0.5,True,200,0.05,0,0.1621621621621621
ar6,linear,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.1927710843373493
ar6,polynomial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.1739130434782608
ar6,sigmoid,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.1052631578947368
ar6,radial,3,auto,0.0,0.001,0.2,True,200,0.1,0,0.217391304347826
ar6,radial,3,scale,0.1,0.001,0.2,True,200,0.1,0,0.25
ar6,radial,3,scale,0.2,0.001,0.2,True,200,0.1,0,0.25
ar6,radial,3,scale,0.3,0.001,0.2,True,200,0.1,0,0.25
ar6,radial,3,scale,0.4,0.001,0.2,True,200,0.1,0,0.25
ar6,radial,3,scale,0.0,0.001,0.2,False,200,0.1,0,0.25
ar6,radial,3,scale,0.0,0.001,0.2,True,50,0.1,0,0.25
ar6,radial,3,scale,0.0,0.001,0.2,True,100,0.1,0,0.25
ar6,radial,3,scale,0.0,0.001,0.2,True,400,0.1,0,0.25
ar6,radial,3,scale,0.0,0.001,0.2,True,200,0.2,0,0.25
ar6,radial,3,scale,0.0,0.001,0.2,True,200,0.01,0,0.25
ar6,radial,3,scale,0.0,0.001,0.2,True,200,0.05,0,0.25
ar6,linear,3,scale,0.0,0.001,IF,True,200,0.1,0,0.2272727272727272
ar6,polynomial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.2385321100917431
ar6,radial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.2409638554216867
ar6,sigmoid,3,scale,0.0,0.001,IF,True,200,0.1,0,0.074074074074074
ar6,radial,3,auto,0.0,0.001,IF,True,200,0.1,0,0.2222222222222222
ar6,radial,3,scale,0.1,0.001,IF,True,200,0.1,0,0.2409638554216867
ar6,radial,3,scale,0.2,0.001,IF,True,200,0.1,0,0.2409638554216867
ar6,radial,3,scale,0.3,0.001,IF,True,200,0.1,0,0.2409638554216867
ar6,radial,3,scale,0.4,0.001,IF,True,200,0.1,0,0.2409638554216867
ar6,radial,3,scale,0.0,0.001,IF,False,200,0.1,0,0.2409638554216867
ar6,radial,3,scale,0.0,0.001,IF,True,50,0.1,0,0.2409638554216867
ar6,radial,3,scale,0.0,0.001,IF,True,100,0.1,0,0.2409638554216867
ar6,radial,3,scale,0.0,0.001,IF,True,400,0.1,0,0.2409638554216867
ar6,radial,3,scale,0.0,0.001,IF,True,200,0.2,0,0.2409638554216867
ar6,radial,3,scale,0.0,0.001,IF,True,200,0.01,0,0.2409638554216867
ar6,radial,3,scale,0.0,0.001,IF,True,200,0.05,0,0.2409638554216867
