,Filename,kernel,degree,gamma,coef0,tolerance,nu,shrinking,cachesize,epsilon,Parameter_Iteration,R
1248,visualizing_livestock,linear,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.2352941176470588
1249,visualizing_livestock,polynomial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.0
1250,visualizing_livestock,radial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.2921348314606741
1251,visualizing_livestock,sigmoid,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.3529411764705882
1252,visualizing_livestock,radial,3,auto,0.0,0.001,0.5,True,200,0.1,0,0.3260869565217391
1253,visualizing_livestock,radial,3,scale,0.1,0.001,0.5,True,200,0.1,0,0.2921348314606741
1254,visualizing_livestock,radial,3,scale,0.2,0.001,0.5,True,200,0.1,0,0.2921348314606741
1255,visualizing_livestock,radial,3,scale,0.3,0.001,0.5,True,200,0.1,0,0.2921348314606741
1256,visualizing_livestock,radial,3,scale,0.4,0.001,0.5,True,200,0.1,0,0.2921348314606741
1257,visualizing_livestock,radial,3,scale,0.0,0.001,0.1,True,200,0.1,0,0.3285714285714285
1258,visualizing_livestock,radial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.34375
1259,visualizing_livestock,radial,3,scale,0.0,0.001,0.3,True,200,0.1,0,0.3620689655172414
1260,visualizing_livestock,radial,3,scale,0.0,0.001,0.4,True,200,0.1,0,0.2912621359223301
1261,visualizing_livestock,radial,3,scale,0.0,0.001,0.6,True,200,0.1,0,0.3116883116883117
1262,visualizing_livestock,radial,3,scale,0.0,0.001,0.7,True,200,0.1,0,0.3125
1263,visualizing_livestock,radial,3,scale,0.0,0.001,0.8,True,200,0.1,0,0.2307692307692307
1264,visualizing_livestock,radial,3,scale,0.0,0.001,0.9,True,200,0.1,0,0.1081081081081081
1265,visualizing_livestock,radial,3,scale,0.0,0.001,0.5,False,200,0.1,0,0.2921348314606741
1266,visualizing_livestock,radial,3,scale,0.0,0.001,0.5,True,50,0.1,0,0.2921348314606741
1267,visualizing_livestock,radial,3,scale,0.0,0.001,0.5,True,100,0.1,0,0.2921348314606741
1268,visualizing_livestock,radial,3,scale,0.0,0.001,0.5,True,400,0.1,0,0.2921348314606741
1269,visualizing_livestock,radial,3,scale,0.0,0.001,0.5,True,200,0.2,0,0.2921348314606741
1270,visualizing_livestock,radial,3,scale,0.0,0.001,0.5,True,200,0.01,0,0.2921348314606741
1271,visualizing_livestock,radial,3,scale,0.0,0.001,0.5,True,200,0.05,0,0.2921348314606741
2094,visualizing_livestock,linear,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.3225806451612903
2095,visualizing_livestock,polynomial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.1587301587301587
2096,visualizing_livestock,sigmoid,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.3387096774193548
2097,visualizing_livestock,radial,3,auto,0.0,0.001,0.2,True,200,0.1,0,0.3464566929133858
2098,visualizing_livestock,radial,3,scale,0.1,0.001,0.2,True,200,0.1,0,0.34375
2099,visualizing_livestock,radial,3,scale,0.2,0.001,0.2,True,200,0.1,0,0.34375
2100,visualizing_livestock,radial,3,scale,0.3,0.001,0.2,True,200,0.1,0,0.34375
2101,visualizing_livestock,radial,3,scale,0.4,0.001,0.2,True,200,0.1,0,0.34375
2102,visualizing_livestock,radial,3,scale,0.0,0.001,0.2,False,200,0.1,0,0.34375
2103,visualizing_livestock,radial,3,scale,0.0,0.001,0.2,True,50,0.1,0,0.34375
2104,visualizing_livestock,radial,3,scale,0.0,0.001,0.2,True,100,0.1,0,0.34375
2105,visualizing_livestock,radial,3,scale,0.0,0.001,0.2,True,400,0.1,0,0.34375
2106,visualizing_livestock,radial,3,scale,0.0,0.001,0.2,True,200,0.2,0,0.34375
2107,visualizing_livestock,radial,3,scale,0.0,0.001,0.2,True,200,0.01,0,0.34375
2108,visualizing_livestock,radial,3,scale,0.0,0.001,0.2,True,200,0.05,0,0.34375
2954,visualizing_livestock,linear,3,scale,0.0,0.001,IF,True,200,0.1,0,0.175
2955,visualizing_livestock,polynomial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.381679389312977
2956,visualizing_livestock,radial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.3492063492063492
2957,visualizing_livestock,sigmoid,3,scale,0.0,0.001,IF,True,200,0.1,0,0.360655737704918
2958,visualizing_livestock,radial,3,auto,0.0,0.001,IF,True,200,0.1,0,0.3622047244094488
2959,visualizing_livestock,radial,3,scale,0.1,0.001,IF,True,200,0.1,0,0.3492063492063492
2960,visualizing_livestock,radial,3,scale,0.2,0.001,IF,True,200,0.1,0,0.3492063492063492
2961,visualizing_livestock,radial,3,scale,0.3,0.001,IF,True,200,0.1,0,0.3492063492063492
2962,visualizing_livestock,radial,3,scale,0.4,0.001,IF,True,200,0.1,0,0.3492063492063492
2963,visualizing_livestock,radial,3,scale,0.0,0.001,IF,False,200,0.1,0,0.3492063492063492
2964,visualizing_livestock,radial,3,scale,0.0,0.001,IF,True,50,0.1,0,0.3492063492063492
2965,visualizing_livestock,radial,3,scale,0.0,0.001,IF,True,100,0.1,0,0.3492063492063492
2966,visualizing_livestock,radial,3,scale,0.0,0.001,IF,True,400,0.1,0,0.3492063492063492
2967,visualizing_livestock,radial,3,scale,0.0,0.001,IF,True,200,0.2,0,0.3492063492063492
2968,visualizing_livestock,radial,3,scale,0.0,0.001,IF,True,200,0.01,0,0.3492063492063492
2969,visualizing_livestock,radial,3,scale,0.0,0.001,IF,True,200,0.05,0,0.3492063492063492
