,Filename,kernel,degree,gamma,coef0,tolerance,nu,shrinking,cachesize,epsilon,Parameter_Iteration,R
936,kc3,linear,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.0881542699724518
937,kc3,polynomial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.1481481481481481
938,kc3,radial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.1375
939,kc3,sigmoid,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.1591836734693877
940,kc3,radial,3,auto,0.0,0.001,0.5,True,200,0.1,0,0.104089219330855
941,kc3,radial,3,scale,0.1,0.001,0.5,True,200,0.1,0,0.1375
942,kc3,radial,3,scale,0.2,0.001,0.5,True,200,0.1,0,0.1375
943,kc3,radial,3,scale,0.3,0.001,0.5,True,200,0.1,0,0.1375
944,kc3,radial,3,scale,0.4,0.001,0.5,True,200,0.1,0,0.1375
945,kc3,radial,3,scale,0.0,0.001,0.1,True,200,0.1,0,0.2064516129032258
946,kc3,radial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.1214750542299349
947,kc3,radial,3,scale,0.0,0.001,0.3,True,200,0.1,0,0.1164383561643835
948,kc3,radial,3,scale,0.0,0.001,0.4,True,200,0.1,0,0.1201923076923076
949,kc3,radial,3,scale,0.0,0.001,0.6,True,200,0.1,0,0.1173594132029339
950,kc3,radial,3,scale,0.0,0.001,0.7,True,200,0.1,0,0.1568627450980392
951,kc3,radial,3,scale,0.0,0.001,0.8,True,200,0.1,0,0.1101449275362319
952,kc3,radial,3,scale,0.0,0.001,0.9,True,200,0.1,0,0.0
953,kc3,radial,3,scale,0.0,0.001,0.5,False,200,0.1,0,0.1375
954,kc3,radial,3,scale,0.0,0.001,0.5,True,50,0.1,0,0.1375
955,kc3,radial,3,scale,0.0,0.001,0.5,True,100,0.1,0,0.1375
956,kc3,radial,3,scale,0.0,0.001,0.5,True,400,0.1,0,0.1375
957,kc3,radial,3,scale,0.0,0.001,0.5,True,200,0.2,0,0.1375
958,kc3,radial,3,scale,0.0,0.001,0.5,True,200,0.01,0,0.1375
959,kc3,radial,3,scale,0.0,0.001,0.5,True,200,0.05,0,0.1375
1899,kc3,linear,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.1253263707571801
1900,kc3,polynomial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.1963470319634703
1901,kc3,sigmoid,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.0987012987012986
1902,kc3,radial,3,auto,0.0,0.001,0.2,True,200,0.1,0,0.1152882205513784
1903,kc3,radial,3,scale,0.1,0.001,0.2,True,200,0.1,0,0.1214750542299349
1904,kc3,radial,3,scale,0.2,0.001,0.2,True,200,0.1,0,0.1214750542299349
1905,kc3,radial,3,scale,0.3,0.001,0.2,True,200,0.1,0,0.1214750542299349
1906,kc3,radial,3,scale,0.4,0.001,0.2,True,200,0.1,0,0.1214750542299349
1907,kc3,radial,3,scale,0.0,0.001,0.2,False,200,0.1,0,0.1214750542299349
1908,kc3,radial,3,scale,0.0,0.001,0.2,True,50,0.1,0,0.1214750542299349
1909,kc3,radial,3,scale,0.0,0.001,0.2,True,100,0.1,0,0.1214750542299349
1910,kc3,radial,3,scale,0.0,0.001,0.2,True,400,0.1,0,0.1214750542299349
1911,kc3,radial,3,scale,0.0,0.001,0.2,True,200,0.2,0,0.1214750542299349
1912,kc3,radial,3,scale,0.0,0.001,0.2,True,200,0.01,0,0.1214750542299349
1913,kc3,radial,3,scale,0.0,0.001,0.2,True,200,0.05,0,0.1214750542299349
2746,kc3,linear,3,scale,0.0,0.001,IF,True,200,0.1,0,0.0918918918918919
2747,kc3,polynomial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.1963470319634703
2748,kc3,radial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.1255411255411255
2749,kc3,sigmoid,3,scale,0.0,0.001,IF,True,200,0.1,0,0.0916030534351145
2750,kc3,radial,3,auto,0.0,0.001,IF,True,200,0.1,0,0.1216216216216216
2751,kc3,radial,3,scale,0.1,0.001,IF,True,200,0.1,0,0.1255411255411255
2752,kc3,radial,3,scale,0.2,0.001,IF,True,200,0.1,0,0.1255411255411255
2753,kc3,radial,3,scale,0.3,0.001,IF,True,200,0.1,0,0.1255411255411255
2754,kc3,radial,3,scale,0.4,0.001,IF,True,200,0.1,0,0.1255411255411255
2755,kc3,radial,3,scale,0.0,0.001,IF,False,200,0.1,0,0.1255411255411255
2756,kc3,radial,3,scale,0.0,0.001,IF,True,50,0.1,0,0.1255411255411255
2757,kc3,radial,3,scale,0.0,0.001,IF,True,100,0.1,0,0.1255411255411255
2758,kc3,radial,3,scale,0.0,0.001,IF,True,400,0.1,0,0.1255411255411255
2759,kc3,radial,3,scale,0.0,0.001,IF,True,200,0.2,0,0.1255411255411255
2760,kc3,radial,3,scale,0.0,0.001,IF,True,200,0.01,0,0.1255411255411255
2761,kc3,radial,3,scale,0.0,0.001,IF,True,200,0.05,0,0.1255411255411255
