Filename,kernel,degree,gamma,coef0,tol,nu,shrinking,cache_size,max_iter,Parameter_Iteration,R
mw1,linear,3,scale,0.0,0.001,0.5,True,200,-1,0,0.0515021459227467
mw1,poly,3,scale,0.0,0.001,0.5,True,200,-1,0,0.0394088669950738
mw1,rbf,3,scale,0.0,0.001,0.5,True,200,-1,0,0.146551724137931
mw1,sigmoid,3,scale,0.0,0.001,0.5,True,200,-1,0,0.0517241379310344
mw1,rbf,3,auto,0.0,0.001,0.5,True,200,-1,0,0.1254355400696864
mw1,rbf,3,scale,0.0,0.1,0.5,True,200,-1,0,0.146551724137931
mw1,rbf,3,scale,0.0,0.01,0.5,True,200,-1,0,0.146551724137931
mw1,rbf,3,scale,0.0,0.0001,0.5,True,200,-1,0,0.146551724137931
mw1,rbf,3,scale,0.0,1e-05,0.5,True,200,-1,0,0.146551724137931
mw1,rbf,3,scale,0.0,0.001,0.1,True,200,-1,0,0.1388888888888889
mw1,rbf,3,scale,0.0,0.001,0.2,True,200,-1,0,0.1964285714285714
mw1,rbf,3,scale,0.0,0.001,0.3,True,200,-1,0,0.1842105263157895
mw1,rbf,3,scale,0.0,0.001,0.4,True,200,-1,0,0.1770833333333333
mw1,rbf,3,scale,0.0,0.001,0.6,True,200,-1,0,0.1391941391941392
mw1,rbf,3,scale,0.0,0.001,0.7,True,200,-1,0,0.1464968152866241
mw1,rbf,3,scale,0.0,0.001,0.8,True,200,-1,0,0.1412429378531073
mw1,rbf,3,scale,0.0,0.001,0.9,True,200,-1,0,0.1472081218274112
mw1,rbf,3,scale,0.0,0.001,0.5,False,200,-1,0,0.146551724137931
mw1,rbf,3,scale,0.0,0.001,0.5,True,50,-1,0,0.146551724137931
mw1,rbf,3,scale,0.0,0.001,0.5,True,100,-1,0,0.146551724137931
mw1,rbf,3,scale,0.0,0.001,0.5,True,400,-1,0,0.146551724137931
mw1,rbf,3,scale,0.0,0.001,0.5,True,200,50,0,0.1416666666666666
mw1,rbf,3,scale,0.0,0.001,0.5,True,200,100,0,0.2023809523809524
mw1,rbf,3,scale,0.0,0.001,0.5,True,200,150,0,0.147887323943662
mw1,rbf,3,scale,0.0,0.001,0.5,True,200,200,0,0.138328530259366
mw1,rbf,3,scale,0.0,0.001,0.5,True,200,250,0,0.146551724137931
mw1,rbf,3,scale,0.0,0.001,0.5,True,200,300,0,0.146551724137931
mw1,linear,3,scale,0.0,0.001,0.5,True,200,50,2,0.0
mw1,poly,3,scale,0.0,0.001,0.5,True,200,50,2,0.0
mw1,sigmoid,3,scale,0.0,0.001,0.5,True,200,50,2,0.0
mw1,rbf,3,scale,0.0,0.1,0.5,True,200,50,2,0.1416666666666666
mw1,rbf,3,scale,0.0,0.01,0.5,True,200,50,2,0.1416666666666666
mw1,rbf,3,scale,0.0,0.0001,0.5,True,200,50,2,0.1416666666666666
mw1,rbf,3,scale,0.0,1e-05,0.5,True,200,50,2,0.1416666666666666
mw1,rbf,3,scale,0.0,0.001,0.1,True,200,50,2,0.0975609756097561
mw1,rbf,3,scale,0.0,0.001,0.2,True,200,50,2,0.1406727828746177
mw1,rbf,3,scale,0.0,0.001,0.3,True,200,50,2,0.2716049382716049
mw1,rbf,3,scale,0.0,0.001,0.4,True,200,50,2,0.1474358974358974
mw1,rbf,3,scale,0.0,0.001,0.6,True,200,50,2,0.1808510638297872
mw1,rbf,3,scale,0.0,0.001,0.7,True,200,50,2,0.1373626373626373
mw1,rbf,3,scale,0.0,0.001,0.8,True,200,50,2,0.1439205955334987
mw1,rbf,3,scale,0.0,0.001,0.9,True,200,50,2,0.1391304347826087
mw1,rbf,3,scale,0.0,0.001,0.5,False,200,50,2,0.1416666666666666
mw1,rbf,3,scale,0.0,0.001,0.5,True,50,50,2,0.1416666666666666
mw1,rbf,3,scale,0.0,0.001,0.5,True,100,50,2,0.1416666666666666
mw1,rbf,3,scale,0.0,0.001,0.5,True,400,50,2,0.1416666666666666
mw1,linear,3,scale,0.0,1e-05,0.5,True,200,50,3,0.0
mw1,poly,3,scale,0.0,1e-05,0.5,True,200,50,3,0.0
mw1,sigmoid,3,scale,0.0,1e-05,0.5,True,200,50,3,0.0
mw1,rbf,3,scale,0.0,1e-05,0.1,True,200,50,3,0.0975609756097561
mw1,rbf,3,scale,0.0,1e-05,0.2,True,200,50,3,0.1406727828746177
mw1,rbf,3,scale,0.0,1e-05,0.3,True,200,50,3,0.2716049382716049
mw1,rbf,3,scale,0.0,1e-05,0.4,True,200,50,3,0.1474358974358974
mw1,rbf,3,scale,0.0,1e-05,0.6,True,200,50,3,0.1808510638297872
mw1,rbf,3,scale,0.0,1e-05,0.7,True,200,50,3,0.1373626373626373
mw1,rbf,3,scale,0.0,1e-05,0.8,True,200,50,3,0.1439205955334987
mw1,rbf,3,scale,0.0,1e-05,0.9,True,200,50,3,0.1391304347826087
mw1,rbf,3,scale,0.0,1e-05,0.5,False,200,50,3,0.1416666666666666
mw1,rbf,3,scale,0.0,1e-05,0.5,True,50,50,3,0.1416666666666666
