,Filename,kernel,degree,gamma,coef0,tolerance,nu,shrinking,cachesize,epsilon,Parameter_Iteration,R
744,cardio,linear,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.2031930333817126
745,cardio,polynomial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.3079777365491651
746,cardio,radial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.1206896551724137
747,cardio,sigmoid,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.0128205128205128
748,cardio,radial,3,auto,0.0,0.001,0.5,True,200,0.1,0,0.0
749,cardio,radial,3,scale,0.1,0.001,0.5,True,200,0.1,0,0.1206896551724137
750,cardio,radial,3,scale,0.2,0.001,0.5,True,200,0.1,0,0.1206896551724137
751,cardio,radial,3,scale,0.3,0.001,0.5,True,200,0.1,0,0.1206896551724137
752,cardio,radial,3,scale,0.4,0.001,0.5,True,200,0.1,0,0.1206896551724137
753,cardio,radial,3,scale,0.0,0.001,0.1,True,200,0.1,0,0.1470367591897974
754,cardio,radial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.1455108359133127
755,cardio,radial,3,scale,0.0,0.001,0.3,True,200,0.1,0,0.1639824304538799
756,cardio,radial,3,scale,0.0,0.001,0.4,True,200,0.1,0,0.138996138996139
757,cardio,radial,3,scale,0.0,0.001,0.6,True,200,0.1,0,0.0942408376963351
758,cardio,radial,3,scale,0.0,0.001,0.7,True,200,0.1,0,0.047556142668428
759,cardio,radial,3,scale,0.0,0.001,0.8,True,200,0.1,0,0.0330882352941176
760,cardio,radial,3,scale,0.0,0.001,0.9,True,200,0.1,0,0.0108991825613079
761,cardio,radial,3,scale,0.0,0.001,0.5,False,200,0.1,0,0.1211072664359861
762,cardio,radial,3,scale,0.0,0.001,0.5,True,50,0.1,0,0.1206896551724137
763,cardio,radial,3,scale,0.0,0.001,0.5,True,100,0.1,0,0.1206896551724137
764,cardio,radial,3,scale,0.0,0.001,0.5,True,400,0.1,0,0.1206896551724137
765,cardio,radial,3,scale,0.0,0.001,0.5,True,200,0.2,0,0.1206896551724137
766,cardio,radial,3,scale,0.0,0.001,0.5,True,200,0.01,0,0.1206896551724137
767,cardio,radial,3,scale,0.0,0.001,0.5,True,200,0.05,0,0.1206896551724137
1794,cardio,linear,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.1845919145690313
1795,cardio,polynomial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.2162834058421379
1796,cardio,sigmoid,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.0609756097560975
1797,cardio,radial,3,auto,0.0,0.001,0.2,True,200,0.1,0,0.060938452163315
1798,cardio,radial,3,scale,0.1,0.001,0.2,True,200,0.1,0,0.1455108359133127
1799,cardio,radial,3,scale,0.2,0.001,0.2,True,200,0.1,0,0.1455108359133127
1800,cardio,radial,3,scale,0.3,0.001,0.2,True,200,0.1,0,0.1455108359133127
1801,cardio,radial,3,scale,0.4,0.001,0.2,True,200,0.1,0,0.1455108359133127
1802,cardio,radial,3,scale,0.0,0.001,0.2,False,200,0.1,0,0.1456235476374903
1803,cardio,radial,3,scale,0.0,0.001,0.2,True,50,0.1,0,0.1455108359133127
1804,cardio,radial,3,scale,0.0,0.001,0.2,True,100,0.1,0,0.1455108359133127
1805,cardio,radial,3,scale,0.0,0.001,0.2,True,400,0.1,0,0.1455108359133127
1806,cardio,radial,3,scale,0.0,0.001,0.2,True,200,0.2,0,0.1455108359133127
1807,cardio,radial,3,scale,0.0,0.001,0.2,True,200,0.01,0,0.1455108359133127
1808,cardio,radial,3,scale,0.0,0.001,0.2,True,200,0.05,0,0.1455108359133127
2634,cardio,linear,3,scale,0.0,0.001,IF,True,200,0.1,0,0.1013888888888889
2635,cardio,polynomial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.1974055273547659
2636,cardio,radial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.1338345864661654
2637,cardio,sigmoid,3,scale,0.0,0.001,IF,True,200,0.1,0,0.1031487513572204
2638,cardio,radial,3,auto,0.0,0.001,IF,True,200,0.1,0,0.1214750542299349
2639,cardio,radial,3,scale,0.1,0.001,IF,True,200,0.1,0,0.1338345864661654
2640,cardio,radial,3,scale,0.2,0.001,IF,True,200,0.1,0,0.1338345864661654
2641,cardio,radial,3,scale,0.3,0.001,IF,True,200,0.1,0,0.1338345864661654
2642,cardio,radial,3,scale,0.4,0.001,IF,True,200,0.1,0,0.1338345864661654
2643,cardio,radial,3,scale,0.0,0.001,IF,False,200,0.1,0,0.1338345864661654
2644,cardio,radial,3,scale,0.0,0.001,IF,True,50,0.1,0,0.1338345864661654
2645,cardio,radial,3,scale,0.0,0.001,IF,True,100,0.1,0,0.1338345864661654
2646,cardio,radial,3,scale,0.0,0.001,IF,True,400,0.1,0,0.1338345864661654
2647,cardio,radial,3,scale,0.0,0.001,IF,True,200,0.2,0,0.1338345864661654
2648,cardio,radial,3,scale,0.0,0.001,IF,True,200,0.01,0,0.1338345864661654
2649,cardio,radial,3,scale,0.0,0.001,IF,True,200,0.05,0,0.1338345864661654
