,Filename,kernel,degree,gamma,coef0,tolerance,nu,shrinking,cachesize,epsilon,Parameter_Iteration,R
1128,satellite,linear,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.3498866680403873
1129,satellite,polynomial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.3900355871886121
1130,satellite,radial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.3434228060156101
1131,satellite,sigmoid,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.5491961414790997
1132,satellite,radial,3,auto,0.0,0.001,0.5,True,200,0.1,0,0.2935465448315248
1133,satellite,radial,3,scale,0.1,0.001,0.5,True,200,0.1,0,0.3434228060156101
1134,satellite,radial,3,scale,0.2,0.001,0.5,True,200,0.1,0,0.3434228060156101
1135,satellite,radial,3,scale,0.3,0.001,0.5,True,200,0.1,0,0.3434228060156101
1136,satellite,radial,3,scale,0.4,0.001,0.5,True,200,0.1,0,0.3434228060156101
1137,satellite,radial,3,scale,0.0,0.001,0.1,True,200,0.1,0,0.428662664452676
1138,satellite,radial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.3900877070861757
1139,satellite,radial,3,scale,0.0,0.001,0.3,True,200,0.1,0,0.3620241553279315
1140,satellite,radial,3,scale,0.0,0.001,0.4,True,200,0.1,0,0.3556535005933209
1141,satellite,radial,3,scale,0.0,0.001,0.6,True,200,0.1,0,0.344468546637744
1142,satellite,radial,3,scale,0.0,0.001,0.7,True,200,0.1,0,0.3473657675825561
1143,satellite,radial,3,scale,0.0,0.001,0.8,True,200,0.1,0,0.3189888654829972
1144,satellite,radial,3,scale,0.0,0.001,0.9,True,200,0.1,0,0.2126072361059306
1145,satellite,radial,3,scale,0.0,0.001,0.5,False,200,0.1,0,0.3434228060156101
1146,satellite,radial,3,scale,0.0,0.001,0.5,True,50,0.1,0,0.3434228060156101
1147,satellite,radial,3,scale,0.0,0.001,0.5,True,100,0.1,0,0.3434228060156101
1148,satellite,radial,3,scale,0.0,0.001,0.5,True,400,0.1,0,0.3434228060156101
1149,satellite,radial,3,scale,0.0,0.001,0.5,True,200,0.2,0,0.3434228060156101
1150,satellite,radial,3,scale,0.0,0.001,0.5,True,200,0.01,0,0.3434228060156101
1151,satellite,radial,3,scale,0.0,0.001,0.5,True,200,0.05,0,0.3434228060156101
2019,satellite,linear,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.582063305978898
2020,satellite,polynomial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.1682411156095366
2021,satellite,sigmoid,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.6454816285998013
2022,satellite,radial,3,auto,0.0,0.001,0.2,True,200,0.1,0,0.3587531310882271
2023,satellite,radial,3,scale,0.1,0.001,0.2,True,200,0.1,0,0.3900877070861757
2024,satellite,radial,3,scale,0.2,0.001,0.2,True,200,0.1,0,0.3900877070861757
2025,satellite,radial,3,scale,0.3,0.001,0.2,True,200,0.1,0,0.3900877070861757
2026,satellite,radial,3,scale,0.4,0.001,0.2,True,200,0.1,0,0.3900877070861757
2027,satellite,radial,3,scale,0.0,0.001,0.2,False,200,0.1,0,0.3900877070861757
2028,satellite,radial,3,scale,0.0,0.001,0.2,True,50,0.1,0,0.3900877070861757
2029,satellite,radial,3,scale,0.0,0.001,0.2,True,100,0.1,0,0.3900877070861757
2030,satellite,radial,3,scale,0.0,0.001,0.2,True,400,0.1,0,0.3900877070861757
2031,satellite,radial,3,scale,0.0,0.001,0.2,True,200,0.2,0,0.3900877070861757
2032,satellite,radial,3,scale,0.0,0.001,0.2,True,200,0.01,0,0.3900877070861757
2033,satellite,radial,3,scale,0.0,0.001,0.2,True,200,0.05,0,0.3900877070861757
2874,satellite,linear,3,scale,0.0,0.001,IF,True,200,0.1,0,0.5721331689272503
2875,satellite,polynomial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.3673780487804878
2876,satellite,radial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.4021650879566983
2877,satellite,sigmoid,3,scale,0.0,0.001,IF,True,200,0.1,0,0.4646398959518777
2878,satellite,radial,3,auto,0.0,0.001,IF,True,200,0.1,0,0.3738494856524093
2879,satellite,radial,3,scale,0.1,0.001,IF,True,200,0.1,0,0.4021650879566983
2880,satellite,radial,3,scale,0.2,0.001,IF,True,200,0.1,0,0.4021650879566983
2881,satellite,radial,3,scale,0.3,0.001,IF,True,200,0.1,0,0.4021650879566983
2882,satellite,radial,3,scale,0.4,0.001,IF,True,200,0.1,0,0.4021650879566983
2883,satellite,radial,3,scale,0.0,0.001,IF,False,200,0.1,0,0.4021650879566983
2884,satellite,radial,3,scale,0.0,0.001,IF,True,50,0.1,0,0.4021650879566983
2885,satellite,radial,3,scale,0.0,0.001,IF,True,100,0.1,0,0.4021650879566983
2886,satellite,radial,3,scale,0.0,0.001,IF,True,400,0.1,0,0.4021650879566983
2887,satellite,radial,3,scale,0.0,0.001,IF,True,200,0.2,0,0.4021650879566983
2888,satellite,radial,3,scale,0.0,0.001,IF,True,200,0.01,0,0.4021650879566983
2889,satellite,radial,3,scale,0.0,0.001,IF,True,200,0.05,0,0.4021650879566983
