Mat,Sk,ARI
CastMetal1_0.1_100_auto,CastMetal1_100_auto_auto_1.0_False_None_False,0.9010422134501715
CastMetal1_0.1_100_auto,CastMetal1_128_auto_auto_1.0_False_None_False,0.9090710832976465
CastMetal1_0.1_100_auto,CastMetal1_256_auto_auto_1.0_False_None_False,0.9259633534390816
CastMetal1_0.1_100_auto,CastMetal1_512_auto_auto_1.0_False_None_False,0.9321260088440111
CastMetal1_0.1_100_auto,CastMetal1_512_0.8_auto_1.0_False_None_False,0.9332450088513005
CastMetal1_0.1_100_auto,CastMetal1_512_0.7_auto_1.0_False_None_False,0.9152936386345577
CastMetal1_0.1_100_auto,CastMetal1_512_auto_auto_0.9_False_None_False,0.9282660378959128
CastMetal1_0.1_100_auto,CastMetal1_512_auto_auto_1.0_True_None_False,0.628269159377901
CastMetal1_0.1_100_auto,CastMetal1_512_auto_auto_1.0_False_1_False,0.9346432768099844
CastMetal1_0.1_100_auto,CastMetal1_512_auto_auto_1.0_False_1_True,0.9347394310141098
CastMetal1_IF_100_auto,CastMetal1_512_auto_auto_1.0_False_1_False,0.933487126653533
CastMetal1_IF_100_auto,CastMetal1_256_auto_auto_1.0_False_1_False,0.9238307298100961
CastMetal1_IF_100_auto,CastMetal1_512_0.8_auto_1.0_False_1_False,0.9351323167036039
CastMetal1_IF_100_auto,CastMetal1_512_0.7_auto_1.0_False_1_False,0.9280228128003377
CastMetal1_IF_100_auto,CastMetal1_512_auto_auto_0.9_False_1_False,0.9323580603012621
CastMetal1_IF_100_auto,CastMetal1_512_auto_auto_1.0_True_1_False,0.62796868571959
CastMetal1_IF_100_auto,CastMetal1_512_auto_auto_1.0_False_None_False,0.9326363568502785
CastMetal1_IF_100_auto,CastMetal1_512_auto_auto_1.0_False_1_True,0.9347931163448213
CastMetal1_0.15_100_auto,CastMetal1_512_auto_auto_1.0_False_1_False,0.7108653732963908
CastMetal1_0.15_100_auto,CastMetal1_256_auto_auto_1.0_False_1_False,0.7145017105128845
CastMetal1_0.15_100_auto,CastMetal1_512_0.8_auto_1.0_False_1_False,0.7225944260120443
CastMetal1_0.15_100_auto,CastMetal1_512_0.9_auto_1.0_False_1_False,0.696427425803694
CastMetal1_0.15_100_auto,CastMetal1_512_1.0_auto_1.0_False_1_False,0.6836287593094295
CastMetal1_0.15_100_auto,CastMetal1_512_1.0_auto_0.9_False_1_False,0.6817753649535189
CastMetal1_0.15_100_auto,CastMetal1_512_1.0_auto_0.8_False_1_False,0.6799756243779117
CastMetal1_0.15_100_auto,CastMetal1_512_1.0_auto_0.7_False_1_False,0.6817753649535189
CastMetal1_0.15_100_auto,CastMetal1_512_1.0_auto_0.8_True_1_False,0.8193996490133685
CastMetal1_0.15_100_auto,CastMetal1_512_1.0_auto_0.8_False_None_False,0.681810903031143
CastMetal1_0.15_100_auto,CastMetal1_512_1.0_auto_0.8_False_1_True,0.6854814603376052
CastMetal1_IF_100_auto,CastMetal1_512_1.0_auto_0.8_False_1_False,0.9282652144542447
CastMetal1_IF_100_auto,CastMetal1_256_1.0_auto_0.8_False_1_False,0.9343014007509514
CastMetal1_IF_100_auto,CastMetal1_512_0.9_auto_0.8_False_1_False,0.9410085613187816
CastMetal1_IF_100_auto,CastMetal1_512_1.0_auto_0.9_False_1_False,0.9311840680798731
CastMetal1_IF_100_auto,CastMetal1_512_1.0_auto_1.0_False_1_False,0.9325316512655084
CastMetal1_IF_100_auto,CastMetal1_512_1.0_auto_0.9_True_1_False,0.5973307205813481
CastMetal1_IF_100_auto,CastMetal1_512_1.0_auto_0.9_False_None_False,0.9290547590293557
CastMetal1_IF_100_auto,CastMetal1_512_1.0_auto_0.9_False_1_True,0.9382751339599017
CastMetal1_IF_128_auto,CastMetal1_512_1.0_auto_0.9_False_1_False,0.9452107950527986
CastMetal1_IF_128_auto,CastMetal1_256_1.0_auto_0.9_False_1_False,0.9517419841187004
CastMetal1_IF_128_auto,CastMetal1_128_1.0_auto_0.9_False_1_False,0.9294692286567754
CastMetal1_IF_128_auto,CastMetal1_256_0.9_auto_0.9_False_1_False,0.9454529172773692
CastMetal1_IF_128_auto,CastMetal1_256_1.0_auto_1.0_False_1_False,0.9320270708509878
CastMetal1_IF_128_auto,CastMetal1_256_1.0_auto_0.8_False_1_False,0.9486762182695929
CastMetal1_IF_128_auto,CastMetal1_256_1.0_auto_0.9_True_1_False,0.6012713632268273
CastMetal1_IF_128_auto,CastMetal1_256_1.0_auto_0.9_False_None_False,0.9379279188827931
CastMetal1_IF_128_auto,CastMetal1_256_1.0_auto_0.9_False_1_True,0.9473743285756953
CastMetal1_IF_256_auto,CastMetal1_256_1.0_auto_0.9_False_1_False,0.9517419841187004
CastMetal1_IF_256_auto,CastMetal1_512_1.0_auto_0.9_False_1_False,0.9452107950527986
CastMetal1_IF_256_auto,CastMetal1_128_1.0_auto_0.9_False_1_False,0.9298769488871563
CastMetal1_IF_256_auto,CastMetal1_256_0.9_auto_0.9_False_1_False,0.9417900939678364
CastMetal1_IF_256_auto,CastMetal1_256_1.0_auto_1.0_False_1_False,0.9303742970771416
CastMetal1_IF_256_auto,CastMetal1_256_1.0_auto_0.8_False_1_False,0.948268635348089
CastMetal1_IF_256_auto,CastMetal1_256_1.0_auto_0.9_True_1_False,0.6012713632268273
CastMetal1_IF_256_auto,CastMetal1_256_1.0_auto_0.9_False_None_False,0.9412337672817883
CastMetal1_IF_256_auto,CastMetal1_256_1.0_auto_0.9_False_1_True,0.9453102315323734
CastMetal1_IF_512_auto,CastMetal1_256_1.0_auto_0.9_False_1_False,0.9517419841187004
CastMetal1_IF_512_auto,CastMetal1_512_1.0_auto_0.9_False_1_False,0.9452107950527986
CastMetal1_IF_512_auto,CastMetal1_128_1.0_auto_0.9_False_1_False,0.9315237327125832
CastMetal1_IF_512_auto,CastMetal1_256_0.9_auto_0.9_False_1_False,0.944261773932662
CastMetal1_IF_512_auto,CastMetal1_256_1.0_auto_1.0_False_1_False,0.9303742970771416
CastMetal1_IF_512_auto,CastMetal1_256_1.0_auto_0.8_False_1_False,0.9495063455044879
CastMetal1_IF_512_auto,CastMetal1_256_1.0_auto_0.9_True_1_False,0.6012713632268273
CastMetal1_IF_512_auto,CastMetal1_256_1.0_auto_0.9_False_None_False,0.9445396156807834
CastMetal1_IF_512_auto,CastMetal1_256_1.0_auto_0.9_False_1_True,0.945721554801849
CastMetal1_IF_512_1,CastMetal1_256_1.0_auto_0.9_False_1_False,0.9476042135236501
CastMetal1_IF_512_1,CastMetal1_512_1.0_auto_0.9_False_1_False,0.94148621790121
CastMetal1_IF_512_1,CastMetal1_512_0.9_auto_0.9_False_1_False,0.9431319278008128
CastMetal1_IF_512_1,CastMetal1_512_1.0_auto_1.0_False_1_False,0.9432472076304685
CastMetal1_IF_512_1,CastMetal1_512_1.0_auto_0.8_False_1_False,0.9389960856770716
CastMetal1_IF_512_1,CastMetal1_512_1.0_auto_0.9_True_1_False,0.5978834162307892
CastMetal1_IF_512_1,CastMetal1_512_1.0_auto_0.9_False_None_False,0.9389607910304768
CastMetal1_IF_512_1,CastMetal1_512_1.0_auto_0.9_False_1_True,0.9510394439122752
CastMetal1_IF_512_0.5,CastMetal1_512_1.0_auto_0.9_False_1_False,0.9452107950527986
CastMetal1_IF_512_0.5,CastMetal1_256_1.0_auto_0.9_False_1_False,0.9517419841187004
CastMetal1_IF_512_0.5,CastMetal1_128_1.0_auto_0.9_False_1_False,0.9365018529867664
CastMetal1_IF_512_0.5,CastMetal1_256_0.9_auto_0.9_False_1_False,0.9590234726113007
CastMetal1_IF_512_0.5,CastMetal1_256_1.0_auto_1.0_False_1_False,0.9345062315117574
CastMetal1_IF_512_0.5,CastMetal1_256_1.0_auto_0.8_False_1_False,0.9552686116251183
CastMetal1_IF_512_0.5,CastMetal1_256_1.0_auto_0.9_True_1_False,0.6012713632268273
CastMetal1_IF_512_0.5,CastMetal1_256_1.0_auto_0.9_False_None_False,0.9478454640797784
CastMetal1_IF_512_0.5,CastMetal1_256_1.0_auto_0.9_False_1_True,0.9502648125059403
CastMetal1_IF_512_0.2,CastMetal1_256_1.0_auto_0.9_False_1_False,0.8818131504301506
CastMetal1_IF_512_0.2,CastMetal1_512_1.0_auto_0.9_False_1_False,0.8792889594669913
CastMetal1_IF_512_0.2,CastMetal1_512_0.9_auto_0.9_False_1_False,0.8824276751924757
CastMetal1_IF_512_0.2,CastMetal1_512_1.0_auto_1.0_False_1_False,0.8815007811246443
CastMetal1_IF_512_0.2,CastMetal1_512_1.0_auto_1.0_True_1_False,0.6249328049886579
CastMetal1_IF_512_0.2,CastMetal1_512_1.0_auto_1.0_False_None_False,0.8772444983310693
CastMetal1_IF_512_0.2,CastMetal1_512_1.0_auto_1.0_False_1_True,0.8880759537940315
CastMetal1_IF_512_0.5,CastMetal1_512_1.0_auto_1.0_False_1_True,0.9538832470318845
CastMetal1_IF_512_0.5,CastMetal1_256_1.0_auto_1.0_False_1_True,0.9480902033329189
CastMetal1_IF_512_0.5,CastMetal1_512_0.9_auto_1.0_False_1_True,0.960273477525229
CastMetal1_IF_512_0.5,CastMetal1_512_0.8_auto_1.0_False_1_True,0.9817432688146723
CastMetal1_IF_512_0.5,CastMetal1_512_0.9_auto_0.9_False_1_True,0.9559219809432523
CastMetal1_IF_512_0.5,CastMetal1_512_0.9_auto_1.0_True_1_True,0.6273001367481648
CastMetal1_IF_512_0.5,CastMetal1_512_0.9_auto_1.0_False_None_True,0.9615585356532534
CastMetal1_IF_512_0.5,CastMetal1_512_0.9_auto_1.0_False_1_False,0.9610499070691145
CastMetal1_IF_512_0.5,CastMetal1_512_0.1_auto_1.0_False_1_True,0.38533836214731976
CastMetal1_IF_512_0.5,CastMetal1_256_0.1_auto_1.0_False_1_True,0.39752569571441554
CastMetal1_IF_512_0.5,CastMetal1_128_0.1_auto_1.0_False_1_True,0.38824007875768707
CastMetal1_IF_512_0.5,CastMetal1_256_0.2_auto_1.0_False_1_True,0.5486457229943139
CastMetal1_IF_512_0.5,CastMetal1_256_0.3_auto_1.0_False_1_True,0.6775944512600945
CastMetal1_IF_512_0.5,CastMetal1_256_0.4_auto_1.0_False_1_True,0.7595315492599785
CastMetal1_IF_512_0.5,CastMetal1_256_0.5_auto_1.0_False_1_True,0.8528358630263946
CastMetal1_IF_512_0.5,CastMetal1_256_0.6_auto_1.0_False_1_True,0.9356847226342667
