R,Sk,ARI
CastMetal1_512_TRUE_auto_def,CastMetal1_512_0.9_auto_1.0_False_1_False,0.8645868366767556
CastMetal1_512_TRUE_auto_def,CastMetal1_512_1.0_auto_1.0_False_1_False,0.8789911495748989
CastMetal1_512_TRUE_auto_def,CastMetal1_512_1.0_auto_0.9_False_1_False,0.8811512557144593
CastMetal1_512_TRUE_auto_def,CastMetal1_512_1.0_auto_0.8_False_1_False,0.8830906592916965
CastMetal1_512_TRUE_auto_def,CastMetal1_512_1.0_auto_0.7_False_1_False,0.8811512557144593
CastMetal1_512_TRUE_auto_def,CastMetal1_512_1.0_auto_0.8_True_1_False,0.48709977258812887
CastMetal1_512_TRUE_auto_def,CastMetal1_512_1.0_auto_0.8_False_None_False,0.8810053498904697
CastMetal1_512_TRUE_auto_def,CastMetal1_512_1.0_auto_0.8_False_1_True,0.8768347310880168
CastMetal1_512_TRUE_auto_def,CastMetal1_256_1.0_auto_0.8_False_1_False,0.8620254318480078
CastMetal1_512_TRUE_auto_def,CastMetal1_512_0.9_auto_0.8_False_1_False,0.8624370965356899
CastMetal1_512_TRUE_auto_def,CastMetal1_512_1.0_auto_0.9_True_1_False,0.47073690694444925
CastMetal1_512_TRUE_auto_def,CastMetal1_512_1.0_auto_0.9_False_None_False,0.8831617683773519
CastMetal1_512_TRUE_auto_def,CastMetal1_512_1.0_auto_0.9_False_1_True,0.8705753538841603
CastMetal1_512_TRUE_auto_def,CastMetal1_256_1.0_auto_0.9_False_1_False,0.8746783126011347
CastMetal1_512_TRUE_auto_def,CastMetal1_128_1.0_auto_0.9_False_1_False,0.8730324128070902
CastMetal1_512_TRUE_auto_def,CastMetal1_256_0.9_auto_0.9_False_1_False,0.8626402964466631
CastMetal1_512_TRUE_auto_def,CastMetal1_256_1.0_auto_1.0_False_1_False,0.887059491663257
CastMetal1_512_TRUE_auto_def,CastMetal1_256_1.0_auto_0.9_True_1_False,0.4736220622614551
CastMetal1_512_TRUE_auto_def,CastMetal1_256_1.0_auto_0.9_False_None_False,0.8769700512589739
CastMetal1_512_TRUE_auto_def,CastMetal1_256_1.0_auto_0.9_False_1_True,0.8685577045684123
CastMetal1_512_TRUE_auto_def,CastMetal1_512_0.9_auto_0.9_False_1_False,0.8707817831407729
CastMetal1_512_TRUE_auto_def,CastMetal1_512_1.0_auto_1.0_True_1_False,0.4937701309744966
CastMetal1_512_TRUE_auto_def,CastMetal1_512_1.0_auto_1.0_False_None_False,0.8811512557144593
CastMetal1_512_TRUE_auto_def,CastMetal1_512_1.0_auto_1.0_False_1_True,0.8725930031999083
CastMetal1_256_TRUE_auto_def,CastMetal1_512_1.0_auto_1.0_False_1_True,0.821093432508557
CastMetal1_256_TRUE_auto_def,CastMetal1_256_1.0_auto_1.0_False_1_True,0.8192703695933128
CastMetal1_256_TRUE_auto_def,CastMetal1_512_0.9_auto_1.0_False_1_True,0.8150593317179085
CastMetal1_256_TRUE_auto_def,CastMetal1_512_0.8_auto_1.0_False_1_True,0.7917397388432772
CastMetal1_256_TRUE_auto_def,CastMetal1_512_0.9_auto_0.9_False_1_True,0.815555539748173
CastMetal1_256_TRUE_auto_def,CastMetal1_512_0.9_auto_1.0_True_1_True,0.4591014994621156
CastMetal1_256_TRUE_auto_def,CastMetal1_512_0.9_auto_1.0_False_None_True,0.8130941128821383
CastMetal1_256_TRUE_auto_def,CastMetal1_512_0.9_auto_1.0_False_1_False,0.8132983154541289
CastMetal1_256_TRUE_auto_def,CastMetal1_256_0.9_auto_1.0_False_1_True,0.8093678777825882
CastMetal1_256_TRUE_auto_def,CastMetal1_512_1.0_auto_0.9_False_1_True,0.8191282136727868
CastMetal1_256_TRUE_auto_def,CastMetal1_512_1.0_auto_1.0_True_1_True,0.4519282375623503
CastMetal1_256_TRUE_auto_def,CastMetal1_512_1.0_auto_1.0_False_None_True,0.8211626546502258
CastMetal1_256_TRUE_auto_def,CastMetal1_512_1.0_auto_1.0_False_1_False,0.8273426229985887
CastMetal1_512_TRUE_auto_def,CastMetal1_256_1.0_auto_1.0_False_1_True,0.8707141230552944
CastMetal1_512_TRUE_auto_def,CastMetal1_512_0.9_auto_1.0_False_1_True,0.8664047350817071
CastMetal1_512_TRUE_auto_def,CastMetal1_512_0.8_auto_1.0_False_1_True,0.8424506662520886
CastMetal1_512_TRUE_auto_def,CastMetal1_512_0.9_auto_0.9_False_1_True,0.8668891609876271
CastMetal1_512_TRUE_auto_def,CastMetal1_512_0.9_auto_1.0_True_1_True,0.4957979380844478
CastMetal1_512_TRUE_auto_def,CastMetal1_512_0.9_auto_1.0_False_None_True,0.8643870857659592
CastMetal1_512_TRUE_auto_def,CastMetal1_256_0.9_auto_1.0_False_1_True,0.8605515380452595
CastMetal1_512_TRUE_auto_def,CastMetal1_512_1.0_auto_1.0_True_1_True,0.48817537471161754
CastMetal1_512_TRUE_auto_def,CastMetal1_512_1.0_auto_1.0_False_None_True,0.8726606632853868
CastMetal1_512_FALSE_auto_def,CastMetal1_512_1.0_auto_1.0_False_1_True,0.8236430326505091
CastMetal1_512_FALSE_auto_def,CastMetal1_256_1.0_auto_1.0_False_1_True,0.8295194848383738
CastMetal1_512_FALSE_auto_def,CastMetal1_128_1.0_auto_1.0_False_1_True,0.806988063417641
CastMetal1_512_FALSE_auto_def,CastMetal1_256_0.9_auto_1.0_False_1_True,0.8167766562552685
CastMetal1_512_FALSE_auto_def,CastMetal1_256_1.0_auto_0.9_False_1_True,0.8203066898540468
CastMetal1_512_FALSE_auto_def,CastMetal1_256_1.0_auto_1.0_True_1_True,0.5717822992617488
CastMetal1_512_FALSE_auto_def,CastMetal1_256_1.0_auto_1.0_False_None_True,0.8079827046319805
CastMetal1_512_FALSE_auto_def,CastMetal1_256_1.0_auto_1.0_False_1_False,0.8183968030730735
CastMetal1_512_FALSE_auto_def,CastMetal1_512_0.9_auto_1.0_False_1_True,0.8229677546584813
CastMetal1_512_FALSE_auto_def,CastMetal1_512_0.8_auto_1.0_False_1_True,0.813254256625482
CastMetal1_512_FALSE_auto_def,CastMetal1_512_0.9_auto_0.9_False_1_True,0.822418579081565
CastMetal1_512_FALSE_auto_def,CastMetal1_512_0.9_auto_1.0_True_1_True,0.5858960661433096
CastMetal1_512_FALSE_auto_def,CastMetal1_512_0.9_auto_1.0_False_None_True,0.8170925900944311
CastMetal1_512_FALSE_auto_def,CastMetal1_512_0.9_auto_1.0_False_1_False,0.8165870868971022
CastMetal1_512_FALSE_auto_def,CastMetal1_512_auto_auto_1.0_False_1_True,0.8312455584631667
CastMetal1_512_FALSE_auto_def,CastMetal1_512_0.7_auto_1.0_False_1_True,0.834718831816856
CastMetal1_512_FALSE_auto_def,CastMetal1_512_0.6_auto_1.0_False_1_True,0.8090460579518975
CastMetal1_512_FALSE_auto_def,CastMetal1_512_0.7_auto_0.9_False_1_True,0.8404907914073422
CastMetal1_512_FALSE_auto_def,CastMetal1_512_0.7_auto_0.8_False_1_True,0.8321889582623005
CastMetal1_512_FALSE_auto_def,CastMetal1_512_0.7_auto_0.9_True_1_True,0.5726283031032413
CastMetal1_512_FALSE_auto_def,CastMetal1_512_0.7_auto_0.9_False_None_True,0.835366014462228
CastMetal1_512_FALSE_auto_def,CastMetal1_512_0.7_auto_0.9_False_1_False,0.8320358618645526
CastMetal1_512_FALSE_auto_def,CastMetal1_256_0.7_auto_0.9_False_1_True,0.8272152241865495
CastMetal1_512_FALSE_auto_def,CastMetal1_512_auto_auto_0.9_False_1_True,0.8361295111960265
CastMetal1_512_FALSE_auto_def,CastMetal1_512_0.6_auto_0.9_False_1_True,0.8214451687607885
CastMetal1_512_TRUE_auto_def,CastMetal1_512_0.7_auto_0.9_False_1_True,0.8121588956219224
CastMetal1_512_TRUE_auto_def,CastMetal1_256_0.7_auto_0.9_False_1_True,0.8068301908741015
CastMetal1_512_TRUE_auto_def,CastMetal1_512_auto_auto_0.9_False_1_True,0.8365879836218268
CastMetal1_512_TRUE_auto_def,CastMetal1_512_0.8_auto_0.9_False_1_True,0.8483747527196539
CastMetal1_512_TRUE_auto_def,CastMetal1_512_auto_auto_1.0_True_1_True,0.5011191659015517
CastMetal1_512_TRUE_auto_def,CastMetal1_512_auto_auto_1.0_False_None_True,0.8348161364805032
CastMetal1_512_TRUE_auto_def,CastMetal1_128_auto_auto_1.0_False_1_False,0.8315216307313569
CastMetal1_512_TRUE_auto_def,CastMetal1_256_0.8_auto_1.0_False_1_False,0.8554815700658545
CastMetal1_512_TRUE_auto_def,CastMetal1_256_0.7_auto_1.0_False_1_False,0.8070353587055225
CastMetal1_512_TRUE_auto_def,CastMetal1_256_auto_auto_0.9_False_1_False,0.8376340936065365
CastMetal1_512_TRUE_auto_def,CastMetal1_256_auto_auto_1.0_True_1_False,0.5048035962406374
CastMetal1_512_TRUE_auto_def,CastMetal1_256_auto_auto_1.0_False_1_True,0.8506908941812179
CastMetal1_512_TRUE_auto_def,CastMetal1_512_0.9_auto_1.0_False_None_False,0.8583341378187154
CastMetal1_512_TRUE_auto_def,CastMetal1_512_1.0_auto_1.0_True_None_False,0.4843247457162975
CastMetal1_512_TRUE_0.1_def,CastMetal1_512_1.0_auto_1.0_False_1_True,0.37494237009367615
CastMetal1_512_TRUE_0.1_def,CastMetal1_256_1.0_auto_1.0_False_1_True,0.3761510055699471
CastMetal1_512_TRUE_0.1_def,CastMetal1_512_0.9_auto_1.0_False_1_True,0.3785660306491581
CastMetal1_512_TRUE_0.1_def,CastMetal1_512_0.8_auto_1.0_False_1_True,0.39306471842649054
CastMetal1_512_TRUE_0.1_def,CastMetal1_512_auto_auto_1.0_False_1_True,0.39185748241569074
CastMetal1_512_TRUE_0.1_def,CastMetal1_512_0.8_auto_0.9_False_1_True,0.38943965659886415
CastMetal1_512_TRUE_0.1_def,CastMetal1_512_0.8_auto_1.0_True_1_True,0.6994011014657139
CastMetal1_512_TRUE_0.1_def,CastMetal1_512_0.8_auto_1.0_False_None_True,0.39306596631933055
CastMetal1_512_TRUE_0.1_def,CastMetal1_512_0.8_auto_1.0_False_1_False,0.3979013816327487
CastMetal1_512_TRUE_0.1_def,CastMetal1_256_0.8_auto_1.0_False_1_True,0.3906508701602164
CastMetal1_512_TRUE_0.1_def,CastMetal1_256_0.8_auto_1.0_False_1_False,0.38582315816703916
CastMetal1_512_TRUE_0.1_def,CastMetal1_512_0.9_auto_1.0_False_1_False,0.37977513605835594
CastMetal1_512_TRUE_0.1_def,CastMetal1_512_auto_auto_1.0_False_1_False,0.3906486086287578
CastMetal1_512_TRUE_0.1_def,CastMetal1_512_0.8_auto_0.9_False_1_False,0.3966914962732106
CastMetal1_512_TRUE_0.1_def,CastMetal1_512_0.8_auto_1.0_True_1_False,0.7024025688632239
CastMetal1_512_TRUE_0.1_def,CastMetal1_512_0.8_auto_1.0_True_None_False,0.7108740493354094
CastMetal1_512_TRUE_auto_def,CastMetal1_512_0.8_auto_1.0_True_1_False,0.48311673442459885
CastMetal1_512_TRUE_auto_def,CastMetal1_256_0.8_auto_1.0_True_1_False,0.47966504401924076
CastMetal1_512_TRUE_auto_def,CastMetal1_512_0.9_auto_1.0_True_1_False,0.49185952116995546
CastMetal1_512_TRUE_auto_0.9,CastMetal1_512_1.0_auto_1.0_False_1_True,0.8916760414568964
CastMetal1_512_TRUE_auto_0.9,CastMetal1_256_1.0_auto_1.0_False_1_True,0.8897779573526653
CastMetal1_512_TRUE_auto_0.9,CastMetal1_512_0.9_auto_1.0_False_1_True,0.8854356845051623
CastMetal1_512_TRUE_auto_0.9,CastMetal1_512_0.8_auto_1.0_False_1_True,0.8612657690360715
CastMetal1_512_TRUE_auto_0.9,CastMetal1_512_0.9_auto_0.9_False_1_True,0.885915219674572
CastMetal1_512_TRUE_auto_0.9,CastMetal1_512_0.9_auto_1.0_True_1_True,0.5096321615997743
CastMetal1_512_TRUE_auto_0.9,CastMetal1_512_0.9_auto_1.0_False_None_True,0.8834002365037188
CastMetal1_512_TRUE_auto_0.9,CastMetal1_512_0.9_auto_1.0_False_1_False,0.8835981145881803
CastMetal1_512_TRUE_auto_0.9,CastMetal1_256_0.9_auto_1.0_False_1_True,0.8795272185852935
CastMetal1_512_TRUE_auto_0.9,CastMetal1_512_1.0_auto_0.9_False_1_True,0.8896405934554528
CastMetal1_512_TRUE_auto_0.9,CastMetal1_512_1.0_auto_1.0_True_1_True,0.5018445349027368
CastMetal1_512_TRUE_auto_0.9,CastMetal1_512_1.0_auto_1.0_False_None_True,0.8917430479305983
CastMetal1_512_TRUE_auto_0.9,CastMetal1_512_1.0_auto_1.0_False_1_False,0.8981241197293528
CastMetal1_512_TRUE_auto_0.8,CastMetal1_512_1.0_auto_1.0_False_1_True,0.8725930031999082
CastMetal1_512_TRUE_auto_0.8,CastMetal1_256_1.0_auto_1.0_False_1_True,0.8707141230552944
CastMetal1_512_TRUE_auto_0.8,CastMetal1_512_0.9_auto_1.0_False_1_True,0.8664047350817071
CastMetal1_512_TRUE_auto_0.8,CastMetal1_512_0.8_auto_1.0_False_1_True,0.8424506662520885
CastMetal1_512_TRUE_auto_0.8,CastMetal1_512_0.9_auto_0.9_False_1_True,0.8668891609876271
CastMetal1_512_TRUE_auto_0.8,CastMetal1_512_0.9_auto_1.0_True_1_True,0.4957979380844478
CastMetal1_512_TRUE_auto_0.8,CastMetal1_512_0.9_auto_1.0_False_None_True,0.8643870857659592
CastMetal1_512_TRUE_auto_0.8,CastMetal1_512_0.9_auto_1.0_False_1_False,0.8645868366767556
CastMetal1_512_TRUE_auto_0.8,CastMetal1_256_0.9_auto_1.0_False_1_True,0.8605515380452595
CastMetal1_512_TRUE_auto_0.8,CastMetal1_512_1.0_auto_0.9_False_1_True,0.8705753538841603
CastMetal1_512_TRUE_auto_0.8,CastMetal1_512_1.0_auto_1.0_True_1_True,0.48817537471161754
CastMetal1_512_TRUE_auto_0.8,CastMetal1_512_1.0_auto_1.0_False_None_True,0.8726606632853867
CastMetal1_512_TRUE_auto_0.8,CastMetal1_512_1.0_auto_1.0_False_1_False,0.8789911495748988
CostaMadre1_512_TRUE_auto_def,CostaMadre1_100_auto_auto_1.0_False_None_False,0.8316573312201802
CostaMadre1_512_TRUE_auto_def,CostaMadre1_128_auto_auto_1.0_False_None_False,0.8212440266496257
CostaMadre1_512_TRUE_auto_def,CostaMadre1_64_auto_auto_1.0_False_None_False,0.829619796843977
CostaMadre1_512_TRUE_auto_def,CostaMadre1_32_auto_auto_1.0_False_None_False,0.8151122306750651
CostaMadre1_512_TRUE_auto_def,CostaMadre1_64_0.9_auto_1.0_False_None_False,0.842238955678093
CostaMadre1_512_TRUE_auto_def,CostaMadre1_64_1.0_auto_1.0_False_None_False,0.8598985279536232
CostaMadre1_512_TRUE_auto_def,CostaMadre1_64_1.0_auto_0.9_False_None_False,0.8818860746637498
CostaMadre1_512_TRUE_auto_def,CostaMadre1_64_1.0_auto_0.8_False_None_False,0.8756259718934376
CostaMadre1_512_TRUE_auto_def,CostaMadre1_64_1.0_auto_0.7_False_None_False,0.8749253068486434
CostaMadre1_512_TRUE_auto_def,CostaMadre1_64_1.0_auto_0.8_True_None_False,0.4069855806984321
CostaMadre1_512_TRUE_auto_def,CostaMadre1_64_1.0_auto_0.8_False_1_False,0.8317961910869022
CostaMadre1_512_TRUE_auto_def,CostaMadre1_64_1.0_auto_0.8_False_None_True,0.8319408798559045
CostaMadre1_512_TRUE_auto_def,CostaMadre1_100_1.0_auto_0.8_False_None_False,0.8828025676339634
CostaMadre1_512_TRUE_auto_def,CostaMadre1_128_1.0_auto_0.8_False_None_False,0.9002529718718684
CostaMadre1_512_TRUE_auto_def,CostaMadre1_256_1.0_auto_0.8_False_None_False,0.900525406044177
CostaMadre1_512_TRUE_auto_def,CostaMadre1_512_1.0_auto_0.8_False_None_False,0.8827899803059337
CostaMadre1_512_TRUE_auto_def,CostaMadre1_256_0.9_auto_0.8_False_None_False,0.8331516078005545
CostaMadre1_512_TRUE_auto_def,CostaMadre1_256_1.0_auto_0.9_False_None_False,0.9019923983380396
CostaMadre1_512_TRUE_auto_def,CostaMadre1_256_1.0_auto_1.0_False_None_False,0.9222960321568036
CostaMadre1_512_TRUE_auto_def,CostaMadre1_256_1.0_auto_1.0_True_None_False,0.4625645832181721
CostaMadre1_512_TRUE_auto_def,CostaMadre1_256_1.0_auto_1.0_False_1_False,0.9030427168400291
CostaMadre1_512_TRUE_auto_def,CostaMadre1_256_1.0_auto_1.0_False_None_True,0.8781876909570608
CostaMadre1_512_TRUE_auto_def,CostaMadre1_512_1.0_auto_1.0_False_None_False,0.9215641725475318
CostaMadre1_512_TRUE_auto_def,CostaMadre1_512_0.9_auto_1.0_False_None_False,0.8626150293978211
CostaMadre1_512_TRUE_auto_def,CostaMadre1_512_1.0_auto_0.9_False_None_False,0.8998984024524757
CostaMadre1_512_TRUE_auto_def,CostaMadre1_512_1.0_auto_0.9_True_None_False,0.45382069811950776
CostaMadre1_512_TRUE_auto_def,CostaMadre1_512_1.0_auto_0.9_False_1_False,0.9196892924548259
CostaMadre1_512_TRUE_auto_def,CostaMadre1_512_1.0_auto_0.9_False_None_True,0.9069231855645117
CostaMadre1_512_TRUE_auto_def,CostaMadre1_256_1.0_auto_0.9_False_None_True,0.8935706217155939
CostaMadre1_512_TRUE_auto_def,CostaMadre1_512_0.9_auto_0.9_False_None_True,0.8369304954264998
CostaMadre1_512_TRUE_auto_def,CostaMadre1_512_1.0_auto_1.0_False_None_True,0.9024697006251509
CostaMadre1_512_TRUE_auto_def,CostaMadre1_512_1.0_auto_0.8_False_None_True,0.8849331689731186
CostaMadre1_512_TRUE_auto_def,CostaMadre1_512_1.0_auto_0.9_True_None_True,0.45055175892708815
CostaMadre1_512_TRUE_auto_def,CostaMadre1_512_1.0_auto_0.9_False_1_True,0.9100166992935149
CostaMadre1_512_TRUE_auto_def,CostaMadre1_256_1.0_auto_0.9_False_1_False,0.9057090875847689
CostaMadre1_512_TRUE_auto_def,CostaMadre1_512_0.9_auto_0.9_False_1_False,0.864271173083343
CostaMadre1_512_TRUE_auto_def,CostaMadre1_512_1.0_auto_1.0_False_1_False,0.9024082115698729
CostaMadre1_512_TRUE_auto_def,CostaMadre1_512_1.0_auto_0.8_False_1_False,0.9025526984106604
CostaMadre1_512_TRUE_auto_def,CostaMadre1_512_1.0_auto_0.9_True_1_False,0.4549898867887655
CostaMadre1_256_TRUE_auto_def,CostaMadre1_512_1.0_auto_0.9_False_1_False,0.8997558647276697
CostaMadre1_256_TRUE_auto_def,CostaMadre1_256_1.0_auto_0.9_False_1_False,0.8858763210013163
CostaMadre1_256_TRUE_auto_def,CostaMadre1_512_0.9_auto_0.9_False_1_False,0.8370614136747327
CostaMadre1_256_TRUE_auto_def,CostaMadre1_512_1.0_auto_1.0_False_1_False,0.8748152089772933
CostaMadre1_256_TRUE_auto_def,CostaMadre1_512_1.0_auto_0.8_False_1_False,0.8787614912205742
CostaMadre1_256_TRUE_auto_def,CostaMadre1_512_1.0_auto_0.9_True_1_False,0.43413929117144284
CostaMadre1_256_TRUE_auto_def,CostaMadre1_512_1.0_auto_0.9_False_None_False,0.8722456199218714
CostaMadre1_256_TRUE_auto_def,CostaMadre1_512_1.0_auto_0.9_False_1_True,0.8863193802235944
CostaMadre1_512_FALSE_auto_def,CostaMadre1_512_1.0_auto_0.9_False_1_False,0.8533421875724558
CostaMadre1_512_FALSE_auto_def,CostaMadre1_256_1.0_auto_0.9_False_1_False,0.8539990277999167
CostaMadre1_512_FALSE_auto_def,CostaMadre1_128_1.0_auto_0.9_False_1_False,0.8374222439994279
CostaMadre1_512_FALSE_auto_def,CostaMadre1_256_0.9_auto_0.9_False_1_False,0.8506145236033362
CostaMadre1_512_FALSE_auto_def,CostaMadre1_256_1.0_auto_1.0_False_1_False,0.8438371032882976
CostaMadre1_512_FALSE_auto_def,CostaMadre1_256_1.0_auto_0.8_False_1_False,0.8468690291103165
CostaMadre1_512_FALSE_auto_def,CostaMadre1_256_1.0_auto_0.9_True_1_False,0.508289631885192
CostaMadre1_512_FALSE_auto_def,CostaMadre1_256_1.0_auto_0.9_False_None_False,0.8676016324277768
CostaMadre1_512_FALSE_auto_def,CostaMadre1_256_1.0_auto_0.9_False_None_True,0.8541744018813165
CostaMadre1_512_FALSE_auto_def,CostaMadre1_512_1.0_auto_0.9_False_None_False,0.8509104981349402
CostaMadre1_512_FALSE_auto_def,CostaMadre1_128_1.0_auto_0.9_False_None_False,0.8565748180516154
CostaMadre1_512_FALSE_auto_def,CostaMadre1_256_0.9_auto_0.9_False_None_False,0.863980895136948
CostaMadre1_512_FALSE_auto_def,CostaMadre1_256_auto_auto_0.9_False_None_False,0.8639984322762977
CostaMadre1_512_FALSE_auto_def,CostaMadre1_256_0.9_auto_1.0_False_None_False,0.8516789044366181
CostaMadre1_512_FALSE_auto_def,CostaMadre1_256_0.9_auto_0.8_False_None_False,0.862829179345068
CostaMadre1_512_FALSE_auto_def,CostaMadre1_256_0.9_auto_0.7_False_None_False,0.8518464441490455
CostaMadre1_512_FALSE_auto_def,CostaMadre1_256_0.9_auto_0.8_True_None_False,0.48887351048707517
CostaMadre1_512_FALSE_auto_def,CostaMadre1_256_0.9_auto_0.8_False_1_False,0.8379835781214671
CostaMadre1_512_FALSE_auto_def,CostaMadre1_256_0.9_auto_0.8_False_None_True,0.8374725763123751
CostaMadre1_512_FALSE_auto_def,CostaMadre1_512_0.9_auto_0.8_False_None_False,0.8624030838495493
CostaMadre1_512_FALSE_auto_def,CostaMadre1_128_0.9_auto_0.8_False_None_False,0.8462932325372593
CostaMadre1_512_FALSE_auto_def,CostaMadre1_256_1.0_auto_0.8_False_None_False,0.8512136402492142
CostaMadre1_512_FALSE_auto_def,CostaMadre1_256_auto_auto_0.8_False_None_False,0.8432310707221282
CostaMadre1_512_FALSE_auto_def,CostaMadre1_256_0.9_auto_0.9_True_None_False,0.48649955466689065
