Mat,R,ARI
KnuggetChase3_0.1_1_auto_auto_0_0.0001_0.0001_1000,KnuggetChase3_radial_3_scale_0_0.001_0.5_TRUE_200_0.1,-0.00828612062251358
KnuggetChase3_LOF_1_auto_auto_0_0.0001_0.0001_1000,KnuggetChase3_radial_3_scale_0_0.001_0.5_TRUE_200_0.1,0.015811509270095198
KnuggetChase3_IF_1_auto_auto_0_0.0001_0.0001_1000,KnuggetChase3_radial_3_scale_0_0.001_0.5_TRUE_200_0.1,0.004392754863803527
KnuggetChase3_0.15_1_auto_auto_0_0.0001_0.0001_1000,KnuggetChase3_radial_3_scale_0_0.001_0.5_TRUE_200_0.1,0.00557097313146032
KnuggetChase3_0.2_1_auto_auto_0_0.0001_0.0001_1000,KnuggetChase3_radial_3_scale_0_0.001_0.5_TRUE_200_0.1,-0.011193432221850994
KnuggetChase3_0.15_1_auto_auto_0_0.0001_0.0001_1000,KnuggetChase3_sigmoid_3_scale_0_0.001_0.5_TRUE_200_0.1,0.04005444755419021
KnuggetChase3_0.2_1_auto_auto_0_0.0001_0.0001_1000,KnuggetChase3_sigmoid_3_scale_0_0.001_0.5_TRUE_200_0.1,-0.028513237730952757
KnuggetChase3_IF_1_auto_auto_0_0.0001_0.0001_1000,KnuggetChase3_sigmoid_3_scale_0_0.001_0.5_TRUE_200_0.1,0.020016407898206502
