Filename,DefaultARI,DefaultF1,UninformedARI,UninformedF1,InformedARI,InformedF1
pima,0.0013955678472602003,0.15246376811594203,0.8852828950570821,0.14248366013071895,0.8506181480418525,0.23884057971014486
satellite,0.002330335168887742,0.14565136244867485,0.8553300954806629,0.46898096304591264,0.8553300954806629,0.46898096304591264
satimage-2,-0.0003797814426062156,0.02150537634408598,0.8615614941460532,0.2154798761609907,0.8745931556649179,0.21640866873065018
thoracic_surgery,-0.0024308527518129516,0.1196581196581196,0.9469965232836133,0.13877551020408158,0.09925673013647066,0.19319727891156457
thyroid,0.842030199081171,0.21106382978723398,0.8507422310442022,0.3012765957446808,0.8507422310442022,0.3012765957446808
vertebral,0.009020316565572518,0.11481481481481477,0.7996901407611978,0.0074074074074074,0.017653911146420516,0.11481481481481479
visualizing_livestock,0.015219169211055058,0.16913229018492176,0.06878973166585126,0.15909090909090903,0.015219169211055058,0.16913229018492176
vowels,0.060360730118936654,0.1214285714285714,0.6835221391743509,0.14253731343283577,0.6835221391743509,0.14253731343283577
wbc,0.9231896044271072,0.4983050847457626,0.9496614584812224,0.5084745762711865,0.9496614584812224,0.5084745762711865
wine,-0.007932402409437739,0.09565217391304345,0.9485262571325361,0.5555555555555556,0.9820121214782934,0.7692307692307693
