Filename,ntrees,standardize_data,sample_size,ncols_per_tree,Parameter_Iteration,F1_Median,F1_Range,ARI_Median
KnuggetChase3,512,True,0.6,def,0,0.36977401129943505,0.008403361344537782,0.9747369462530416
KnuggetChase3,512,True,0.7,def,0,0.36853107344632774,0.006315789473684223,0.9857007688661765
KnuggetChase3,512,True,0.8,def,0,0.3657627118644068,0.006315789473684223,0.9767912219446564
KnuggetChase3,512,True,0.9,def,0,0.2877717033138608,0.03809277014770654,0.9480130762879003
KnuggetChase3,512,True,auto,0.1,0,0.3272727272727272,0.0,1.0
KnuggetChase3,512,True,auto,0.2,0,0.29701298701298706,0.0,0.9876774835344153
KnuggetChase3,512,True,auto,0.3,0,0.28932850517756176,0.006864988558352447,0.9795257867405809
KnuggetChase3,512,True,auto,0.4,0,0.2545454545454545,0.0,1.0
KnuggetChase3,512,True,auto,0.5,0,0.27669071669071665,0.0552975199369031,0.9647607740897942
KnuggetChase3,512,True,auto,0.6,0,0.2597484276729559,0.0,0.9925173839458997
KnuggetChase3,512,True,auto,0.7,0,0.263172606568833,0.0,0.9866975714593772
KnuggetChase3,512,True,auto,0.8,0,0.2592592592592592,0.0,1.0
KnuggetChase3,512,True,auto,0.9,0,0.2607267645003494,0.00702576112412185,0.9825405625404326
KnuggetChase3,512,True,auto,1,0,0.2592592592592592,0.0,1.0
KungChi3,2,True,auto,def,0,0.3394377745825514,0.026081620128873776,0.23465945636308977
KungChi3,4,True,auto,def,0,0.3413684628161418,0.08069458631256382,0.39287721703897877
KungChi3,8,True,auto,def,0,0.36580561431031683,0.09270766018790064,0.5545502000902994
KungChi3,16,True,auto,def,0,0.37079307271497935,0.08384677203321719,0.7000474861245946
KungChi3,32,True,auto,def,0,0.3589489644578633,0.06490708322111499,0.7803814750567621
KungChi3,64,True,auto,def,0,0.32775656814449916,0.08960104643557884,0.9065855718090947
KungChi3,100,True,auto,def,0,0.33546798029556657,0.016949152542372944,0.9652652974674442
KungChi3,128,True,auto,def,0,0.3402298850574713,0.016949152542372944,0.972595639464194
KungChi3,256,True,auto,def,0,0.34482758620689663,0.0,1.0
KungChi3,512,True,auto,def,0,0.34482758620689663,0.0,1.0
KungChi3,512,False,auto,def,0,0.36363636363636365,0.0,1.0
KungChi3,512,True,0.1,def,0,0.33599023617891544,0.023366935516794828,0.9474280437419591
KungChi3,512,True,0.2,def,0,0.375,0.0,1.0
KungChi3,512,True,0.3,def,0,0.42657807308970097,0.0,0.9871339467090845
KungChi3,512,True,0.4,def,0,0.42105263157894746,0.0,1.0
KungChi3,512,True,0.5,def,0,0.44974184268301914,0.01060070671378082,0.9326399973317266
KungChi3,512,True,0.6,def,0,0.4242424242424242,0.0,1.0
KungChi3,512,True,0.7,def,0,0.4324596774193548,0.0,0.990589003838768
KungChi3,512,True,0.8,def,0,0.4502016129032257,0.0,0.990589003838768
KungChi3,512,True,0.9,def,0,0.4324596774193548,0.0,0.990589003838768
KungChi3,512,True,auto,0.1,0,0.34482758620689663,0.0,1.0
KungChi3,512,True,auto,0.2,0,0.34482758620689663,0.0,1.0
KungChi3,512,True,auto,0.3,0,0.34482758620689663,0.0,1.0
KungChi3,512,True,auto,0.4,0,0.3460591133004926,0.0,0.9891760829610626
KungChi3,512,True,auto,0.5,0,0.39483870967741935,0.016393442622950723,0.973837619515077
KungChi3,512,True,auto,0.6,0,0.35221674876847286,0.017543859649122705,0.9711362212295005
KungChi3,512,True,auto,0.7,0,0.36571428571428566,0.0,0.9628507336635919
KungChi3,512,True,auto,0.8,0,0.39994120451295084,0.01694915254237292,0.9510629633245495
KungChi3,512,True,auto,0.9,0,0.3472906403940887,0.0,0.9807574808196671
KungChi3,512,True,auto,1,0,0.34482758620689663,0.0,1.0
MeanWhile1,2,True,auto,def,0,0.23475339885940533,0.13758253604635504,0.28501435306677086
MeanWhile1,4,True,auto,def,0,0.22489610231232304,0.1595639246778991,0.5145977934881799
MeanWhile1,8,True,auto,def,0,0.2585056928374098,0.10905680263585071,0.5648186646354547
MeanWhile1,16,True,auto,def,0,0.2559173180116918,0.11115257821732918,0.7125323453935554
MeanWhile1,32,True,auto,def,0,0.2577213860554692,0.07912290986641962,0.80683355727151
MeanWhile1,64,True,auto,def,0,0.25630850811538936,0.05740181268882175,0.9032093605090238
MeanWhile1,100,True,auto,def,0,0.26435299809328666,0.009523809523809506,0.9631765001000077
MeanWhile1,128,True,auto,def,0,0.2624615384615384,0.0,0.9699178115230905
MeanWhile1,256,True,auto,def,0,0.2268808374413595,0.06799218888691645,0.9589247439859417
MeanWhile1,512,True,auto,def,0,0.2323937575030012,0.13150097067538574,0.9708432735965746
MeanWhile1,512,False,auto,def,0,0.29581856298837433,0.0161990289176299,0.9722761639841211
MeanWhile1,512,True,0.1,def,0,0.32120796156485926,0.00534759358288766,0.9911312507992304
MeanWhile1,512,True,0.2,def,0,0.3760523953062261,0.021505376344086002,0.9730389244546005
MeanWhile1,512,True,0.3,def,0,0.3535137611176852,0.012871367279203466,0.9669867463570928
MeanWhile1,512,True,0.4,def,0,0.3384615384615385,0.0,1.0
MeanWhile1,512,True,0.5,def,0,0.28109282401735225,0.09517264533999228,0.9520722192169232
MeanWhile1,512,True,0.6,def,0,0.2636617749825297,0.0,0.9948278571531219
MeanWhile1,512,True,0.7,def,0,0.2745098039215686,0.0,1.0
MeanWhile1,512,True,0.8,def,0,0.24208144796380088,0.0,0.9902931098903329
MeanWhile1,512,True,0.9,def,0,0.2745098039215686,0.0,1.0
MeanWhile1,512,True,auto,0.1,0,0.2542553191489361,0.0,0.9889486400631297
MeanWhile1,512,True,auto,0.2,0,0.23958703481392551,0.017494611258709675,0.9651799154084661
MeanWhile1,512,True,auto,0.3,0,0.2424489795918367,0.010101010101009994,0.9786580209771927
MeanWhile1,512,True,auto,0.4,0,0.21549066435084668,0.06175203446625177,0.9637457160409062
MeanWhile1,512,True,auto,0.5,0,0.24489795918367338,0.0,1.0
MeanWhile1,512,True,auto,0.6,0,0.2745098039215686,0.0,1.0
MeanWhile1,512,True,auto,0.7,0,0.23138297872340424,0.08045977011494253,0.9827322500986403
MeanWhile1,512,True,auto,0.8,0,0.25,0.0,1.0
MeanWhile1,512,True,auto,0.9,0,0.27670588235294113,0.009900990099009807,0.9850032315624628
MeanWhile1,512,True,auto,1,0,0.2253509403761504,0.0808823529411765,0.9733312648033464
MegaWatt1,2,True,auto,def,0,0.2651132824599208,0.14019618200879333,0.2893618141041714
MegaWatt1,4,True,auto,def,0,0.24443389783803324,0.2022785228127466,0.46531528210740414
MegaWatt1,8,True,auto,def,0,0.24046062991744513,0.0712928131926389,0.5862373560410411
MegaWatt1,16,True,auto,def,0,0.26372434875066453,0.0728357129947586,0.698334990566804
MegaWatt1,32,True,auto,def,0,0.24955483245929946,0.07174867455603326,0.8316823027207663
MegaWatt1,64,True,auto,def,0,0.24724475953903574,0.10057399550786122,0.8922181925050721
MegaWatt1,100,True,auto,def,0,0.26829448760636326,0.01923076923076918,0.9621265331936657
MegaWatt1,128,True,auto,def,0,0.2611432880844645,0.04244229337304545,0.9494388414211389
MegaWatt1,256,True,auto,def,0,0.21827659574468078,0.05630069873905719,0.966406722099572
MegaWatt1,512,True,auto,def,0,0.2428875550220088,0.14715719063545152,0.9690167686487129
MegaWatt1,512,False,auto,def,0,0.2968756749888825,0.0,0.9744650508407638
MegaWatt1,512,True,0.1,def,0,0.32052908000358094,0.004016064257028061,0.9889228546603944
MegaWatt1,512,True,0.2,def,0,0.37539828592460167,0.021505376344086002,0.9770224073556365
MegaWatt1,512,True,0.3,def,0,0.35146641654715094,0.0054644808743169555,0.9618336638922039
MegaWatt1,512,True,0.4,def,0,0.3384615384615385,0.0,1.0
MegaWatt1,512,True,0.5,def,0,0.27815391107843934,0.05752753977968187,0.9546109052672976
MegaWatt1,512,True,0.6,def,0,0.26366177498252974,0.0,0.9948278571531219
MegaWatt1,512,True,0.7,def,0,0.2745098039215686,0.0,1.0
MegaWatt1,512,True,0.8,def,0,0.24117647058823527,0.0,0.980673150030648
MegaWatt1,512,True,0.9,def,0,0.2745098039215686,0.0,1.0
MegaWatt1,512,True,auto,0.1,0,0.2553191489361702,0.0,1.0
MegaWatt1,512,True,auto,0.2,0,0.23721488595438173,0.0,0.9797761247133139
MegaWatt1,512,True,auto,0.3,0,0.24146938775510202,0.007594936708860679,0.9864599324531776
MegaWatt1,512,True,auto,0.4,0,0.21914712693588068,0.08067542213883676,0.9526782655165349
MegaWatt1,512,True,auto,0.5,0,0.24489795918367338,0.0,1.0
MegaWatt1,512,True,auto,0.6,0,0.2745098039215686,0.0,1.0
MegaWatt1,512,True,auto,0.7,0,0.2276595744680851,0.08045977011494253,0.9834229600946947
MegaWatt1,512,True,auto,0.8,0,0.25,0.0,1.0
MegaWatt1,512,True,auto,0.9,0,0.276156862745098,0.007444168734491271,0.986877827617155
MegaWatt1,512,True,auto,1,0,0.2395774309723889,0.11028674553839987,0.9733885044771433
PieChart1,2,True,auto,def,0,0.18980159539712668,0.22369958972991946,0.3625965462812363
PieChart1,4,True,auto,def,0,0.1726503087037353,0.23371669055645383,0.4884669091308692
PieChart1,8,True,auto,def,0,0.16399246201655768,0.21957093048822623,0.643016971130821
PieChart1,16,True,auto,def,0,0.18692174999533767,0.10332664355652876,0.7637179257214916
PieChart1,32,True,auto,def,0,0.15611353445327972,0.0613654234043281,0.8293058106806648
PieChart1,64,True,auto,def,0,0.1658590036679924,0.06802344499427403,0.9007238929401697
PieChart1,100,True,auto,def,0,0.17238792418567694,0.005586592178771151,0.9595495823662986
PieChart1,128,True,auto,def,0,0.1673701828758008,0.06110283159463485,0.9570779004612796
PieChart1,256,True,auto,def,0,0.1848527253021635,0.04465629703963895,0.9749302321694341
PieChart1,512,True,auto,def,0,0.1997802197802198,0.0,0.9961587363411084
PieChart1,512,False,auto,def,0,0.24096969696969692,0.0050251256281406784,0.9918402095724902
PieChart1,512,True,0.1,def,0,0.2759488767731318,0.0030030030030031,0.9935351758927251
PieChart1,512,True,0.2,def,0,0.2846410414372032,0.018345189067764795,0.9898761660565077
PieChart1,512,True,0.3,def,0,0.2923219205037387,0.020242914979757127,0.9831239656562398
PieChart1,512,True,0.4,def,0,0.29160459969928115,0.0042918454935622465,0.9914026990339342
PieChart1,512,True,0.5,def,0,0.2808397683397683,0.02068965517241375,0.9874882838717816
PieChart1,512,True,0.6,def,0,0.24000000000000005,0.0,1.0
PieChart1,512,True,0.7,def,0,0.24145454545454542,0.0050251256281406784,0.9918402095724902
PieChart1,512,True,0.8,def,0,0.23133771929824554,0.0,0.9966438121660373
PieChart1,512,True,0.9,def,0,0.217391304347826,0.0,1.0
PieChart1,512,True,auto,0.1,0,0.217391304347826,0.0,1.0
PieChart1,512,True,auto,0.2,0,0.21381486676016825,0.00405953991880909,0.987874615176891
PieChart1,512,True,auto,0.3,0,0.232076801045166,0.003973509933774875,0.9886173958169198
PieChart1,512,True,auto,0.4,0,0.1863635398418007,0.053376205787781406,0.9807363737366477
PieChart1,512,True,auto,0.5,0,0.18743468765940674,0.04774362328319162,0.9719279809524599
PieChart1,512,True,auto,0.6,0,0.1789898989898989,0.008450704225352247,0.9812628338376617
PieChart1,512,True,auto,0.7,0,0.18181818181818182,0.0,1.0
PieChart1,512,True,auto,0.8,0,0.20020429009193047,0.0,0.9959147373603756
PieChart1,512,True,auto,0.9,0,0.1911338100102145,0.04761904761904771,0.9781259593284165
PieChart1,512,True,auto,1,0,0.19824175824175824,0.0,0.9872909934483357
PieChart2,2,True,auto,def,0,0.09416807310912567,0.2228666114333058,0.39456914256478515
PieChart2,4,True,auto,def,0,0.0963015828928677,0.1375227282806336,0.610558989423377
PieChart2,8,True,auto,def,0,0.07939661701405037,0.08749195451619807,0.6917246119579559
PieChart2,16,True,auto,def,0,0.09299554415775586,0.04937361827560765,0.7355930204127346
PieChart2,32,True,auto,def,0,0.09597050944877027,0.09931150780308412,0.8323807966425283
PieChart2,64,True,auto,def,0,0.09527908783722734,0.04761904761904771,0.9140931818551806
PieChart2,100,True,auto,def,0,0.10032796660703633,0.01265822784810095,0.9538817623200159
PieChart2,128,True,auto,def,0,0.09929241490217097,0.00923076923076959,0.9785577389141364
PieChart2,256,True,auto,def,0,0.09854819976771191,0.012345679012346188,0.9831620889377656
PieChart2,512,True,auto,def,0,0.09154334038054965,0.008645533141210098,0.9905274712540856
PieChart2,512,False,auto,def,0,0.11111111111111098,0.0,1.0
PieChart2,512,True,0.1,def,0,0.14695902284247586,0.007114911600112087,0.9847036166155275
PieChart2,512,True,0.2,def,0,0.10437617527554721,0.10263687843807343,0.979569616551829
PieChart2,512,True,0.3,def,0,0.08451039570757879,0.0,0.99545739662666
PieChart2,512,True,0.4,def,0,0.09092161569773509,0.011364288584055662,0.9842277175563516
PieChart2,512,True,0.5,def,0,0.09375,0.0,1.0
PieChart2,512,True,0.6,def,0,0.08358104858104855,0.15237728180512242,0.9694701875615086
PieChart2,512,True,0.7,def,0,0.08334057027066143,0.0,0.9810642021968671
PieChart2,512,True,0.8,def,0,0.08351787523520043,0.0,0.9900923532939113
PieChart2,512,True,0.9,def,0,0.08870443566095733,0.0,0.9789717029285369
PieChart2,512,True,auto,0.1,0,0.09284137051578906,0.0,0.9666599938800908
PieChart2,512,True,auto,0.2,0,0.0952380952380952,0.0,1.0
PieChart2,512,True,auto,0.3,0,0.09112050739957715,0.0,0.988847065671574
PieChart2,512,True,auto,0.4,0,0.0930232558139534,0.0,1.0
PieChart2,512,True,auto,0.5,0,0.10001250781738584,0.0,0.9908264858482843
PieChart2,512,True,auto,0.6,0,0.09879210220673632,0.012345679012346188,0.9836639603663977
PieChart2,512,True,auto,0.7,0,0.09281183932346716,0.0,0.9959403448231796
PieChart2,512,True,auto,0.8,0,0.09217758985200841,0.011494252873562826,0.9891742528618119
PieChart2,512,True,auto,0.9,0,0.09692056289333653,0.021333731165149993,0.9705098378254592
PieChart2,512,True,auto,1,0,0.09281183932346716,0.0,0.9959403448231795
PieChart3,2,True,auto,def,0,0.11905917012793879,0.4043768103403275,0.4800584165230877
PieChart3,4,True,auto,def,0,0.10074070954208558,0.15600099087568645,0.6721602122349913
PieChart3,8,True,auto,def,0,0.07974026922303902,0.11191104078352966,0.7711848587358664
PieChart3,16,True,auto,def,0,0.0691765050326995,0.1165808693209516,0.8052783317350003
PieChart3,32,True,auto,def,0,0.07321663625174919,0.17085806543991455,0.8802596031600995
PieChart3,64,True,auto,def,0,0.062006349154850995,0.15127819548872168,0.9315088781943568
PieChart3,100,True,auto,def,0,0.0594697185113637,0.15232908581399018,0.937254634391131
PieChart3,128,True,auto,def,0,0.057248927445399445,0.009612868202560937,0.9546084903811928
PieChart3,256,True,auto,def,0,0.06988984088127294,0.0021881838074397355,0.9930947821915151
PieChart3,512,True,auto,def,0,0.07850733861460178,0.0028818443804031306,0.9873322117641168
PieChart3,512,False,auto,def,0,0.06996762521424486,0.0,0.9953872124653514
PieChart3,512,True,0.1,def,0,0.22039767920847683,0.011254368660340932,0.9856564133187108
PieChart3,512,True,0.2,def,0,0.1581395348837209,0.0,1.0
PieChart3,512,True,0.3,def,0,0.1359886336727444,0.0,0.9982913356334805
PieChart3,512,True,0.4,def,0,0.12801508465261238,0.028537538710344278,0.9888488280704392
PieChart3,512,True,0.5,def,0,0.11440707992526984,0.0025974025974028103,0.9858945656665875
PieChart3,512,True,0.6,def,0,0.10172213588062114,0.05128384556173382,0.9879239907868018
PieChart3,512,True,0.7,def,0,0.0989010989010989,0.0,1.0
PieChart3,512,True,0.8,def,0,0.08176091422701588,0.002138275124732513,0.9925887988193703
PieChart3,512,True,0.9,def,0,0.0697674418604651,0.0,1.0
PieChart3,512,True,auto,0.1,0,0.07721174363752388,0.05244755244755238,0.9838953550640374
PieChart3,512,True,auto,0.2,0,0.09022779519331241,0.002135231316725873,0.992429984330244
PieChart3,512,True,auto,0.3,0,0.07371045113281502,0.07120743034055724,0.9875609128672601
PieChart3,512,True,auto,0.4,0,0.07022842336057401,0.0028818443804030157,0.9897048480631759
PieChart3,512,True,auto,0.5,0,0.06070311437508493,0.0,0.9917961802094934
PieChart3,512,True,auto,0.6,0,0.07966958851532692,0.0028818443804031306,0.9905188189341203
PieChart3,512,True,auto,0.7,0,0.08111305282968137,0.0028985507246381387,0.992291620872376
PieChart3,512,True,auto,0.8,0,0.058343533251733914,0.0029154518950431784,0.9921083225045888
PieChart3,512,True,auto,0.9,0,0.06871385028919767,0.0,0.991712895284908
PieChart3,512,True,auto,1,0,0.07757763140207012,0.05452156776877568,0.9932551682633287
PizzaCutter1,2,True,auto,def,0,0.23795405774292439,0.12899471763238005,0.39800207401583254
PizzaCutter1,4,True,auto,def,0,0.22459183440008954,0.351792236505008,0.5089532130383209
PizzaCutter1,8,True,auto,def,0,0.2314789241037995,0.0511029878029335,0.6913751409117055
PizzaCutter1,16,True,auto,def,0,0.22018298854836207,0.18836827225070105,0.7581890242338836
PizzaCutter1,32,True,auto,def,0,0.2262660922046383,0.04390740077982257,0.8385571663234312
PizzaCutter1,64,True,auto,def,0,0.23112390929901477,0.04135032794218641,0.9230622901699878
PizzaCutter1,100,True,auto,def,0,0.23904536986107172,0.010673250051046126,0.9593799434434642
PizzaCutter1,128,True,auto,def,0,0.2454155374887082,0.006134969325153471,0.9830401698339386
PizzaCutter1,256,True,auto,def,0,0.23868482058314555,0.006060606060606111,0.9843403673280041
PizzaCutter1,512,True,auto,def,0,0.24934021801491676,0.04164289788933272,0.9902367934786063
PizzaCutter1,512,False,auto,def,0,0.27339597600467164,0.029023746701847042,0.9785097419666067
PizzaCutter1,512,True,0.1,def,0,0.2555936632369753,0.003194888178913587,0.9932919530666614
PizzaCutter1,512,True,0.2,def,0,0.30231111111111103,0.0029910269192423766,0.9862786340804351
PizzaCutter1,512,True,0.3,def,0,0.30088966886242147,0.0,0.9923012988450477
PizzaCutter1,512,True,0.4,def,0,0.27264420331239286,0.00366300366300371,0.9941827340143299
PizzaCutter1,512,True,0.5,def,0,0.2736842105263158,0.0,1.0
PizzaCutter1,512,True,0.6,def,0,0.2793020987609724,0.005347593582887535,0.9903580254003417
PizzaCutter1,512,True,0.7,def,0,0.2826086956521739,0.0,1.0
PizzaCutter1,512,True,0.8,def,0,0.2954545454545454,0.0,1.0
PizzaCutter1,512,True,0.9,def,0,0.29885057471264365,0.0,1.0
PizzaCutter1,512,True,auto,0.1,0,0.21793165694135422,0.006060606060606181,0.9858909161317525
PizzaCutter1,512,True,auto,0.2,0,0.2195121951219512,0.0,1.0
PizzaCutter1,512,True,auto,0.3,0,0.2347534362582242,0.0043795620437956356,0.9883320358776843
PizzaCutter1,512,True,auto,0.4,0,0.2803081232492997,0.0,0.996435070046224
PizzaCutter1,512,True,auto,0.5,0,0.21924772259770786,0.0,0.9962361262420795
PizzaCutter1,512,True,auto,0.6,0,0.2087684432399879,0.05270758122743693,0.9852568294525396
PizzaCutter1,512,True,auto,0.7,0,0.24091278004002067,0.0,0.9925763884886345
PizzaCutter1,512,True,auto,0.8,0,0.22005420054200542,0.0,0.9931136102106026
PizzaCutter1,512,True,auto,0.9,0,0.24903737104597937,0.08805790108564544,0.9715171579865136
PizzaCutter1,512,True,auto,1,0,0.24504988595496968,0.04164289788933272,0.983557179890035
PizzaCutter3,2,True,auto,def,0,0.12317280440632876,0.13025462277831326,0.4257755977273651
PizzaCutter3,4,True,auto,def,0,0.098834945569996,0.11766412066131687,0.5831134247547132
PizzaCutter3,8,True,auto,def,0,0.09117658292525074,0.10099783906908955,0.7195739652812048
PizzaCutter3,16,True,auto,def,0,0.08912141978997626,0.06334301951462515,0.8402520056361722
PizzaCutter3,32,True,auto,def,0,0.08609647804063338,0.019757091707023573,0.8864948044731075
PizzaCutter3,64,True,auto,def,0,0.08447629263804138,0.0082611215179978,0.9526802052247102
PizzaCutter3,100,True,auto,def,0,0.08222041157980028,0.0022675736961451963,0.960710198564467
PizzaCutter3,128,True,auto,def,0,0.07965117823551995,0.07316161161203692,0.9688834364551252
PizzaCutter3,256,True,auto,def,0,0.0845418035779481,0.0030211480362538445,0.9826515559641925
PizzaCutter3,512,True,auto,def,0,0.08591388651268887,0.0029850746268657515,0.9877303748372154
PizzaCutter3,512,False,auto,def,0,0.10471236230110152,0.0,0.9974460921552546
PizzaCutter3,512,True,0.1,def,0,0.20453910693958227,0.007492697794522428,0.9865735583540646
PizzaCutter3,512,True,0.2,def,0,0.1720879123045986,0.0017889087656527702,0.9917684888765126
PizzaCutter3,512,True,0.3,def,0,0.13326530612244897,0.0,0.998220423902301
PizzaCutter3,512,True,0.4,def,0,0.11585073795600107,0.0,0.9980835219006521
PizzaCutter3,512,True,0.5,def,0,0.1105646630236794,0.006185567010309286,0.9850002173995125
PizzaCutter3,512,True,0.6,def,0,0.10158065130451341,0.0,0.9923390958593197
PizzaCutter3,512,True,0.7,def,0,0.11451135905363616,0.0,0.997494933145636
