Filename,DefaultARI,DefaultF1,UninformedARI,UninformedF1,InformedARI,InformedF1
CastMetal1,0.9911914416807883,0.20834064969271288,1.0,0.20588235294117646,0.9911914416807883,0.20834064969271288
CostaMadre1,0.9811369627719595,0.25807794649677257,0.9966446059129414,0.29851097178683383,0.9966446059129414,0.29851097178683383
KnuggetChase3,0.9928088052242288,0.2624242424242424,0.9928088052242288,0.2624242424242424,0.9928088052242288,0.2624242424242424
KungChi3,1.0,0.34482758620689663,1.0,0.34482758620689663,1.0,0.34482758620689663
MeanWhile1,0.9708432735965746,0.2323937575030012,1.0,0.25,1.0,0.2962962962962963
MegaWatt1,0.9690167686487129,0.2428875550220088,1.0,0.25,1.0,0.2962962962962963
PieChart1,0.9961587363411084,0.1997802197802198,0.9961587363411084,0.1997802197802198,0.9961587363411084,0.1997802197802198
PieChart2,0.9905274712540856,0.09154334038054968,1.0,0.11111111111111109,1.0,0.11111111111111109
PieChart3,0.9873322117641168,0.07850733861460182,0.9932551682633288,0.06964645785723887,0.9873322117641168,0.07850733861460182
PizzaCutter1,0.9902367934786063,0.24934021801491682,0.9932919530666614,0.2555936632369753,0.9932919530666614,0.2555936632369753
PizzaCutter3,0.9877303748372154,0.08591388651268891,0.9974460921552546,0.10471236230110159,0.9974460921552546,0.10471236230110159
analcatdata_apnea1,0.9834415261465731,0.1695452671919822,0.9834415261465731,0.1695452671919822,0.9834415261465731,0.1695452671919822
analcatdata_apnea2,0.9747657163585564,0.16557614239300922,0.9747657163585564,0.16557614239300922,0.9747657163585564,0.16557614239300922
analcatdata_apnea3,0.9877199561871398,0.15067783208055865,0.9877199561871398,0.15067783208055865,0.9877199561871398,0.15067783208055865
analcatdata_challenger,1.0,0.1290322580645161,1.0,0.1290322580645161,1.0,0.1290322580645161
analcatdata_chlamydia,0.9746562051646491,0.09566596194503171,0.9778293870558434,0.12932469935245142,0.9778293870558434,0.12932469935245142
analcatdata_lawsuit,1.0,0.2769230769230769,1.0,0.2769230769230769,1.0,0.2769230769230769
analcatdata_neavote,1.0,0.11111111111111112,1.0,0.11111111111111112,1.0,0.11111111111111112
annthyroid,0.9910757767896659,0.17544007203681622,0.9913970733143304,0.17559735845833108,0.9913970733143304,0.17559735845833108
appendicitis,1.0,0.2926829268292682,1.0,0.2926829268292682,1.0,0.2926829268292682
ar1,1.0,0.31999999999999995,1.0,0.31999999999999995,1.0,0.31999999999999995
ar3,1.0,0.625,1.0,0.625,1.0,0.625
ar4,1.0,0.5161290322580644,1.0,0.5161290322580644,1.0,0.5161290322580644
ar6,0.9803578001728027,0.34729064039408863,1.0,0.37037037037037035,1.0,0.37037037037037035
arsenic-female-bladder,0.9918604427310885,0.2789931350114417,1.0,0.2758620689655173,0.9918604427310885,0.2789931350114417
arsenic-female-lung,0.9839738988491538,0.56297371391711,0.9920464018848394,0.5484848484848485,0.9839738988491538,0.56297371391711
arsenic-male-bladder,0.9820566398237748,0.4683523200889136,1.0,0.43076923076923085,0.9820566398237748,0.4683523200889136
arsenic-male-lung,0.9849790316284021,0.5328673469387756,1.0,0.5098039215686275,0.9849790316284021,0.5328673469387756
backache,0.9825327469256855,0.26884779516358465,1.0,0.2631578947368421,0.9825327469256855,0.26884779516358465
breastw,0.9806779937249575,0.5684915871992674,1.0,0.9440993788819878,1.0,0.9440993788819878
cardio,0.9896672838469568,0.2778186191880882,0.9896672838469568,0.2778186191880882,0.9896672838469568,0.2778186191880882
climate-model-simulation-crashes,0.8807461661496483,0.008333333333333333,0.919192308564394,0.15345435717043113,0.919192308564394,0.15345435717043113
datatrieve,0.9782026079246131,0.31754032258064513,0.9860496690717524,0.314516129032258,0.9782026079246131,0.31754032258064513
fertility,1.0,0.13333333333333333,1.0,0.13333333333333333,1.0,0.13333333333333333
flare,0.990340496721009,0.2408146151542378,0.9905916531531207,0.24213876578318977,0.9905916531531207,0.24213876578318977
glass,1.0,0.07142857142857142,1.0,0.07142857142857142,1.0,0.07142857142857142
ionosphere,0.9822236265142648,0.5753428662331841,0.9891247114096657,0.5870653936227705,0.9891247114096657,0.5870653936227705
kc3,0.9918744769574461,0.3783227848101266,0.9945415371296842,0.33689619732785203,0.9918744769574461,0.3783227848101266
letter,0.9803901888197739,0.06526610644257703,0.9913956631785033,0.052784175585963954,0.9815287114324832,0.06639118457300275
lungcancer_GSE31210,0.9725821194971205,0.15688687782805427,0.9824235953517111,0.1934389140271493,0.9846558211791951,0.28110222514000377
lympho,0.9788284411415316,0.4707692307692307,1.0,0.4615384615384615,0.9822158905588866,0.4744615384615384
mw1,0.9830844652565022,0.23974284044418465,0.993028643570465,0.28482142857142856,0.9910554874812223,0.27822115384615387
optdigits,0.9918829355220115,0.0,0.9918829355220115,0.0,0.9918829355220115,0.0
pc1,1.0,0.1946902654867257,1.0,0.1946902654867257,1.0,0.1946902654867257
pima,0.9470201514488776,0.1475114160351895,0.9786673385304785,0.124917221266031,0.9798158067037454,0.38434435864473887
satellite,0.975889689467577,0.16068588487149732,0.9869332803310393,0.45806033233446775,0.9857887669659848,0.4471420252764243
satimage-2,0.9783021785635546,0.5990263660510858,0.9915707799907475,0.5655794472334523,0.9783021785635546,0.5990263660510858
