n_estimators,max_samples,contamination,max_features,bootstrap,n_jobs,warm_start,F1_Median,F1_Range,ARI_Median
512,0.8,auto,1.0,False,None,False,0.2898067893106077,0.02383063513686176,0.8923079077130235
512,0.9,auto,0.7,False,1,False,0.2910356578801077,0.02938961635981636,0.9240563652814645
512,0.9,auto,0.7,False,None,False,0.28973969809461386,0.027307858878040193,0.9266270791885178
512,0.9,auto,0.7,False,None,True,0.2902674051356814,0.025594585564882453,0.9252517757328171
512,0.9,auto,0.7,True,None,False,0.28519830778124344,0.021222472378658628,0.8980970203407516
512,0.9,auto,1.0,False,None,False,0.2874050382879387,0.030972913875094113,0.8946565186142339
512,1.0,auto,0.7,False,None,False,0.2875146512124677,0.032882884108140095,0.9289506933023873
512,1.0,auto,1.0,False,None,False,0.2837724464422557,0.027683603719875896,0.898090171662328
512,auto,auto,0.1,False,None,False,0.3002804617198989,0.05709558918568738,0.8820462866712054
512,auto,auto,0.2,False,None,False,0.29828256920526347,0.03361143197104072,0.8954221803612432
512,auto,auto,0.3,False,None,False,0.29916197253111415,0.049329548534713656,0.9071526100846633
512,auto,auto,0.4,False,None,False,0.2989302855228251,0.027393399134421653,0.9128640037715373
512,auto,auto,0.5,False,None,False,0.2996817636764088,0.030540310161108718,0.9142180845309249
512,auto,auto,0.6,False,None,False,0.29829191827589924,0.03549887123538457,0.9172127103209449
512,auto,auto,0.7,False,1,False,0.2984411947847057,0.030969239028929917,0.920080991285627
512,auto,auto,0.7,False,None,False,0.29707514124909207,0.026397624183715593,0.9213241842287588
512,auto,auto,0.7,False,None,True,0.29688661789725285,0.03132998457881712,0.9203933706385399
512,auto,auto,0.7,True,None,False,0.287989482008814,0.020852463079449608,0.8972388634725932
512,auto,auto,0.8,False,None,False,0.2971964639951537,0.033469153886562075,0.9221699619295024
512,auto,auto,0.9,False,None,False,0.29782939675232023,0.03248199262811483,0.9233876573039675
512,auto,auto,1.0,False,1,False,0.29632592876483155,0.026263375420360866,0.8904350550409262
512,auto,auto,1.0,False,None,False,0.2967070324195114,0.02298573193861407,0.8944757551364241
512,auto,auto,1.0,False,None,True,0.29775777779440515,0.029573662990211885,0.8990654684078424
512,auto,auto,1.0,True,None,False,0.29026621154343124,0.02346322140552605,0.8896906777631467
