store_precision,0,0,0,0
assume_centered,0,0,0,0
support_fraction,0,0,None,0
contamination,0,0,0,0
store_precision,0,0,0,0
assume_centered,0,0,0,0
store_precision,0,0,0,0
assume_centered,0,0,0,0
support_fraction,0,0,None,0
contamination,0,0,0,0
store_precision,0,0,0,0
assume_centered,0,0,0,0
support_fraction,0,0,None,0
contamination,0,0,0,0
store_precision,0,0,0,0
assume_centered,0,0,0,0
support_fraction,0,0,None,0
contamination,0,0,0,0
support_fraction,1.454069074233416,0.6,None,0.9
contamination,1.4681706179402523,0.2,0.1,0.1
assume_centered,1.5003611923027014,False,False,True
store_precision,1.500835584935521,False,False,False
support_fraction,1.454069074233416,0.6,None,0.9
contamination,1.4681706179402523,0.2,0.1,0.1
assume_centered,1.5003611923027014,False,False,True
store_precision,1.500835584935521,False,False,False
support_fraction,1.454069074233416,0.6,None,0.9
contamination,1.4681706179402523,0.2,0.1,0.1
assume_centered,1.5003611923027014,False,False,True
store_precision,1.500835584935521,False,False,False
support_fraction,1.454069074233416,0.6,None,0.9
contamination,1.4681706179402523,0.2,0.1,0.1
assume_centered,1.5003611923027014,False,False,True
store_precision,1.500835584935521,False,False,False
