,Filename,Configuration,Mean ARI,Min ARI
67,backache,Configure 1,0.015376950988993889,0
68,breastw,Configure 1,0.6288631276301715,0
69,cardio,Configure 1,0.0449907475466109,0
70,climate-model-simulation-crashes,Configure 1,0.19851787201462018,0
71,datatrieve,Configure 1,0.4421926801247333,0
72,fertility,Configure 1,0.03207169477641494,0
73,flare,Configure 1,-0.00613322078703657,0
74,glass,Configure 1,-0.021866837931551007,0
75,ionosphere,Configure 1,0.008903504564231895,0
76,kc3,Configure 1,0.3395159319724653,0
77,letter,Configure 1,0.5027069617418172,0
78,lungcancer_GSE31210,Configure 1,-0.0027835691557735074,0
79,lympho,Configure 1,-0.029059741213177937,0
80,mw1,Configure 1,-0.10293227500754662,0
81,optdigits,Configure 1,-0.0027834476426329326,0
82,pima,Configure 1,0.4228195706722981,0
83,satellite,Configure 1,0.30119960011858216,0
84,satimage-2,Configure 1,0.35082020591420066,0
85,thoracic_surgery,Configure 1,0.12898723548380267,0
86,thyroid,Configure 1,-0.001298555881039748,0
87,vertebral,Configure 1,0.6831048568391496,0
88,visualizing_livestock,Configure 1,0.25692118009737874,0
89,vowels,Configure 1,-0.0037749228461232943,0
90,wbc,Configure 1,0.013325562935591407,0
91,wine,Configure 1,0.022631290951692785,0
92,CastMetal1,Configure 2,0.4157426748129504,0
93,CostaMadre1,Configure 2,0.3421007937498687,0
94,KnuggetChase3,Configure 2,0.24817794365632112,0
95,KungChi3,Configure 2,0.35218442410637196,0
96,MeanWhile1,Configure 2,0.2258722750828985,0
97,MegaWatt1,Configure 2,0.30447025521146803,0
98,PieChart1,Configure 2,0.37934735955746146,0
99,PieChart2,Configure 2,0.4345359777498422,0
100,PieChart3,Configure 2,0.3321610389895565,0
101,PizzaCutter1,Configure 2,0.31084541558600576,0
102,PizzaCutter3,Configure 2,0.33631550217311823,0
103,analcatdata_apnea1,Configure 2,0.5783244372244141,0
104,analcatdata_apnea2,Configure 2,0.4311114257928418,0
105,analcatdata_apnea3,Configure 2,0.4827182839578577,0
106,analcatdata_challenger,Configure 2,-0.007031000319590924,0
107,analcatdata_chlamydia,Configure 2,0.2586328954613388,0
108,analcatdata_lawsuit,Configure 2,0.4758219212466383,0
109,analcatdata_neavote,Configure 2,0.30605764569382715,0
110,annthyroid,Configure 2,0.3793967775377657,0
111,appendicitis,Configure 2,0.6173699599321373,0
112,ar1,Configure 2,0.21775169652434792,0
113,ar3,Configure 2,0.0903857076136274,0
114,ar4,Configure 2,0.43550554816018716,0
115,ar6,Configure 2,0.3408839530815003,0
116,arsenic-female-bladder,Configure 2,0.11183605508273735,0
117,arsenic-female-lung,Configure 2,0.2650386477689272,0
118,arsenic-male-bladder,Configure 2,0.1109163917493402,0
119,arsenic-male-lung,Configure 2,0.03768452411766604,0
120,backache,Configure 2,0.07768350669977042,0
121,breastw,Configure 2,0.7427969407118885,0
122,cardio,Configure 2,0.8942484985723178,0
123,climate-model-simulation-crashes,Configure 2,0.16409059542310217,0
124,datatrieve,Configure 2,0.3767624667777828,0
125,fertility,Configure 2,0.2423826859434714,0
126,flare,Configure 2,0.5441158565412406,0
127,glass,Configure 2,0.5397727663869629,0
128,ionosphere,Configure 2,0.8946124432783138,0
129,kc3,Configure 2,0.2643403982432179,0
130,letter,Configure 2,0.625971215857219,0
131,lungcancer_GSE31210,Configure 2,0.12095574726804861,0
132,lympho,Configure 2,0.34682724204310744,0
133,mw1,Configure 2,0.2521647209055862,0
134,optdigits,Configure 2,0.0011502073066866753,0
135,pc1,Configure 2,0.42628939369360214,0
136,pima,Configure 2,0.4462021324482649,0
137,satellite,Configure 2,0.8958411317519882,0
138,satimage-2,Configure 2,0.9040419784206851,0
139,thoracic_surgery,Configure 2,0.1336731705866091,0
140,thyroid,Configure 2,0.701855994016075,0
141,vertebral,Configure 2,0.5296192229610107,0
142,visualizing_livestock,Configure 2,0.6455270823372228,0
143,vowels,Configure 2,0.9295200328992008,0
144,wbc,Configure 2,0.5319535847387807,0
145,wine,Configure 2,-0.012190712074303405,0
146,CastMetal1,Configure 3,0.11353817725247631,0
147,CostaMadre1,Configure 3,0.09773391103094511,0
148,KnuggetChase3,Configure 3,0.10698856310437027,0
149,KungChi3,Configure 3,0.014560965524663474,0
150,MeanWhile1,Configure 3,0.08117834685531676,0
151,MegaWatt1,Configure 3,0.015676481907787185,0
152,PieChart1,Configure 3,0.3432569514144314,0
153,PieChart2,Configure 3,-0.006052569361514116,0
154,PieChart3,Configure 3,0.015157248998723366,0
155,PizzaCutter1,Configure 3,-0.010616572918564793,0
156,PizzaCutter3,Configure 3,0.17054005647618975,0
157,analcatdata_apnea1,Configure 3,0.03125716180285878,0
158,analcatdata_apnea2,Configure 3,0.014510751339688753,0
159,analcatdata_apnea3,Configure 3,0.034862050182534625,0
160,analcatdata_challenger,Configure 3,-0.007031000319590924,0
161,analcatdata_chlamydia,Configure 3,-0.002918749315918129,0
162,analcatdata_lawsuit,Configure 3,0.11710270501013414,0
163,analcatdata_neavote,Configure 3,0.013531363341182084,0
164,annthyroid,Configure 3,-0.006074069467214145,0
165,appendicitis,Configure 3,-0.0624544866917041,0
166,ar1,Configure 3,0.05791773000562308,0
167,ar3,Configure 3,-0.024448487605185355,0
168,ar4,Configure 3,-0.03550863097761228,0
169,ar6,Configure 3,0.08379105242187945,0
170,arsenic-female-bladder,Configure 3,0.0036518557943181575,0
171,arsenic-female-lung,Configure 3,0.08047715149221499,0
172,arsenic-male-bladder,Configure 3,0.06082830015399156,0
173,arsenic-male-lung,Configure 3,0.00517510307439439,0
174,backache,Configure 3,0.03679716003576995,0
175,breastw,Configure 3,0.0820146739396957,0
176,cardio,Configure 3,-0.07926600170727091,0
177,climate-model-simulation-crashes,Configure 3,0.2507835537286757,0
178,datatrieve,Configure 3,0.026814794309614743,0
179,fertility,Configure 3,0.09339016641993181,0
180,flare,Configure 3,-0.0018976420986951332,0
181,glass,Configure 3,0.036836496743667055,0
182,ionosphere,Configure 3,0.006928998090848744,0
183,kc3,Configure 3,0.3954428090779383,0
184,letter,Configure 3,-0.07570783468737949,0
185,lungcancer_GSE31210,Configure 3,0.344117149002393,0
186,lympho,Configure 3,0.12570675663251804,0
187,mw1,Configure 3,0.15684508171867848,0
188,optdigits,Configure 3,0.023200408073864216,0
189,pc1,Configure 3,0.4568294615380509,0
190,pima,Configure 3,-0.0034153670318983987,0
191,satellite,Configure 3,0.01634981526247231,0
192,satimage-2,Configure 3,0.016882643629324616,0
193,thoracic_surgery,Configure 3,0.14504573150756758,0
194,thyroid,Configure 3,-0.013681816680211097,0
195,vertebral,Configure 3,0.24999914121589542,0
196,visualizing_livestock,Configure 3,0.2223492812411365,0
197,vowels,Configure 3,-0.05806423759670241,0
198,wbc,Configure 3,-0.061425643584500256,0
199,wine,Configure 3,0.11927142386891482,0
200,CastMetal1,Configure 4,0.34436710930002373,0
201,CostaMadre1,Configure 4,0.3744848082097259,0
202,KnuggetChase3,Configure 4,0.24520596424095936,0
203,KungChi3,Configure 4,-0.007547724811786473,0
204,MeanWhile1,Configure 4,-0.0014726317479474504,0
205,MegaWatt1,Configure 4,-0.0014726317479474504,0
206,PieChart1,Configure 4,0.00838448641319699,0
207,PieChart2,Configure 4,0.032271839951686435,0
208,PieChart3,Configure 4,0.2946669305524631,0
209,PizzaCutter1,Configure 4,0.13037525935673422,0
210,PizzaCutter3,Configure 4,0.2718935168231187,0
211,analcatdata_apnea1,Configure 4,0.010506077302672692,0
212,analcatdata_apnea2,Configure 4,0.010506077302672692,0
213,analcatdata_apnea3,Configure 4,0.04880489237181191,0
214,analcatdata_challenger,Configure 4,0.041720098737398056,0
215,analcatdata_chlamydia,Configure 4,0.009312462849217357,0
216,analcatdata_lawsuit,Configure 4,0.3594512305553311,0
217,analcatdata_neavote,Configure 4,-0.0030260508815813554,0
218,annthyroid,Configure 4,-0.06302012768540015,0
219,appendicitis,Configure 4,-0.07047157502329916,0
220,ar1,Configure 4,0.2703862431314639,0
221,ar3,Configure 4,0.0059382422802850355,0
222,ar4,Configure 4,-0.005440853714631166,0
223,ar6,Configure 4,0.18377445568386397,0
224,arsenic-female-bladder,Configure 4,0.06039611527069296,0
225,arsenic-female-lung,Configure 4,0.06039611527069296,0
226,arsenic-male-bladder,Configure 4,0.0302771800276809,0
227,arsenic-male-lung,Configure 4,0.0302771800276809,0
228,backache,Configure 4,0.021496420650999947,0
229,breastw,Configure 4,0.15124177236344843,0
230,cardio,Configure 4,-0.09513094922469471,0
231,climate-model-simulation-crashes,Configure 4,0.13060462522343802,0
232,datatrieve,Configure 4,0.453147728800064,0
233,fertility,Configure 4,-0.013050570962479609,0
234,flare,Configure 4,0.0393665325031797,0
235,glass,Configure 4,-0.03552329369021415,0
236,ionosphere,Configure 4,-0.04520546585836491,0
237,kc3,Configure 4,0.3002384392330242,0
238,letter,Configure 4,-0.08665066682572366,0
239,lungcancer_GSE31210,Configure 4,0.20516165336607325,0
240,lympho,Configure 4,0.002013239488162992,0
241,mw1,Configure 4,0.12339988703149034,0
242,optdigits,Configure 4,0.026309308635958213,0
243,pc1,Configure 4,0.25602234295278714,0
244,pima,Configure 4,0.2034284760163361,0
245,satellite,Configure 4,0.14903048662491553,0
246,satimage-2,Configure 4,0.06193365088735694,0
247,thoracic_surgery,Configure 4,0.028731018642092068,0
248,thyroid,Configure 4,-0.05224437891702734,0
249,vertebral,Configure 4,0.02393732977241797,0
250,visualizing_livestock,Configure 4,0.09330570898411311,0
251,vowels,Configure 4,-0.07367688541198972,0
252,wbc,Configure 4,-0.04783661468782611,0
253,wine,Configure 4,0.3741708826161287,0
