Filename,kernel,degree,gamma,coef0,tol,nu,shrinking,cache_size,max_iter,Parameter_Iteration,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9
satimage-2,linear,3,scale,0.0,0.001,0.5,True,200,-1,0,0.03498150016818029,0.03498150016818029,0.03498150016818029,0.03498150016818029,0.03498150016818029,0.03498150016818029,0.03498150016818029,0.03498150016818029,0.03498150016818029,0.03498150016818029
satimage-2,poly,3,scale,0.0,0.001,0.5,True,200,-1,0,0.034320323014804845,0.034320323014804845,0.034320323014804845,0.034320323014804845,0.034320323014804845,0.034320323014804845,0.034320323014804845,0.034320323014804845,0.034320323014804845,0.034320323014804845
satimage-2,rbf,3,scale,0.0,0.001,0.5,True,200,-1,0,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077
satimage-2,sigmoid,3,scale,0.0,0.001,0.5,True,200,-1,0,0.02417432754511406,0.02417432754511406,0.02417432754511406,0.02417432754511406,0.02417432754511406,0.02417432754511406,0.02417432754511406,0.02417432754511406,0.02417432754511406,0.02417432754511406
satimage-2,rbf,3,auto,0.0,0.001,0.5,True,200,-1,0,0.018706574024585785,0.018706574024585785,0.018706574024585785,0.018706574024585785,0.018706574024585785,0.018706574024585785,0.018706574024585785,0.018706574024585785,0.018706574024585785,0.018706574024585785
satimage-2,rbf,3,scale,0.0,0.1,0.5,True,200,-1,0,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077
satimage-2,rbf,3,scale,0.0,0.01,0.5,True,200,-1,0,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077
satimage-2,rbf,3,scale,0.0,0.0001,0.5,True,200,-1,0,0.047779273216689094,0.047779273216689094,0.047779273216689094,0.047779273216689094,0.047779273216689094,0.047779273216689094,0.047779273216689094,0.047779273216689094,0.047779273216689094,0.047779273216689094
satimage-2,rbf,3,scale,0.0,1e-05,0.5,True,200,-1,0,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077
satimage-2,rbf,3,scale,0.0,0.001,0.1,True,200,-1,0,0.2153846153846154,0.2153846153846154,0.2153846153846154,0.2153846153846154,0.2153846153846154,0.2153846153846154,0.2153846153846154,0.2153846153846154,0.2153846153846154,0.2153846153846154
satimage-2,rbf,3,scale,0.0,0.001,0.2,True,200,-1,0,0.11516626115166262,0.11516626115166262,0.11516626115166262,0.11516626115166262,0.11516626115166262,0.11516626115166262,0.11516626115166262,0.11516626115166262,0.11516626115166262,0.11516626115166262
satimage-2,rbf,3,scale,0.0,0.001,0.3,True,200,-1,0,0.07836644591611477,0.07836644591611477,0.07836644591611477,0.07836644591611477,0.07836644591611477,0.07836644591611477,0.07836644591611477,0.07836644591611477,0.07836644591611477,0.07836644591611477
satimage-2,rbf,3,scale,0.0,0.001,0.4,True,200,-1,0,0.05936454849498328,0.05936454849498328,0.05936454849498328,0.05936454849498328,0.05936454849498328,0.05936454849498328,0.05936454849498328,0.05936454849498328,0.05936454849498328,0.05936454849498328
satimage-2,rbf,3,scale,0.0,0.001,0.6,True,200,-1,0,0.03996622572473965,0.03996622572473965,0.03996622572473965,0.03996622572473965,0.03996622572473965,0.03996622572473965,0.03996622572473965,0.03996622572473965,0.03996622572473965,0.03996622572473965
satimage-2,rbf,3,scale,0.0,0.001,0.7,True,200,-1,0,0.03436592449177154,0.03436592449177154,0.03436592449177154,0.03436592449177154,0.03436592449177154,0.03436592449177154,0.03436592449177154,0.03436592449177154,0.03436592449177154,0.03436592449177154
satimage-2,rbf,3,scale,0.0,0.001,0.8,True,200,-1,0,0.03012942923827711,0.03012942923827711,0.03012942923827711,0.03012942923827711,0.03012942923827711,0.03012942923827711,0.03012942923827711,0.03012942923827711,0.03012942923827711,0.03012942923827711
satimage-2,rbf,3,scale,0.0,0.001,0.9,True,200,-1,0,0.026822818284850773,0.026822818284850773,0.026822818284850773,0.026822818284850773,0.026822818284850773,0.026822818284850773,0.026822818284850773,0.026822818284850773,0.026822818284850773,0.026822818284850773
satimage-2,rbf,3,scale,0.0,0.001,1,True,200,-1,0,0.02417432754511406,0.02417432754511406,0.02417432754511406,0.02417432754511406,0.02417432754511406,0.02417432754511406,0.02417432754511406,0.02417432754511406,0.02417432754511406,0.02417432754511406
satimage-2,rbf,3,scale,0.0,0.001,0.5,False,200,-1,0,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077
satimage-2,rbf,3,scale,0.0,0.001,0.5,True,50,-1,0,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077
satimage-2,rbf,3,scale,0.0,0.001,0.5,True,100,-1,0,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077
satimage-2,rbf,3,scale,0.0,0.001,0.5,True,400,-1,0,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077,0.0477632021527077
satimage-2,rbf,3,scale,0.0,0.001,0.5,True,200,50,0,0.07782101167315175,0.07782101167315175,0.07782101167315175,0.07782101167315175,0.07782101167315175,0.07782101167315175,0.07782101167315175,0.07782101167315175,0.07782101167315175,0.07782101167315175
satimage-2,rbf,3,scale,0.0,0.001,0.5,True,200,100,0,0.07675438596491227,0.07675438596491227,0.07675438596491227,0.07675438596491227,0.07675438596491227,0.07675438596491227,0.07675438596491227,0.07675438596491227,0.07675438596491227,0.07675438596491227
satimage-2,rbf,3,scale,0.0,0.001,0.5,True,200,150,0,0.07482629609834313,0.07482629609834313,0.07482629609834313,0.07482629609834313,0.07482629609834313,0.07482629609834313,0.07482629609834313,0.07482629609834313,0.07482629609834313,0.07482629609834313
satimage-2,rbf,3,scale,0.0,0.001,0.5,True,200,200,0,0.074034902168165,0.074034902168165,0.074034902168165,0.074034902168165,0.074034902168165,0.074034902168165,0.074034902168165,0.074034902168165,0.074034902168165,0.074034902168165
satimage-2,rbf,3,scale,0.0,0.001,0.5,True,200,250,0,0.07477619799894682,0.07477619799894682,0.07477619799894682,0.07477619799894682,0.07477619799894682,0.07477619799894682,0.07477619799894682,0.07477619799894682,0.07477619799894682,0.07477619799894682
satimage-2,rbf,3,scale,0.0,0.001,0.5,True,200,300,0,0.07497360084477296,0.07497360084477296,0.07497360084477296,0.07497360084477296,0.07497360084477296,0.07497360084477296,0.07497360084477296,0.07497360084477296,0.07497360084477296,0.07497360084477296
arsenic-male-bladder,linear,3,scale,0.0,0.001,0.5,True,200,-1,0,0.04590163934426229,0.04590163934426229,0.04590163934426229,0.04590163934426229,0.04590163934426229,0.04590163934426229,0.04590163934426229,0.04590163934426229,0.04590163934426229,0.04590163934426229
arsenic-male-bladder,poly,3,scale,0.0,0.001,0.5,True,200,-1,0,0.041297935103244844,0.041297935103244844,0.041297935103244844,0.041297935103244844,0.041297935103244844,0.041297935103244844,0.041297935103244844,0.041297935103244844,0.041297935103244844,0.041297935103244844
arsenic-male-bladder,rbf,3,scale,0.0,0.001,0.5,True,200,-1,0,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125
arsenic-male-bladder,sigmoid,3,scale,0.0,0.001,0.5,True,200,-1,0,0.03827751196172249,0.03827751196172249,0.03827751196172249,0.03827751196172249,0.03827751196172249,0.03827751196172249,0.03827751196172249,0.03827751196172249,0.03827751196172249,0.03827751196172249
arsenic-male-bladder,rbf,3,auto,0.0,0.001,0.5,True,200,-1,0,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.06451612903225806
arsenic-male-bladder,rbf,3,scale,0.0,0.1,0.5,True,200,-1,0,0.11311053984575836,0.11311053984575836,0.11311053984575836,0.11311053984575836,0.11311053984575836,0.11311053984575836,0.11311053984575836,0.11311053984575836,0.11311053984575836,0.11311053984575836
arsenic-male-bladder,rbf,3,scale,0.0,0.01,0.5,True,200,-1,0,0.09056603773584905,0.09056603773584905,0.09056603773584905,0.09056603773584905,0.09056603773584905,0.09056603773584905,0.09056603773584905,0.09056603773584905,0.09056603773584905,0.09056603773584905
arsenic-male-bladder,rbf,3,scale,0.0,0.0001,0.5,True,200,-1,0,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105
