Filename,kernel,degree,gamma,coef0,tol,nu,shrinking,cache_size,max_iter,Parameter_Iteration,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9
arsenic-male-bladder,rbf,3,scale,0.0,1e-05,0.5,True,200,-1,0,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105
arsenic-male-bladder,rbf,3,scale,0.0,0.001,0.1,True,200,-1,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
arsenic-male-bladder,rbf,3,scale,0.0,0.001,0.2,True,200,-1,0,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
arsenic-male-bladder,rbf,3,scale,0.0,0.001,0.3,True,200,-1,0,0.1846153846153846,0.1846153846153846,0.1846153846153846,0.1846153846153846,0.1846153846153846,0.1846153846153846,0.1846153846153846,0.1846153846153846,0.1846153846153846,0.1846153846153846
arsenic-male-bladder,rbf,3,scale,0.0,0.001,0.4,True,200,-1,0,0.15450643776824036,0.15450643776824036,0.15450643776824036,0.15450643776824036,0.15450643776824036,0.15450643776824036,0.15450643776824036,0.15450643776824036,0.15450643776824036,0.15450643776824036
arsenic-male-bladder,rbf,3,scale,0.0,0.001,0.6,True,200,-1,0,0.12138728323699421,0.12138728323699421,0.12138728323699421,0.12138728323699421,0.12138728323699421,0.12138728323699421,0.12138728323699421,0.12138728323699421,0.12138728323699421,0.12138728323699421
arsenic-male-bladder,rbf,3,scale,0.0,0.001,0.7,True,200,-1,0,0.10502283105022832,0.10502283105022832,0.10502283105022832,0.10502283105022832,0.10502283105022832,0.10502283105022832,0.10502283105022832,0.10502283105022832,0.10502283105022832,0.10502283105022832
arsenic-male-bladder,rbf,3,scale,0.0,0.001,0.8,True,200,-1,0,0.0973630831643002,0.0973630831643002,0.0973630831643002,0.0973630831643002,0.0973630831643002,0.0973630831643002,0.0973630831643002,0.0973630831643002,0.0973630831643002,0.0973630831643002
arsenic-male-bladder,rbf,3,scale,0.0,0.001,0.9,True,200,-1,0,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.08823529411764706
arsenic-male-bladder,rbf,3,scale,0.0,0.001,1,True,200,-1,0,0.08233276157804459,0.08233276157804459,0.08233276157804459,0.08233276157804459,0.08233276157804459,0.08233276157804459,0.08233276157804459,0.08233276157804459,0.08233276157804459,0.08233276157804459
arsenic-male-bladder,rbf,3,scale,0.0,0.001,0.5,False,200,-1,0,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125
arsenic-male-bladder,rbf,3,scale,0.0,0.001,0.5,True,50,-1,0,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125
arsenic-male-bladder,rbf,3,scale,0.0,0.001,0.5,True,100,-1,0,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125
arsenic-male-bladder,rbf,3,scale,0.0,0.001,0.5,True,400,-1,0,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125
arsenic-male-bladder,rbf,3,scale,0.0,0.001,0.5,True,200,50,0,0.3544303797468354,0.3544303797468354,0.3544303797468354,0.3544303797468354,0.3544303797468354,0.3544303797468354,0.3544303797468354,0.3544303797468354,0.3544303797468354,0.3544303797468354
arsenic-male-bladder,rbf,3,scale,0.0,0.001,0.5,True,200,100,0,0.10687022900763359,0.10687022900763359,0.10687022900763359,0.10687022900763359,0.10687022900763359,0.10687022900763359,0.10687022900763359,0.10687022900763359,0.10687022900763359,0.10687022900763359
arsenic-male-bladder,rbf,3,scale,0.0,0.001,0.5,True,200,150,0,0.15573770491803282,0.15573770491803282,0.15573770491803282,0.15573770491803282,0.15573770491803282,0.15573770491803282,0.15573770491803282,0.15573770491803282,0.15573770491803282,0.15573770491803282
arsenic-male-bladder,rbf,3,scale,0.0,0.001,0.5,True,200,200,0,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125
arsenic-male-bladder,rbf,3,scale,0.0,0.001,0.5,True,200,250,0,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125
arsenic-male-bladder,rbf,3,scale,0.0,0.001,0.5,True,200,300,0,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125
oil_spill,linear,3,scale,0.0,0.001,0.5,True,200,-1,0,0.0550098231827112,0.0550098231827112,0.0550098231827112,0.0550098231827112,0.0550098231827112,0.0550098231827112,0.0550098231827112,0.0550098231827112,0.0550098231827112,0.0550098231827112
oil_spill,poly,3,scale,0.0,0.001,0.5,True,200,-1,0,0.05875440658049354,0.05875440658049354,0.05875440658049354,0.05875440658049354,0.05875440658049354,0.05875440658049354,0.05875440658049354,0.05875440658049354,0.05875440658049354,0.05875440658049354
oil_spill,rbf,3,scale,0.0,0.001,0.5,True,200,-1,0,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364
oil_spill,sigmoid,3,scale,0.0,0.001,0.5,True,200,-1,0,0.054901960784313725,0.054901960784313725,0.054901960784313725,0.054901960784313725,0.054901960784313725,0.054901960784313725,0.054901960784313725,0.054901960784313725,0.054901960784313725,0.054901960784313725
oil_spill,rbf,3,auto,0.0,0.001,0.5,True,200,-1,0,0.08384458077709613,0.08384458077709613,0.08384458077709613,0.08384458077709613,0.08384458077709613,0.08384458077709613,0.08384458077709613,0.08384458077709613,0.08384458077709613,0.08384458077709613
oil_spill,rbf,3,scale,0.0,0.1,0.5,True,200,-1,0,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364
oil_spill,rbf,3,scale,0.0,0.01,0.5,True,200,-1,0,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364
oil_spill,rbf,3,scale,0.0,0.0001,0.5,True,200,-1,0,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364
oil_spill,rbf,3,scale,0.0,1e-05,0.5,True,200,-1,0,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364
oil_spill,rbf,3,scale,0.0,0.001,0.1,True,200,-1,0,0.18032786885245902,0.18032786885245902,0.18032786885245902,0.18032786885245902,0.18032786885245902,0.18032786885245902,0.18032786885245902,0.18032786885245902,0.18032786885245902,0.18032786885245902
oil_spill,rbf,3,scale,0.0,0.001,0.2,True,200,-1,0,0.12444444444444444,0.12444444444444444,0.12444444444444444,0.12444444444444444,0.12444444444444444,0.12444444444444444,0.12444444444444444,0.12444444444444444,0.12444444444444444,0.12444444444444444
oil_spill,rbf,3,scale,0.0,0.001,0.3,True,200,-1,0,0.09907120743034056,0.09907120743034056,0.09907120743034056,0.09907120743034056,0.09907120743034056,0.09907120743034056,0.09907120743034056,0.09907120743034056,0.09907120743034056,0.09907120743034056
oil_spill,rbf,3,scale,0.0,0.001,0.4,True,200,-1,0,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.09615384615384616
oil_spill,rbf,3,scale,0.0,0.001,0.6,True,200,-1,0,0.09933774834437085,0.09933774834437085,0.09933774834437085,0.09933774834437085,0.09933774834437085,0.09933774834437085,0.09933774834437085,0.09933774834437085,0.09933774834437085,0.09933774834437085
oil_spill,rbf,3,scale,0.0,0.001,0.7,True,200,-1,0,0.09482758620689655,0.09482758620689655,0.09482758620689655,0.09482758620689655,0.09482758620689655,0.09482758620689655,0.09482758620689655,0.09482758620689655,0.09482758620689655,0.09482758620689655
oil_spill,rbf,3,scale,0.0,0.001,0.8,True,200,-1,0,0.08607594936708861,0.08607594936708861,0.08607594936708861,0.08607594936708861,0.08607594936708861,0.08607594936708861,0.08607594936708861,0.08607594936708861,0.08607594936708861,0.08607594936708861
oil_spill,rbf,3,scale,0.0,0.001,0.9,True,200,-1,0,0.08361581920903954,0.08361581920903954,0.08361581920903954,0.08361581920903954,0.08361581920903954,0.08361581920903954,0.08361581920903954,0.08361581920903954,0.08361581920903954,0.08361581920903954
oil_spill,rbf,3,scale,0.0,0.001,1,True,200,-1,0,0.08384458077709613,0.08384458077709613,0.08384458077709613,0.08384458077709613,0.08384458077709613,0.08384458077709613,0.08384458077709613,0.08384458077709613,0.08384458077709613,0.08384458077709613
oil_spill,rbf,3,scale,0.0,0.001,0.5,False,200,-1,0,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364
oil_spill,rbf,3,scale,0.0,0.001,0.5,True,50,-1,0,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364
oil_spill,rbf,3,scale,0.0,0.001,0.5,True,100,-1,0,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364
oil_spill,rbf,3,scale,0.0,0.001,0.5,True,400,-1,0,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364,0.10216110019646364
oil_spill,rbf,3,scale,0.0,0.001,0.5,True,200,50,0,0.0860832137733142,0.0860832137733142,0.0860832137733142,0.0860832137733142,0.0860832137733142,0.0860832137733142,0.0860832137733142,0.0860832137733142,0.0860832137733142,0.0860832137733142
oil_spill,rbf,3,scale,0.0,0.001,0.5,True,200,100,0,0.0824053452115813,0.0824053452115813,0.0824053452115813,0.0824053452115813,0.0824053452115813,0.0824053452115813,0.0824053452115813,0.0824053452115813,0.0824053452115813,0.0824053452115813
oil_spill,rbf,3,scale,0.0,0.001,0.5,True,200,150,0,0.08286674132138859,0.08286674132138859,0.08286674132138859,0.08286674132138859,0.08286674132138859,0.08286674132138859,0.08286674132138859,0.08286674132138859,0.08286674132138859,0.08286674132138859
oil_spill,rbf,3,scale,0.0,0.001,0.5,True,200,200,0,0.1264822134387352,0.1264822134387352,0.1264822134387352,0.1264822134387352,0.1264822134387352,0.1264822134387352,0.1264822134387352,0.1264822134387352,0.1264822134387352,0.1264822134387352
oil_spill,rbf,3,scale,0.0,0.001,0.5,True,200,250,0,0.11409395973154363,0.11409395973154363,0.11409395973154363,0.11409395973154363,0.11409395973154363,0.11409395973154363,0.11409395973154363,0.11409395973154363,0.11409395973154363,0.11409395973154363
oil_spill,rbf,3,scale,0.0,0.001,0.5,True,200,300,0,0.08695652173913045,0.08695652173913045,0.08695652173913045,0.08695652173913045,0.08695652173913045,0.08695652173913045,0.08695652173913045,0.08695652173913045,0.08695652173913045,0.08695652173913045
annthyroid,linear,3,scale,0.0,0.001,0.5,True,200,-1,0,0.11998064828253506,0.11998064828253506,0.11998064828253506,0.11998064828253506,0.11998064828253506,0.11998064828253506,0.11998064828253506,0.11998064828253506,0.11998064828253506,0.11998064828253506
annthyroid,poly,3,scale,0.0,0.001,0.5,True,200,-1,0,0.11707789066279634,0.11707789066279634,0.11707789066279634,0.11707789066279634,0.11707789066279634,0.11707789066279634,0.11707789066279634,0.11707789066279634,0.11707789066279634,0.11707789066279634
annthyroid,rbf,3,scale,0.0,0.001,0.5,True,200,-1,0,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382
annthyroid,sigmoid,3,scale,0.0,0.001,0.5,True,200,-1,0,0.1219158200290276,0.1219158200290276,0.1219158200290276,0.1219158200290276,0.1219158200290276,0.1219158200290276,0.1219158200290276,0.1219158200290276,0.1219158200290276,0.1219158200290276
annthyroid,rbf,3,auto,0.0,0.001,0.5,True,200,-1,0,0.14175133043057572,0.14175133043057572,0.14175133043057572,0.14175133043057572,0.14175133043057572,0.14175133043057572,0.14175133043057572,0.14175133043057572,0.14175133043057572,0.14175133043057572
annthyroid,rbf,3,scale,0.0,0.1,0.5,True,200,-1,0,0.1514638277280426,0.1514638277280426,0.1514638277280426,0.1514638277280426,0.1514638277280426,0.1514638277280426,0.1514638277280426,0.1514638277280426,0.1514638277280426,0.1514638277280426
annthyroid,rbf,3,scale,0.0,0.01,0.5,True,200,-1,0,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382
annthyroid,rbf,3,scale,0.0,0.0001,0.5,True,200,-1,0,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382
annthyroid,rbf,3,scale,0.0,1e-05,0.5,True,200,-1,0,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382
annthyroid,rbf,3,scale,0.0,0.001,0.1,True,200,-1,0,0.18660287081339713,0.18660287081339713,0.18660287081339713,0.18660287081339713,0.18660287081339713,0.18660287081339713,0.18660287081339713,0.18660287081339713,0.18660287081339713,0.18660287081339713
annthyroid,rbf,3,scale,0.0,0.001,0.2,True,200,-1,0,0.1752786220871327,0.1752786220871327,0.1752786220871327,0.1752786220871327,0.1752786220871327,0.1752786220871327,0.1752786220871327,0.1752786220871327,0.1752786220871327,0.1752786220871327
annthyroid,rbf,3,scale,0.0,0.001,0.3,True,200,-1,0,0.1596732268845154,0.1596732268845154,0.1596732268845154,0.1596732268845154,0.1596732268845154,0.1596732268845154,0.1596732268845154,0.1596732268845154,0.1596732268845154,0.1596732268845154
annthyroid,rbf,3,scale,0.0,0.001,0.4,True,200,-1,0,0.15411661295048343,0.15411661295048343,0.15411661295048343,0.15411661295048343,0.15411661295048343,0.15411661295048343,0.15411661295048343,0.15411661295048343,0.15411661295048343,0.15411661295048343
annthyroid,rbf,3,scale,0.0,0.001,0.6,True,200,-1,0,0.14709517923362175,0.14709517923362175,0.14709517923362175,0.14709517923362175,0.14709517923362175,0.14709517923362175,0.14709517923362175,0.14709517923362175,0.14709517923362175,0.14709517923362175
annthyroid,rbf,3,scale,0.0,0.001,0.7,True,200,-1,0,0.14711158952278436,0.14711158952278436,0.14711158952278436,0.14711158952278436,0.14711158952278436,0.14711158952278436,0.14711158952278436,0.14711158952278436,0.14711158952278436,0.14711158952278436
annthyroid,rbf,3,scale,0.0,0.001,0.8,True,200,-1,0,0.1449459631277813,0.1449459631277813,0.1449459631277813,0.1449459631277813,0.1449459631277813,0.1449459631277813,0.1449459631277813,0.1449459631277813,0.1449459631277813,0.1449459631277813
annthyroid,rbf,3,scale,0.0,0.001,0.9,True,200,-1,0,0.1437125748502994,0.1437125748502994,0.1437125748502994,0.1437125748502994,0.1437125748502994,0.1437125748502994,0.1437125748502994,0.1437125748502994,0.1437125748502994,0.1437125748502994
annthyroid,rbf,3,scale,0.0,0.001,1,True,200,-1,0,0.13809154383242825,0.13809154383242825,0.13809154383242825,0.13809154383242825,0.13809154383242825,0.13809154383242825,0.13809154383242825,0.13809154383242825,0.13809154383242825,0.13809154383242825
annthyroid,rbf,3,scale,0.0,0.001,0.5,False,200,-1,0,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382
annthyroid,rbf,3,scale,0.0,0.001,0.5,True,50,-1,0,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382
annthyroid,rbf,3,scale,0.0,0.001,0.5,True,100,-1,0,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382
annthyroid,rbf,3,scale,0.0,0.001,0.5,True,400,-1,0,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382,0.1514271891630382
annthyroid,rbf,3,scale,0.0,0.001,0.5,True,200,50,0,0.13018372703412073,0.13018372703412073,0.13018372703412073,0.13018372703412073,0.13018372703412073,0.13018372703412073,0.13018372703412073,0.13018372703412073,0.13018372703412073,0.13018372703412073
annthyroid,rbf,3,scale,0.0,0.001,0.5,True,200,100,0,0.12494258153422139,0.12494258153422139,0.12494258153422139,0.12494258153422139,0.12494258153422139,0.12494258153422139,0.12494258153422139,0.12494258153422139,0.12494258153422139,0.12494258153422139
annthyroid,rbf,3,scale,0.0,0.001,0.5,True,200,150,0,0.12944983818770228,0.12944983818770228,0.12944983818770228,0.12944983818770228,0.12944983818770228,0.12944983818770228,0.12944983818770228,0.12944983818770228,0.12944983818770228,0.12944983818770228
annthyroid,rbf,3,scale,0.0,0.001,0.5,True,200,200,0,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613
annthyroid,rbf,3,scale,0.0,0.001,0.5,True,200,250,0,0.1336238198983297,0.1336238198983297,0.1336238198983297,0.1336238198983297,0.1336238198983297,0.1336238198983297,0.1336238198983297,0.1336238198983297,0.1336238198983297,0.1336238198983297
annthyroid,rbf,3,scale,0.0,0.001,0.5,True,200,300,0,0.13838664812239224,0.13838664812239224,0.13838664812239224,0.13838664812239224,0.13838664812239224,0.13838664812239224,0.13838664812239224,0.13838664812239224,0.13838664812239224,0.13838664812239224
