Filename,ntrees,standardize_data,sample_size,ncols_per_tree,Parameter_Iteration,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44
CastMetal1,2,TRUE,auto,def,0,0.2033164766620773,0.24646612330671258,0.319245404713307,0.2767112875040007,1.0,0.40222220020286525,0.26800915739101105,0.2767112875040007,0.4935795464512908,0.16020879590989479,0.13770432152241868,0.155870989706712,0.2033164766620773,0.1696077743422343,0.1980528509496889,0.155870989706712,0.2666188195886602,0.25104663179003217,0.2146117148084385,0.24646612330671258,0.3141298557616403,0.5257478773742696,0.2146117148084385,0.2511230939554168,0.19668604299922154,0.319245404713307,0.1794562161727262,0.2573723528554966,0.19668604299922154,0.24210631088304332,0.2767112875040007,0.15905728110469777,0.17576035251553285,1.0,0.1704380917359057,0.40222220020286525,0.26800915739101105,0.2767112875040007,0.4935795464512908,0.20510276222141002,0.15905728110469777,0.4251472935923775,0.17576035251553285,0.2233868984774693,0.1704380917359057
CastMetal1,4,TRUE,auto,def,0,0.37161642528197686,0.45594841798417557,0.357489508178124,0.3244372781613847,0.4328615037688971,0.38099493010226243,0.38099493010226243,0.5061963011692809,0.3452255720609385,0.5555350160509828,0.4667483694608612,0.42194331132488017,0.6110769884750515,0.5256377488149127,0.5256377488149127,0.5454274947808895,0.4493747307604576,0.5536854951803859,0.4283814797694087,0.5597178119421221,0.6028565444269147,0.6028565444269147,0.635288681286443,0.4183839812303713,0.6628511866032541,0.5103157511148485,0.525346945865444,0.525346945865444,0.5411775490287538,0.4733052253435676,0.41876426860301114,0.5021138459722571,0.5021138459722571,0.4500155332170315,0.3590035444295745,0.5298277678490878,0.5298277678490878,0.6260766740170237,0.5625535428122928,1.0,0.691746781942036,0.4582447978965739,0.691746781942036,0.4582447978965739,0.43917970768364845
CastMetal1,8,TRUE,auto,def,0,0.5803269091718835,0.7811846284814155,0.6570288859602313,0.6632625411800396,0.5721194228254204,0.5266538371264126,0.8193462220605753,0.6637390291260233,0.5266538371264126,0.5995985366818481,0.6479946900461266,0.5940034495094745,0.5955135328646548,0.7391176894527876,0.5870509859673063,0.6586605299698479,0.7391176894527876,0.6810003085278525,0.6894863200109722,0.6315186692056404,0.5873334424291877,0.7626409837512967,0.6505888624592497,0.5873334424291877,0.6459677668274518,0.6725011534507115,0.681846344297545,0.6730857055080429,0.6843075074429342,0.681846344297545,0.6345324474358841,0.6865248216918639,0.7300783203091297,0.502518955137215,0.6865248216918639,0.7174182752950247,0.5800751234401014,0.5733159256399514,0.7174182752950247,0.5735928155947664,0.5748322259095014,1.0,0.6064105319006744,0.5735928155947664,0.5748322259095014
CastMetal1,16,TRUE,auto,def,0,0.7760446580635671,0.7760446580635671,0.8558336904428494,0.819186830392917,0.7513899286042199,0.8298845719970603,0.804847411010103,0.8558336904428494,0.7360173090454384,1.0,0.7089890270866172,0.7760446580635671,0.6653784884306143,0.8358347468473024,0.717688644892666,0.7089890270866172,0.7824767777540581,0.7089890270866172,0.7760446580635671,0.6653784884306143,0.8358347468473024,0.717688644892666,0.7089890270866172,0.7824767777540581,0.7627169255990824,0.6981202711111659,0.7683739836391054,0.750720494921645,1.0,0.669637526629919,0.7513899286042199,0.7360173090454384,0.7629802937355409,0.7627169255990824,0.7360173090454384,0.7576075236490485,0.8177998049939363,0.6981202711111659,0.7153492265636985,0.7696320261302387,0.7683739836391054,0.7899516816521474,0.750720494921645,0.6815544285497496,0.669637526629919
CastMetal1,32,TRUE,auto,def,0,0.8812324997753144,0.8971314862699201,0.8697002493567294,0.8697002493567294,0.8936719415687702,0.8936719415687702,0.8936719415687702,0.8936719415687702,0.9482472647642787,0.7888741704080433,0.7628433607856235,0.7628433607856235,0.7827891541800224,0.7827891541800224,0.7827891541800224,0.7827891541800224,0.8812324997753144,0.9736163237827912,0.9213345604812057,0.9465067817489943,0.9465067817489943,0.9465067817489943,0.9465067817489943,0.8971314862699201,0.8936589234696608,0.9727004087565683,0.9186036727343077,0.9727004087565683,0.9186036727343077,0.8697002493567294,0.8651768653315179,0.9727004087565683,0.8651768653315179,0.9727004087565683,0.8697002493567294,0.8898604436149681,1.0,0.8898604436149681,0.8936719415687702,0.8898604436149681,1.0,0.8936719415687702,0.8898604436149681,0.8936719415687702,0.8936719415687702
CastMetal1,64,TRUE,auto,def,0,1.0,0.928266951195019,0.8298845719970603,0.9765930080265679,0.8558336904428494,0.8811829129876343,0.8515505978957414,0.9526912728734291,0.8515505978957414,0.928266951195019,0.8298845719970603,0.9765930080265679,0.8558336904428494,0.8811829129876343,0.8515505978957414,0.9526912728734291,0.8515505978957414,0.7968345215651751,0.9032593536298661,0.8244770794244338,0.9003171761453916,0.869731391481513,0.9261337536651985,0.869731391481513,0.8514678728309727,0.9736163237827912,0.8971434960275102,0.8651768653315179,0.824517120940025,0.8651768653315179,0.8776762132936955,0.8557875503801253,0.8739291920893724,0.975936360644067,0.8739291920893724,0.9238355898216739,0.8414954794593277,0.8514181831994289,0.8414954794593277,0.8187567185829747,0.8297732594753545,0.8187567185829747,0.8467242463139126,1.0,0.8467242463139126
CastMetal1,100,TRUE,auto,def,0,0.9059648070038008,0.903290305323033,0.928266951195019,1.0,0.8811829129876343,0.8777295361228872,0.9765930080265679,0.9059648070038008,0.928266951195019,0.9003282931950478,0.877649530247911,0.9059648070038008,0.877649530247911,0.873871680675643,0.8811581001133367,0.9032490309082354,0.877649530247911,0.9238355898216739,0.903290305323033,0.8244770794244338,0.8697002493567294,0.9261498629325914,0.803125235475048,0.9238355898216739,0.928266951195019,0.8514016108792758,0.8971434960275102,0.9513301701698242,0.877649530247911,1.0,0.8811829129876343,0.8777295361228872,0.9765930080265679,0.9059648070038008,0.928266951195019,0.8971434960275102,0.8557875503801253,0.9752259297272168,0.8514016108792758,0.8514678728309727,0.873871680675643,0.8971434960275102,0.8811581001133367,0.9513301701698242,0.877649530247911
CastMetal1,128,TRUE,auto,def,0,0.9765930080265679,1.0,0.8777295361228872,0.9765930080265679,1.0,0.8515505978957414,0.928266951195019,0.8298845719970603,1.0,0.9765930080265679,0.9003616260112236,1.0,0.9765930080265679,0.8739291920893724,0.9032593536298661,0.8514678728309727,0.9765930080265679,0.8777295361228872,0.9765930080265679,1.0,0.8515505978957414,0.928266951195019,0.8298845719970603,1.0,0.9003616260112236,0.8777295361228872,0.9727004087565683,0.8971434960275102,0.9465002323957272,0.8777295361228872,0.9765930080265679,0.8739291920893724,0.9032593536298661,0.8514678728309727,0.9765930080265679,0.8515505978957414,0.928266951195019,0.8298845719970603,1.0,0.9213533618136837,0.9727004087565683,0.8515505978957414,0.8971434960275102,0.928266951195019,0.8298845719970603
CastMetal1,256,TRUE,auto,def,0,0.9465002323957272,0.9465002323957272,0.9465002323957272,0.9465002323957272,0.9465002323957272,0.9736163237827912,0.9465002323957272,0.9465002323957272,0.9465002323957272,1.0,1.0,1.0,1.0,0.9736163237827912,1.0,1.0,1.0,1.0,1.0,1.0,0.9736163237827912,1.0,1.0,1.0,1.0,1.0,0.9736163237827912,1.0,1.0,1.0,1.0,0.9736163237827912,1.0,1.0,1.0,0.9736163237827912,1.0,1.0,1.0,0.9736163237827912,0.9736163237827912,0.9736163237827912,1.0,1.0,1.0
CastMetal1,512,TRUE,auto,def,0,1.0,0.9752259297272168,0.9752259297272168,1.0,1.0,1.0,1.0,1.0,1.0,0.9752259297272168,0.9752259297272168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9752259297272168,0.9752259297272168,0.9752259297272168,0.9752259297272168,0.9752259297272168,0.9752259297272168,0.9752259297272168,0.9752259297272168,0.9752259297272168,0.9752259297272168,0.9752259297272168,0.9752259297272168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CastMetal1,512,FALSE,auto,def,0,1.0,0.9562028263228957,0.9782930177156999,0.9562028263228957,0.9782930177156999,0.9782930177156999,1.0,0.9782930177156999,0.9782930177156999,0.9562028263228957,0.9782930177156999,0.9562028263228957,0.9782930177156999,0.9782930177156999,1.0,0.9782930177156999,0.9782930177156999,0.9782930177156999,1.0,0.9782930177156999,0.9782930177156999,0.9562028263228957,0.9782930177156999,0.935278568158467,0.9782930177156999,1.0,1.0,0.9782930177156999,1.0,0.9572160779073874,0.9782930177156999,0.9782930177156999,0.9562028263228957,0.9782930177156999,0.935278568158467,1.0,0.9782930177156999,1.0,0.9572160779073874,0.9782930177156999,1.0,0.9572160779073874,0.9782930177156999,0.9782930177156999,0.9572160779073874
CastMetal1,512,TRUE,0.1,def,0,1.0,0.9869138725460463,0.9869138725460463,0.9869138725460463,0.9483943523320095,0.9869138725460463,0.9483943523320095,1.0,1.0,0.9869138725460463,0.9869138725460463,0.9869138725460463,0.9483943523320095,0.9869138725460463,0.9483943523320095,1.0,1.0,1.0,1.0,0.9355901186219918,1.0,0.9355901186219918,0.9869138725460463,0.9869138725460463,1.0,0.9355901186219918,1.0,0.9355901186219918,0.9869138725460463,0.9869138725460463,0.9355901186219918,1.0,0.9355901186219918,0.9869138725460463,0.9869138725460463,0.9355901186219918,1.0,0.9483943523320095,0.9483943523320095,0.9355901186219918,0.9869138725460463,0.9869138725460463,0.9483943523320095,0.9483943523320095,1.0
CastMetal1,512,TRUE,0.2,def,0,0.9843443596174853,0.9844982277300925,1.0,0.9692406805685102,1.0,1.0,1.0,1.0,1.0,0.9689410013577903,0.9843443596174853,0.9537840824556657,0.9843443596174853,0.9843443596174853,0.9843443596174853,0.9843443596174853,0.9843443596174853,0.9844982277300925,0.9846450983044854,0.9844982277300925,0.9844982277300925,0.9844982277300925,0.9844982277300925,0.9844982277300925,0.9692406805685102,1.0,1.0,1.0,1.0,1.0,0.9692406805685102,0.9692406805685102,0.9692406805685102,0.9692406805685102,0.9692406805685102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CastMetal1,512,TRUE,0.3,def,0,0.9825640600428489,0.9644688151631063,0.9825640600428489,0.9654791821791961,0.9644688151631063,0.9825640600428489,0.9825640600428489,0.9825640600428489,0.9644688151631063,0.9472643227705723,1.0,0.9828042269817029,0.9472643227705723,1.0,1.0,1.0,0.9472643227705723,0.9472643227705723,0.9304185310349884,1.0,0.9472643227705723,0.9472643227705723,0.9472643227705723,1.0,0.9828042269817029,0.9472643227705723,1.0,1.0,1.0,0.9472643227705723,0.9304185310349884,0.9828042269817029,0.9828042269817029,0.9828042269817029,0.9304185310349884,0.9472643227705723,0.9472643227705723,0.9472643227705723,1.0,1.0,1.0,0.9472643227705723,1.0,0.9472643227705723,0.9472643227705723
CastMetal1,512,TRUE,0.4,def,0,0.9804540388560631,0.9804540388560631,0.9804540388560631,0.9804540388560631,1.0,0.9804540388560631,0.9804540388560631,0.9804540388560631,0.9613904955759264,1.0,1.0,1.0,0.9804540388560631,1.0,1.0,1.0,0.9808101670072561,1.0,1.0,0.9804540388560631,1.0,1.0,1.0,0.9808101670072561,1.0,0.9804540388560631,1.0,1.0,1.0,0.9808101670072561,0.9804540388560631,1.0,1.0,1.0,0.9808101670072561,0.9804540388560631,0.9804540388560631,0.9804540388560631,0.9613904955759264,1.0,1.0,0.9808101670072561,1.0,0.9808101670072561,0.9808101670072561
CastMetal1,512,TRUE,0.5,def,0,1.0,1.0,1.0,0.9800754778449073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9800754778449073,1.0,1.0,1.0,1.0,1.0,1.0,0.9800754778449073,1.0,1.0,1.0,1.0,1.0,0.9800754778449073,1.0,1.0,1.0,1.0,1.0,0.9800754778449073,0.9800754778449073,0.9800754778449073,0.9800754778449073,0.9800754778449073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CastMetal1,512,TRUE,0.6,def,0,1.0,1.0,1.0,1.0,0.9772015189755712,0.9772015189755712,1.0,0.9772015189755712,0.9772015189755712,1.0,1.0,1.0,0.9772015189755712,0.9772015189755712,1.0,0.9772015189755712,0.9772015189755712,1.0,1.0,0.9772015189755712,0.9772015189755712,1.0,0.9772015189755712,0.9772015189755712,1.0,0.9772015189755712,0.9772015189755712,1.0,0.9772015189755712,0.9772015189755712,0.9772015189755712,0.9772015189755712,1.0,0.9772015189755712,0.9772015189755712,1.0,0.9772015189755712,1.0,1.0,0.9772015189755712,1.0,1.0,0.9772015189755712,0.9772015189755712,1.0
CastMetal1,512,TRUE,0.7,def,0,0.9782930177156999,0.9572198050126532,0.9782930177156999,0.9782930177156999,0.9782930177156999,0.9782930177156999,0.9782930177156999,0.9782930177156999,1.0,0.978783950061297,1.0,1.0,1.0,1.0,1.0,1.0,0.9782930177156999,0.978783950061297,0.978783950061297,0.978783950061297,0.978783950061297,0.978783950061297,0.978783950061297,0.9572198050126532,1.0,1.0,1.0,1.0,1.0,0.9782930177156999,1.0,1.0,1.0,1.0,0.9782930177156999,1.0,1.0,1.0,0.9782930177156999,1.0,1.0,0.9782930177156999,1.0,0.9782930177156999,0.9782930177156999
CastMetal1,512,TRUE,0.8,def,0,0.9772015189755712,0.9772015189755712,1.0,0.9772015189755712,0.9539464889323652,0.9320241608719483,0.9772015189755712,0.9765930080265679,1.0,1.0,0.9772015189755712,1.0,0.9772015189755712,0.9551155960879806,1.0,0.953951004272073,0.9772015189755712,0.9772015189755712,1.0,0.9772015189755712,0.9551155960879806,1.0,0.953951004272073,0.9772015189755712,0.9772015189755712,0.9539464889323652,0.9320241608719483,0.9772015189755712,0.9765930080265679,1.0,0.9772015189755712,0.9551155960879806,1.0,0.953951004272073,0.9772015189755712,0.9772015189755712,0.9772015189755712,0.9765930080265679,0.9539464889323652,0.9551155960879806,0.953951004272073,0.9320241608719483,0.953951004272073,0.9772015189755712,0.9765930080265679
CastMetal1,512,TRUE,0.9,def,0,0.9765930080265679,0.9765930080265679,0.9765930080265679,0.9765930080265679,0.9765930080265679,0.9765930080265679,0.9765930080265679,1.0,0.9765930080265679,1.0,1.0,1.0,1.0,1.0,1.0,0.9765930080265679,1.0,1.0,1.0,1.0,1.0,1.0,0.9765930080265679,1.0,1.0,1.0,1.0,1.0,0.9765930080265679,1.0,1.0,1.0,1.0,0.9765930080265679,1.0,1.0,1.0,0.9765930080265679,1.0,1.0,0.9765930080265679,1.0,0.9765930080265679,1.0,0.9765930080265679
CastMetal1,512,TRUE,auto,0.1,0,0.9744551463805203,1.0,1.0,1.0,0.9744551463805203,1.0,0.9744551463805203,1.0,1.0,0.9744551463805203,0.9744551463805203,0.9744551463805203,1.0,0.9744551463805203,1.0,0.9744551463805203,0.9744551463805203,1.0,1.0,0.9744551463805203,1.0,0.9744551463805203,1.0,1.0,1.0,0.9744551463805203,1.0,0.9744551463805203,1.0,1.0,0.9744551463805203,1.0,0.9744551463805203,1.0,1.0,0.9744551463805203,1.0,0.9744551463805203,0.9744551463805203,0.9744551463805203,1.0,1.0,0.9744551463805203,0.9744551463805203,1.0
CastMetal1,512,TRUE,auto,0.2,0,1.0,0.9752259297272168,1.0,1.0,0.9752259297272168,1.0,1.0,0.9752259297272168,0.9752259297272168,0.9752259297272168,1.0,1.0,0.9752259297272168,1.0,1.0,0.9752259297272168,0.9752259297272168,0.9752259297272168,0.9752259297272168,1.0,0.9752259297272168,0.9752259297272168,1.0,0.9513249768501184,1.0,0.9752259297272168,1.0,1.0,0.9752259297272168,0.9752259297272168,0.9752259297272168,1.0,1.0,0.9752259297272168,0.9752259297272168,0.9752259297272168,0.9752259297272168,1.0,0.9513249768501184,1.0,0.9752259297272168,0.9752259297272168,0.9752259297272168,0.9752259297272168,0.9513249768501184
CastMetal1,512,TRUE,auto,0.3,0,0.9498499725189664,0.9498499725189664,0.9498499725189664,0.9498499725189664,0.9752259297272168,0.9498499725189664,1.0,0.9498499725189664,0.9498499725189664,0.9003171761453916,0.9003171761453916,1.0,0.9752259297272168,1.0,0.9498499725189664,1.0,1.0,1.0,0.9003171761453916,0.9261337536651985,0.9003171761453916,0.9498499725189664,0.9003171761453916,0.9003171761453916,0.9003171761453916,0.9261337536651985,0.9003171761453916,0.9498499725189664,0.9003171761453916,0.9003171761453916,0.9752259297272168,1.0,0.9498499725189664,1.0,1.0,0.9752259297272168,0.9752259297272168,0.9752259297272168,0.9752259297272168,0.9498499725189664,1.0,1.0,0.9498499725189664,0.9498499725189664,1.0
CastMetal1,512,TRUE,auto,0.4,0,1.0,1.0,0.9736163237827912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9736163237827912,1.0,1.0,1.0,1.0,1.0,1.0,0.9736163237827912,1.0,1.0,1.0,1.0,1.0,1.0,0.9736163237827912,0.9736163237827912,0.9736163237827912,0.9736163237827912,0.9736163237827912,0.9736163237827912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
