Filename,Method,OutlierFraction,NumTrials,BiasCorrection,NumOGKIterations,UnivariateEstimator,ReweightingMethod,NumConcentrationSteps,StartMethod,Parameter_Iteration,F1_Median,F1_Range,ARI_Median
analcatdata_challenger,fmcd,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_challenger,ogk,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_challenger,olivehawkins,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_challenger,fmcd,0.05,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_challenger,fmcd,0.1,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_challenger,fmcd,0.2,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_challenger,fmcd,0.25,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_challenger,fmcd,0.3,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_challenger,fmcd,0.4,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_challenger,fmcd,0.5,2,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_challenger,fmcd,0.5,5,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_challenger,fmcd,0.5,10,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_challenger,fmcd,0.5,25,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_challenger,fmcd,0.5,50,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_challenger,fmcd,0.5,100,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_challenger,fmcd,0.5,250,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_challenger,fmcd,0.5,750,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_challenger,fmcd,0.5,1000,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_challenger,fmcd,0.5,500,0,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_chlamydia,fmcd,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_chlamydia,ogk,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_chlamydia,olivehawkins,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_chlamydia,fmcd,0.05,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_chlamydia,fmcd,0.1,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_chlamydia,fmcd,0.2,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_chlamydia,fmcd,0.25,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_chlamydia,fmcd,0.3,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_chlamydia,fmcd,0.4,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_chlamydia,fmcd,0.5,2,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_chlamydia,fmcd,0.5,5,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_chlamydia,fmcd,0.5,10,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_chlamydia,fmcd,0.5,25,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_chlamydia,fmcd,0.5,50,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_chlamydia,fmcd,0.5,100,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_chlamydia,fmcd,0.5,250,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_chlamydia,fmcd,0.5,750,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_chlamydia,fmcd,0.5,1000,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_chlamydia,fmcd,0.5,500,0,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_lawsuit,fmcd,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_lawsuit,ogk,0.5,500,1,2,tauscale,rfch,10,classical,0,0.2333333333333333,0.0,1.0
analcatdata_lawsuit,olivehawkins,0.5,500,1,2,tauscale,rfch,10,classical,0,0.1702127659574468,0.0,1.0
analcatdata_lawsuit,fmcd,0.05,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_lawsuit,fmcd,0.1,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_lawsuit,fmcd,0.2,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_lawsuit,fmcd,0.25,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_lawsuit,fmcd,0.3,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_lawsuit,fmcd,0.4,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_lawsuit,fmcd,0.5,2,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_lawsuit,fmcd,0.5,5,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_lawsuit,fmcd,0.5,10,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_lawsuit,fmcd,0.5,25,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_lawsuit,fmcd,0.5,50,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_lawsuit,fmcd,0.5,100,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_lawsuit,fmcd,0.5,250,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_lawsuit,fmcd,0.5,750,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_lawsuit,fmcd,0.5,1000,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_lawsuit,fmcd,0.5,500,0,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_neavote,fmcd,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_neavote,ogk,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_neavote,olivehawkins,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_neavote,fmcd,0.05,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_neavote,fmcd,0.1,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_neavote,fmcd,0.2,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_neavote,fmcd,0.25,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_neavote,fmcd,0.3,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_neavote,fmcd,0.4,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_neavote,fmcd,0.5,2,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_neavote,fmcd,0.5,5,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_neavote,fmcd,0.5,10,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_neavote,fmcd,0.5,25,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_neavote,fmcd,0.5,50,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_neavote,fmcd,0.5,100,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_neavote,fmcd,0.5,250,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_neavote,fmcd,0.5,750,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_neavote,fmcd,0.5,1000,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
analcatdata_neavote,fmcd,0.5,500,0,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
annthyroid,fmcd,0.5,500,1,2,tauscale,rfch,10,classical,0,0.39292893407556323,0.0,0.9994223843986614
annthyroid,ogk,0.5,500,1,2,tauscale,rfch,10,classical,0,0.3698060941828255,0.0,1.0
annthyroid,olivehawkins,0.5,500,1,2,tauscale,rfch,10,classical,0,0.4144222415291051,0.0,1.0
annthyroid,fmcd,0.05,500,1,2,tauscale,rfch,10,classical,0,0.4480088495575221,0.0,1.0
annthyroid,fmcd,0.1,500,1,2,tauscale,rfch,10,classical,0,0.4468864468864469,0.0,1.0
annthyroid,fmcd,0.2,500,1,2,tauscale,rfch,10,classical,0,0.44177820267686413,0.0,0.9997521688576891
annthyroid,fmcd,0.25,500,1,2,tauscale,rfch,10,classical,0,0.4425965229612726,0.00017326017903542405,0.999471190527161
annthyroid,fmcd,0.3,500,1,2,tauscale,rfch,10,classical,0,0.4317503200560927,0.00022296544035669836,0.9991850906763258
annthyroid,fmcd,0.4,500,1,2,tauscale,rfch,10,classical,0,0.414307569654443,0.0017253406658900748,0.997205896763234
annthyroid,fmcd,0.5,2,1,2,tauscale,rfch,10,classical,0,0.3929133858267716,0.0,1.0
annthyroid,fmcd,0.5,5,1,2,tauscale,rfch,10,classical,0,0.3931611585868975,0.0005909001378767086,0.9987419725207309
annthyroid,fmcd,0.5,10,1,2,tauscale,rfch,10,classical,0,0.393006309765083,0.0,0.9993838262900347
annthyroid,fmcd,0.5,25,1,2,tauscale,rfch,10,classical,0,0.3930527717342387,0.0004432405811376229,0.9991912720056706
annthyroid,fmcd,0.5,50,1,2,tauscale,rfch,10,classical,0,0.39302177267943034,0.00029542097488924525,0.9992939279746774
annthyroid,fmcd,0.5,100,1,2,tauscale,rfch,10,classical,0,0.393006309765083,0.0,0.9993838262900347
annthyroid,fmcd,0.5,250,1,2,tauscale,rfch,10,classical,0,0.3930992337033944,0.0005909001378767086,0.9990757394350522
annthyroid,fmcd,0.5,750,1,2,tauscale,rfch,10,classical,0,0.3929598477959273,0.0,0.9996534022881447
annthyroid,fmcd,0.5,1000,1,2,tauscale,rfch,10,classical,0,0.393130196145146,0.0005909001378767086,0.9988189866657061
annthyroid,fmcd,0.5,500,0,2,tauscale,rfch,10,classical,0,0.3930991482825419,0.00034462629801517385,0.9994094166749786
appendicitis,fmcd,0.5,500,1,2,tauscale,rfch,10,classical,0,0.45714285714285713,0.0,0.8710014574676228
appendicitis,ogk,0.5,500,1,2,tauscale,rfch,10,classical,0,0.44117647058823534,0.0,1.0
appendicitis,olivehawkins,0.5,500,1,2,tauscale,rfch,10,classical,0,0.5161290322580647,0.0,1.0
appendicitis,fmcd,0.05,500,1,2,tauscale,rfch,10,classical,0,0.33333333333333337,0.0,1.0
appendicitis,fmcd,0.1,500,1,2,tauscale,rfch,10,classical,0,0.32558139534883723,0.0,1.0
appendicitis,fmcd,0.2,500,1,2,tauscale,rfch,10,classical,0,0.32790697674418606,0.008849557522123911,0.9799794938211646
appendicitis,fmcd,0.25,500,1,2,tauscale,rfch,10,classical,0,0.5490196078431373,0.0,1.0
appendicitis,fmcd,0.3,500,1,2,tauscale,rfch,10,classical,0,0.5479638009049774,0.0,0.992221872800515
appendicitis,fmcd,0.4,500,1,2,tauscale,rfch,10,classical,0,0.5254644808743171,0.0,0.9286540737509023
appendicitis,fmcd,0.5,2,1,2,tauscale,rfch,10,classical,0,0.45275362318840584,0.0,0.8155117922156716
appendicitis,fmcd,0.5,5,1,2,tauscale,rfch,10,classical,0,0.44919254658385094,0.018685121107266438,0.8222760133254736
appendicitis,fmcd,0.5,10,1,2,tauscale,rfch,10,classical,0,0.4584679089026915,0.0,0.8357336406371367
appendicitis,fmcd,0.5,25,1,2,tauscale,rfch,10,classical,0,0.4578053830227743,0.0,0.839430999638608
appendicitis,fmcd,0.5,50,1,2,tauscale,rfch,10,classical,0,0.4584679089026915,0.0,0.8021904560919286
appendicitis,fmcd,0.5,100,1,2,tauscale,rfch,10,classical,0,0.4578053830227743,0.0,0.8174840202740087
appendicitis,fmcd,0.5,250,1,2,tauscale,rfch,10,classical,0,0.4578053830227743,0.0,0.8500371189607185
appendicitis,fmcd,0.5,750,1,2,tauscale,rfch,10,classical,0,0.4584679089026915,0.0,0.8933002883532691
appendicitis,fmcd,0.5,1000,1,2,tauscale,rfch,10,classical,0,0.45714285714285713,0.0,0.896175021488305
appendicitis,fmcd,0.5,500,0,2,tauscale,rfch,10,classical,0,0.45714285714285713,0.0,0.8560506605619389
ar1,fmcd,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar1,ogk,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar1,olivehawkins,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar1,fmcd,0.05,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar1,fmcd,0.1,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar1,fmcd,0.2,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar1,fmcd,0.25,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar1,fmcd,0.3,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar1,fmcd,0.4,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar1,fmcd,0.5,2,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar1,fmcd,0.5,5,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar1,fmcd,0.5,10,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar1,fmcd,0.5,25,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar1,fmcd,0.5,50,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar1,fmcd,0.5,100,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar1,fmcd,0.5,250,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar1,fmcd,0.5,750,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar1,fmcd,0.5,1000,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar1,fmcd,0.5,500,0,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar3,fmcd,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar3,ogk,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar3,olivehawkins,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar3,fmcd,0.05,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar3,fmcd,0.1,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar3,fmcd,0.2,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar3,fmcd,0.25,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar3,fmcd,0.3,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar3,fmcd,0.4,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar3,fmcd,0.5,2,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar3,fmcd,0.5,5,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar3,fmcd,0.5,10,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar3,fmcd,0.5,25,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar3,fmcd,0.5,50,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar3,fmcd,0.5,100,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar3,fmcd,0.5,250,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar3,fmcd,0.5,750,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar3,fmcd,0.5,1000,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar3,fmcd,0.5,500,0,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar4,fmcd,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar4,ogk,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar4,olivehawkins,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar4,fmcd,0.05,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar4,fmcd,0.1,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar4,fmcd,0.2,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar4,fmcd,0.25,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar4,fmcd,0.3,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar4,fmcd,0.4,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar4,fmcd,0.5,2,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar4,fmcd,0.5,5,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar4,fmcd,0.5,10,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar4,fmcd,0.5,25,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar4,fmcd,0.5,50,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar4,fmcd,0.5,100,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar4,fmcd,0.5,250,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar4,fmcd,0.5,750,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar4,fmcd,0.5,1000,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar4,fmcd,0.5,500,0,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar6,fmcd,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar6,ogk,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar6,olivehawkins,0.5,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar6,fmcd,0.05,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar6,fmcd,0.1,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar6,fmcd,0.2,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar6,fmcd,0.25,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar6,fmcd,0.3,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar6,fmcd,0.4,500,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar6,fmcd,0.5,2,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar6,fmcd,0.5,5,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar6,fmcd,0.5,10,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar6,fmcd,0.5,25,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar6,fmcd,0.5,50,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar6,fmcd,0.5,100,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar6,fmcd,0.5,250,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar6,fmcd,0.5,750,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar6,fmcd,0.5,1000,1,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
ar6,fmcd,0.5,500,0,2,tauscale,rfch,10,classical,0,0.0,0.0,1.0
arsenic-female-bladder,fmcd,0.5,500,1,2,tauscale,rfch,10,classical,0,0.26794258373205737,0.0,1.0
arsenic-female-bladder,ogk,0.5,500,1,2,tauscale,rfch,10,classical,0,0.28220858895705525,0.0,1.0
arsenic-female-bladder,olivehawkins,0.5,500,1,2,tauscale,rfch,10,classical,0,0.2736842105263157,0.0,1.0
arsenic-female-bladder,fmcd,0.05,500,1,2,tauscale,rfch,10,classical,0,0.2519685039370078,0.0,1.0
arsenic-female-bladder,fmcd,0.1,500,1,2,tauscale,rfch,10,classical,0,0.2748091603053435,0.0,1.0
arsenic-female-bladder,fmcd,0.2,500,1,2,tauscale,rfch,10,classical,0,0.24000000000000005,0.0,1.0
arsenic-female-bladder,fmcd,0.25,500,1,2,tauscale,rfch,10,classical,0,0.28220858895705525,0.0,1.0
arsenic-female-bladder,fmcd,0.3,500,1,2,tauscale,rfch,10,classical,0,0.27863993025283335,0.0,0.9949709257537914
arsenic-female-bladder,fmcd,0.4,500,1,2,tauscale,rfch,10,classical,0,0.28633978343084865,0.027118644067796637,0.9847603892381576
arsenic-female-bladder,fmcd,0.5,2,1,2,tauscale,rfch,10,classical,0,0.26794258373205737,0.0,1.0
arsenic-female-bladder,fmcd,0.5,5,1,2,tauscale,rfch,10,classical,0,0.26794258373205737,0.0,1.0
arsenic-female-bladder,fmcd,0.5,10,1,2,tauscale,rfch,10,classical,0,0.26794258373205737,0.0,1.0
arsenic-female-bladder,fmcd,0.5,25,1,2,tauscale,rfch,10,classical,0,0.26794258373205737,0.0,1.0
arsenic-female-bladder,fmcd,0.5,50,1,2,tauscale,rfch,10,classical,0,0.26794258373205737,0.0,1.0
arsenic-female-bladder,fmcd,0.5,100,1,2,tauscale,rfch,10,classical,0,0.26794258373205737,0.0,1.0
arsenic-female-bladder,fmcd,0.5,250,1,2,tauscale,rfch,10,classical,0,0.26794258373205737,0.0,1.0
arsenic-female-bladder,fmcd,0.5,750,1,2,tauscale,rfch,10,classical,0,0.26794258373205737,0.0,1.0
arsenic-female-bladder,fmcd,0.5,1000,1,2,tauscale,rfch,10,classical,0,0.26794258373205737,0.0,1.0
arsenic-female-bladder,fmcd,0.5,500,0,2,tauscale,rfch,10,classical,0,0.2666666666666666,0.0,1.0
arsenic-female-lung,fmcd,0.5,500,1,2,tauscale,rfch,10,classical,0,0.21621621621621617,0.0,1.0
arsenic-female-lung,ogk,0.5,500,1,2,tauscale,rfch,10,classical,0,0.31372549019607854,0.0,1.0
arsenic-female-lung,olivehawkins,0.5,500,1,2,tauscale,rfch,10,classical,0,0.2480620155038759,0.0,1.0
arsenic-female-lung,fmcd,0.05,500,1,2,tauscale,rfch,10,classical,0,0.4545454545454544,0.0,1.0
arsenic-female-lung,fmcd,0.1,500,1,2,tauscale,rfch,10,classical,0,0.4285714285714285,0.0,1.0
arsenic-female-lung,fmcd,0.2,500,1,2,tauscale,rfch,10,classical,0,0.3370786516853932,0.0,1.0
arsenic-female-lung,fmcd,0.25,500,1,2,tauscale,rfch,10,classical,0,0.31251885369532434,0.0,0.9933302082157935
arsenic-female-lung,fmcd,0.3,500,1,2,tauscale,rfch,10,classical,0,0.25600000000000006,0.0,1.0
arsenic-female-lung,fmcd,0.4,500,1,2,tauscale,rfch,10,classical,0,0.2222417409814721,0.0034602076124567267,0.9884501828570353
arsenic-female-lung,fmcd,0.5,2,1,2,tauscale,rfch,10,classical,0,0.21621621621621617,0.0,1.0
arsenic-female-lung,fmcd,0.5,5,1,2,tauscale,rfch,10,classical,0,0.21621621621621617,0.0,1.0
arsenic-female-lung,fmcd,0.5,10,1,2,tauscale,rfch,10,classical,0,0.21621621621621617,0.0,1.0
arsenic-female-lung,fmcd,0.5,25,1,2,tauscale,rfch,10,classical,0,0.21621621621621617,0.0,1.0
arsenic-female-lung,fmcd,0.5,50,1,2,tauscale,rfch,10,classical,0,0.21621621621621617,0.0,1.0
arsenic-female-lung,fmcd,0.5,100,1,2,tauscale,rfch,10,classical,0,0.21621621621621617,0.0,1.0
arsenic-female-lung,fmcd,0.5,250,1,2,tauscale,rfch,10,classical,0,0.21621621621621617,0.0,1.0
arsenic-female-lung,fmcd,0.5,750,1,2,tauscale,rfch,10,classical,0,0.21621621621621617,0.0,1.0
arsenic-female-lung,fmcd,0.5,1000,1,2,tauscale,rfch,10,classical,0,0.21621621621621617,0.0,1.0
arsenic-female-lung,fmcd,0.5,500,0,2,tauscale,rfch,10,classical,0,0.2147651006711409,0.0,1.0
arsenic-male-bladder,fmcd,0.5,500,1,2,tauscale,rfch,10,classical,0,0.18416514240919774,0.012802275960170556,0.9792291644574806
arsenic-male-bladder,ogk,0.5,500,1,2,tauscale,rfch,10,classical,0,0.2545454545454545,0.0,1.0
arsenic-male-bladder,olivehawkins,0.5,500,1,2,tauscale,rfch,10,classical,0,0.2112676056338028,0.0,1.0
arsenic-male-bladder,fmcd,0.05,500,1,2,tauscale,rfch,10,classical,0,0.37333333333333324,0.0,1.0
arsenic-male-bladder,fmcd,0.1,500,1,2,tauscale,rfch,10,classical,0,0.3218390804597701,0.0,1.0
arsenic-male-bladder,fmcd,0.2,500,1,2,tauscale,rfch,10,classical,0,0.2828282828282828,0.0,1.0
arsenic-male-bladder,fmcd,0.25,500,1,2,tauscale,rfch,10,classical,0,0.2553305915849414,0.0,0.9837853486799585
arsenic-male-bladder,fmcd,0.3,500,1,2,tauscale,rfch,10,classical,0,0.2205882352941176,0.0,1.0
arsenic-male-bladder,fmcd,0.4,500,1,2,tauscale,rfch,10,classical,0,0.1969403687027602,0.0,0.9894004195634707
arsenic-male-bladder,fmcd,0.5,2,1,2,tauscale,rfch,10,classical,0,0.18488901423783022,0.002172338884865997,0.9856143270845876
arsenic-male-bladder,fmcd,0.5,5,1,2,tauscale,rfch,10,classical,0,0.1860465116279069,0.0,1.0
arsenic-male-bladder,fmcd,0.5,10,1,2,tauscale,rfch,10,classical,0,0.1860465116279069,0.0,1.0
arsenic-male-bladder,fmcd,0.5,25,1,2,tauscale,rfch,10,classical,0,0.1860465116279069,0.0,1.0
arsenic-male-bladder,fmcd,0.5,50,1,2,tauscale,rfch,10,classical,0,0.1860465116279069,0.0,1.0
arsenic-male-bladder,fmcd,0.5,100,1,2,tauscale,rfch,10,classical,0,0.1854193885550038,0.0,0.9910982133389203
arsenic-male-bladder,fmcd,0.5,250,1,2,tauscale,rfch,10,classical,0,0.18353801933629468,0.01714285714285693,0.9762619022371208
arsenic-male-bladder,fmcd,0.5,750,1,2,tauscale,rfch,10,classical,0,0.18479226548210076,0.0,0.9841746014914138
arsenic-male-bladder,fmcd,0.5,1000,1,2,tauscale,rfch,10,classical,0,0.18353801933629468,0.01714285714285693,0.9762619022371207
arsenic-male-bladder,fmcd,0.5,500,0,2,tauscale,rfch,10,classical,0,0.18416514240919774,0.012802275960170556,0.9792291644574806
arsenic-male-lung,fmcd,0.5,500,1,2,tauscale,rfch,10,classical,0,0.1597500650872168,0.013657056145675188,0.9792291644574806
arsenic-male-lung,ogk,0.5,500,1,2,tauscale,rfch,10,classical,0,0.2626262626262626,0.0,1.0
arsenic-male-lung,olivehawkins,0.5,500,1,2,tauscale,rfch,10,classical,0,0.19847328244274812,0.0,1.0
arsenic-male-lung,fmcd,0.05,500,1,2,tauscale,rfch,10,classical,0,0.40625,0.0,1.0
arsenic-male-lung,fmcd,0.1,500,1,2,tauscale,rfch,10,classical,0,0.3421052631578947,0.0,1.0
arsenic-male-lung,fmcd,0.2,500,1,2,tauscale,rfch,10,classical,0,0.2947979797979798,0.0,0.9960311661219095
arsenic-male-lung,fmcd,0.25,500,1,2,tauscale,rfch,10,classical,0,0.2653061224489796,0.0,1.0
arsenic-male-lung,fmcd,0.3,500,1,2,tauscale,rfch,10,classical,0,0.20800000000000002,0.0,1.0
