,Filename,Configuration,Mean ARI,Min ARI
71,analcatdata_neavote,Configure 1,0.1188784132862315,0.060467754488253374
72,annthyroid,Configure 1,0.8552478248622668,0.8046792759317566
73,appendicitis,Configure 1,0.40688848045430853,0.3718795284533741
74,ar1,Configure 1,0.678463945644028,0.48942017434081214
75,ar3,Configure 1,0.6874591359128002,0.5936487027494738
76,ar4,Configure 1,0.8872214285285868,0.7120986247436252
77,ar6,Configure 1,0.7358971213033384,0.6391266667680284
78,arsenic-female-bladder,Configure 1,0.3555292836872367,0.28062111147723084
79,arsenic-female-lung,Configure 1,0.36802317985730404,0.2872338287846676
80,arsenic-male-bladder,Configure 1,0.3540804309951261,0.3066052132732566
81,arsenic-male-lung,Configure 1,0.40074780233809615,0.31849528676742045
82,backache,Configure 1,0.5562143966274247,0.4230002307392956
83,breastw,Configure 1,0.16097905087834632,0.1449705766395527
84,cardio,Configure 1,0.7616451140475934,0.6471640083254765
85,climate-model-simulation-crashes,Configure 1,-0.077221514287935,-0.0892421613235988
86,datatrieve,Configure 1,0.46752862976472115,0.40073112032427277
87,fertility,Configure 1,0.0026740678111913056,-0.02444750866470391
88,flare,Configure 1,0.14661970014307502,0.10559867253450264
89,glass,Configure 1,0.9147922251483459,0.8062188482440723
90,ionosphere,Configure 1,0.3493170376988909,0.3107398296834041
91,kc3,Configure 1,0.8213190309236863,0.6990602087120243
92,letter,Configure 1,0.6166959702110928,0.494507150323576
93,lungcancer_GSE31210,Configure 1,0.7799655139623198,0.5784869292467445
94,lympho,Configure 1,0.17229703374506733,0.09446051866413126
95,mw1,Configure 1,0.8148879342852986,0.7319742491667961
96,optdigits,Configure 1,0.4885818460458669,0.39771550208256523
97,pc1,Configure 1,0.9314781530948197,0.8925356379690751
98,pima,Configure 1,0.7443608880389557,0.6615811413123444
99,satellite,Configure 1,0.6571251202378005,0.615682908360996
100,satimage-2,Configure 1,0.7963167107779087,0.7466683892956604
101,thoracic_surgery,Configure 1,0.6687655650074569,0.5938019585118227
102,thyroid,Configure 1,0.8740592756722309,0.8184638934067168
103,vertebral,Configure 1,0.8316384104624439,0.6897948529444347
104,visualizing_livestock,Configure 1,-0.0909423639093537,-0.09516004551132612
105,vowels,Configure 1,0.6454514572967203,0.5378262492425278
106,wbc,Configure 1,0.8823936247532427,0.8037563854797114
107,wine,Configure 1,0.6760401750668042,0.45377007531077035
108,CastMetal1,Configure 2,0.9039710917626739,0.7955625466614932
109,CostaMadre1,Configure 2,0.860693236171058,0.7723438552994557
110,KnuggetChase3,Configure 2,0.8797243087147302,0.7800299040188405
111,KungChi3,Configure 2,0.8865572995542056,0.6738193904671063
112,MeanWhile1,Configure 2,0.8124024839636781,0.6341084527976218
113,MegaWatt1,Configure 2,0.8346973544627346,0.7139778977448195
114,PieChart1,Configure 2,0.8965673767218583,0.800210986492603
115,PieChart2,Configure 2,0.8839453651244332,0.7486298230605959
116,PieChart3,Configure 2,0.9129738137683239,0.8320083086758536
117,PizzaCutter1,Configure 2,0.9008020998698355,0.8608475210549815
118,PizzaCutter3,Configure 2,0.9059991367643181,0.8509190552039234
119,analcatdata_apnea1,Configure 2,-0.030858053952280723,-0.048970186908055074
120,analcatdata_apnea2,Configure 2,-0.03533109599602193,-0.04801379376069456
121,analcatdata_apnea3,Configure 2,-0.030473047119191982,-0.040082032212260164
122,analcatdata_challenger,Configure 2,0.13395312094055956,0.07430619479425762
123,analcatdata_chlamydia,Configure 2,0.07759297952361052,-0.013372335979941497
124,analcatdata_lawsuit,Configure 2,0.8315660148009547,0.7799655894186087
125,analcatdata_neavote,Configure 2,0.7183616403883772,0.48492113509058776
126,annthyroid,Configure 2,0.869933551134026,0.807112119891304
127,appendicitis,Configure 2,0.7766262216249347,0.5864345806166418
128,ar1,Configure 2,0.828248977231047,0.6402798766956995
129,ar3,Configure 2,0.8395528738564388,0.6336275766777111
130,ar4,Configure 2,0.9186284027782741,0.8238720998431589
131,ar6,Configure 2,0.8677931524831857,0.7454572947906953
132,arsenic-female-bladder,Configure 2,0.7076897405933472,0.5131915372051781
133,arsenic-female-lung,Configure 2,0.6911765802699554,0.5897355313022765
134,arsenic-male-bladder,Configure 2,0.6954685445288843,0.5328473992394531
135,arsenic-male-lung,Configure 2,0.7100874932709077,0.5933903891349241
136,backache,Configure 2,0.8089061898662456,0.6819284023173672
137,breastw,Configure 2,0.9122925229405073,0.8747582798959496
138,cardio,Configure 2,0.7620968742014023,0.6591858778368452
139,climate-model-simulation-crashes,Configure 2,-0.023343668612542584,-0.0615303962875949
140,datatrieve,Configure 2,0.8953134209914343,0.7777548915343416
141,fertility,Configure 2,0.632996576199796,0.48486664933027157
142,flare,Configure 2,0.7946077627446367,0.6737808538236187
143,glass,Configure 2,0.9134540661095042,0.8062188482440723
144,ionosphere,Configure 2,0.8433455002290509,0.7752235906263171
145,kc3,Configure 2,0.8603688856790108,0.7599495206014601
146,letter,Configure 2,0.6382875256847583,0.5099437402330189
147,lungcancer_GSE31210,Configure 2,0.7918137799676505,0.6519474852187244
148,lympho,Configure 2,0.7145552038895115,0.5093876232385238
149,mw1,Configure 2,0.837229352498675,0.7489883743150967
150,optdigits,Configure 2,0.6180747712230219,0.5351438928697038
151,pc1,Configure 2,0.9278360841258843,0.8800747082281658
152,pima,Configure 2,0.7838123898497246,0.714013446141865
153,satellite,Configure 2,0.8814765597630486,0.8519787593738304
154,satimage-2,Configure 2,0.7802063965664636,0.7112937799664412
155,thoracic_surgery,Configure 2,0.8234579918305603,0.7602152045319995
156,thyroid,Configure 2,0.8786249686792099,0.8296252480014915
157,vertebral,Configure 2,0.8526202776284844,0.7367390623868557
158,visualizing_livestock,Configure 2,-0.09627857876806768,-0.10644974413440185
159,vowels,Configure 2,0.6434652512530508,0.5414363633236117
160,wbc,Configure 2,0.8897240770002338,0.7999129057964942
161,wine,Configure 2,0.7274410642647737,0.46920635245168446
162,CastMetal1,Configure 3,0.9406782026201325,0.9168464285120977
163,CostaMadre1,Configure 3,0.8958982329542883,0.8233694689769406
164,KnuggetChase3,Configure 3,0.934751924287345,0.8538440870255364
165,KungChi3,Configure 3,0.9348441271684729,0.8611492369654301
166,MeanWhile1,Configure 3,0.8760374490114002,0.7906341604641905
167,MegaWatt1,Configure 3,0.8695860393049282,0.7686318209784454
168,PieChart1,Configure 3,0.9425480297906746,0.9110145744479623
169,PieChart2,Configure 3,0.9324162301714449,0.890844474216963
170,PieChart3,Configure 3,0.952101783279349,0.9248046586417503
171,PizzaCutter1,Configure 3,0.9257889223873883,0.8859356661434372
172,PizzaCutter3,Configure 3,0.9485205775271432,0.9253940082054548
173,analcatdata_apnea1,Configure 3,-0.02496517964717313,-0.03430229312738122
174,analcatdata_apnea2,Configure 3,-0.032021395688597645,-0.041094625357643716
175,analcatdata_apnea3,Configure 3,-0.02254294631959232,-0.029972455812429286
176,analcatdata_challenger,Configure 3,0.14058055717903756,0.1405805571790376
177,analcatdata_chlamydia,Configure 3,0.0,0.0
178,analcatdata_lawsuit,Configure 3,0.8783338424647579,0.8368406439307758
179,analcatdata_neavote,Configure 3,0.8289922008467084,0.7367892279983828
180,annthyroid,Configure 3,0.9313059155419299,0.9088558864717651
181,appendicitis,Configure 3,0.9008930002789198,0.7673160354164645
182,ar1,Configure 3,0.8438998917139632,0.7572386440953949
183,ar3,Configure 3,0.8866421329735938,0.6944350893011045
184,ar4,Configure 3,0.9196126984603957,0.8125846458448569
185,ar6,Configure 3,0.9406368108176814,0.8375835601788626
186,arsenic-female-bladder,Configure 3,0.8426319462170183,0.7847367108177336
187,arsenic-female-lung,Configure 3,0.8414267938429754,0.7561280275006766
188,arsenic-male-bladder,Configure 3,0.8582110741362564,0.7948775496678222
189,arsenic-male-lung,Configure 3,0.8305754576335839,0.7705009695358814
190,backache,Configure 3,0.9056438123686245,0.7996759152891669
191,breastw,Configure 3,0.9271642086889298,0.896858580889022
192,cardio,Configure 3,0.878999326858242,0.8262608217136842
193,climate-model-simulation-crashes,Configure 3,-0.026837318183929804,-0.05120676293750532
194,datatrieve,Configure 3,0.9727806584628792,0.9320434712079417
195,fertility,Configure 3,0.7055732302291584,0.5430464159941467
196,flare,Configure 3,0.7937596549596639,0.7118794533405589
197,glass,Configure 3,0.9595088099683964,0.9034032155519967
198,ionosphere,Configure 3,0.891954242311146,0.8390608392396197
199,kc3,Configure 3,0.9136316452669945,0.8438394220378141
200,letter,Configure 3,0.7912678692182089,0.6999141464922276
201,lungcancer_GSE31210,Configure 3,0.9026986150390962,0.7777901391405011
202,lympho,Configure 3,0.8548915805521635,0.6988844087936512
203,mw1,Configure 3,0.8768603211391351,0.8317293189133371
204,optdigits,Configure 3,0.7952606535394814,0.7480584266938035
205,pc1,Configure 3,0.9584122857525543,0.9324301996070301
206,pima,Configure 3,0.8909069741334744,0.8336323085064564
207,satellite,Configure 3,0.9314261910760936,0.9009922996733292
208,satimage-2,Configure 3,0.8761139213280253,0.8364094247814245
209,thoracic_surgery,Configure 3,0.9005100746046054,0.8419451975668318
210,thyroid,Configure 3,0.9335967946573444,0.9052242092172686
211,vertebral,Configure 3,0.915705198362568,0.8106989070032503
212,visualizing_livestock,Configure 3,-0.09384844285521521,-0.10178973928088252
213,vowels,Configure 3,0.8075129440927398,0.7225286301142388
214,wbc,Configure 3,0.952598169825764,0.8882325846374509
215,wine,Configure 3,0.8349425919570954,0.7032741494106747
216,CastMetal1,Configure 4,0.746346973618765,0.7246441070405665
217,CostaMadre1,Configure 4,0.7384874740359362,0.6967259929302441
218,KnuggetChase3,Configure 4,0.6904816805431946,0.5838792308651538
219,KungChi3,Configure 4,0.5819183775270471,0.4697689785815354
220,MeanWhile1,Configure 4,0.6051415855774915,0.5465831542041447
221,MegaWatt1,Configure 4,0.6228663799061479,0.572874052017342
222,PieChart1,Configure 4,0.952754525321367,0.8938186209192795
223,PieChart2,Configure 4,0.9442386786545269,0.902279818314343
224,PieChart3,Configure 4,0.8598740182151349,0.8265160100845833
225,PizzaCutter1,Configure 4,0.929909422271443,0.895563253877987
226,PizzaCutter3,Configure 4,0.8694823961958232,0.84083581266044
227,analcatdata_apnea1,Configure 4,0.0,0.0
228,analcatdata_apnea2,Configure 4,0.0,0.0
229,analcatdata_apnea3,Configure 4,0.0,0.0
230,analcatdata_challenger,Configure 4,0.3045706822567332,0.22040139133472078
231,analcatdata_chlamydia,Configure 4,0.0,0.0
232,analcatdata_lawsuit,Configure 4,0.7464594467709046,0.6527892369147781
233,analcatdata_neavote,Configure 4,0.2263451380813416,0.16538305634373734
234,annthyroid,Configure 4,0.5491417986947182,0.5242252455483152
235,appendicitis,Configure 4,0.5090817569203884,0.47239015633937687
236,ar1,Configure 4,0.716614933999392,0.6671306227382141
237,ar3,Configure 4,0.8097297535290185,0.7085822891415434
238,ar4,Configure 4,0.7588345329114611,0.6071809957909176
239,ar6,Configure 4,0.6144404430146875,0.5815262150081973
240,arsenic-female-bladder,Configure 4,0.7766097183422492,0.6881197875797143
241,arsenic-female-lung,Configure 4,0.7589696866839887,0.6826099854617228
242,arsenic-male-bladder,Configure 4,0.8247054748077544,0.693230953339794
243,arsenic-male-lung,Configure 4,0.8081651053703311,0.7242172925800656
244,backache,Configure 4,0.8133599314043752,0.7223247996582307
245,breastw,Configure 4,0.9175613533813655,0.8857620620321731
246,cardio,Configure 4,0.7276714605776214,0.6910095987589108
247,climate-model-simulation-crashes,Configure 4,-0.046837834911725586,-0.05557264073083371
248,datatrieve,Configure 4,0.8645776358246025,0.8107380815570928
249,fertility,Configure 4,0.2903692944131212,0.22315015475330502
250,flare,Configure 4,0.7800332445819816,0.7173875964682127
251,glass,Configure 4,0.5815331880639819,0.5345479398914511
252,ionosphere,Configure 4,0.7272131187919756,0.6503934104663753
253,kc3,Configure 4,0.8456170416548758,0.7635857073015625
254,letter,Configure 4,0.6527466189541028,0.6037152427091232
255,lungcancer_GSE31210,Configure 4,0.7467990918511154,0.6588041888338096
256,lympho,Configure 4,0.386366526378802,0.3018845257556047
257,mw1,Configure 4,0.8035894640094716,0.7438980322601492
258,optdigits,Configure 4,0.31897926821295214,0.2913737866206906
259,pc1,Configure 4,0.8659337385765327,0.8067987360387141
260,pima,Configure 4,0.8910734865019212,0.8467812682578088
261,satellite,Configure 4,0.4991693628331258,0.4758586466491841
262,satimage-2,Configure 4,0.5326879456590035,0.5136823557482549
263,thoracic_surgery,Configure 4,0.8941917333515385,0.8386345372437503
264,thyroid,Configure 4,0.6690750779469192,0.6465403498857015
265,vertebral,Configure 4,0.6327512536148828,0.5429644749261323
266,visualizing_livestock,Configure 4,0.0,0.0
267,vowels,Configure 4,0.7354465183151038,0.6772470729717736
268,wbc,Configure 4,0.8264480320901244,0.7640497079813584
269,wine,Configure 4,0.5361261472867939,0.4800393261057123
