Filename,store_precision,assume_centered,support_fraction,contamination,Parameter_Iteration,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9
pendigits,TRUE,FALSE,None,0.4,0,0.107438017,0.107438017,0.107438017,0.107438017,0.107438017,0.107438017,0.107438017,0.107438017,0.107438017,0.107438017
pendigits,TRUE,FALSE,None,0.5,0,0.086883876,0.086883876,0.086883876,0.086883876,0.086883876,0.086883876,0.086883876,0.086883876,0.086883876,0.086883876
pendigits,TRUE,FALSE,None,LOF,0,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571
pendigits,TRUE,FALSE,None,IF,0,0.106849315,0.106849315,0.106849315,0.106849315,0.106849315,0.106849315,0.106849315,0.106849315,0.106849315,0.106849315
satimage-2,TRUE,FALSE,None,0.1,0,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411
satimage-2,FALSE,FALSE,None,0.1,0,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411
satimage-2,TRUE,TRUE,None,0.1,0,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411
satimage-2,TRUE,FALSE,0.1,0.1,0,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411
satimage-2,TRUE,FALSE,0.2,0.1,0,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411
satimage-2,TRUE,FALSE,0.3,0.1,0,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411
satimage-2,TRUE,FALSE,0.4,0.1,0,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411
satimage-2,TRUE,FALSE,0.5,0.1,0,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411
satimage-2,TRUE,FALSE,0.6,0.1,0,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411
satimage-2,TRUE,FALSE,0.7,0.1,0,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411
satimage-2,TRUE,FALSE,0.8,0.1,0,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411
satimage-2,TRUE,FALSE,0.9,0.1,0,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411,0.217791411
satimage-2,TRUE,FALSE,None,0.2,0,0.11525974,0.11525974,0.11525974,0.11525974,0.11525974,0.11525974,0.11525974,0.11525974,0.11525974,0.11525974
satimage-2,TRUE,FALSE,None,0.3,0,0.078366446,0.078366446,0.078366446,0.078366446,0.078366446,0.078366446,0.078366446,0.078366446,0.078366446,0.078366446
satimage-2,TRUE,FALSE,None,0.4,0,0.059364548,0.059364548,0.059364548,0.059364548,0.059364548,0.059364548,0.059364548,0.059364548,0.059364548,0.059364548
satimage-2,TRUE,FALSE,None,0.5,0,0.047779273,0.047763202,0.047779273,0.047779273,0.047779273,0.047779273,0.047779273,0.047763202,0.047779273,0.047779273
satimage-2,TRUE,FALSE,None,LOF,0,0.650717703,0.660287081,0.660287081,0.660287081,0.650717703,0.660287081,0.660287081,0.650717703,0.660287081,0.660287081
satimage-2,TRUE,FALSE,None,IF,0,0.219474498,0.219474498,0.219474498,0.219474498,0.219474498,0.219474498,0.219474498,0.219474498,0.219474498,0.219474498
PieChart3,TRUE,FALSE,None,0.1,0,0.190082645,0.157024793,0.198347107,0.190082645,0.181818182,0.157024793,0.181818182,0.157024793,0.198347107,0.190082645
PieChart3,FALSE,FALSE,None,0.1,0,0.190082645,0.173553719,0.173553719,0.173553719,0.181818182,0.190082645,0.190082645,0.173553719,0.190082645,0.190082645
PieChart3,TRUE,TRUE,None,0.1,0,0.181818182,0.173553719,0.173553719,0.181818182,0.173553719,0.157024793,0.173553719,0.165289256,0.181818182,0.173553719
PieChart3,TRUE,FALSE,0.1,0.1,0,0.181818182,0.123966942,0.190082645,0.181818182,0.190082645,0.181818182,0.165289256,0.190082645,0.165289256,0.181818182
PieChart3,TRUE,FALSE,0.2,0.1,0,0.190082645,0.190082645,0.165289256,0.190082645,0.157024793,0.190082645,0.165289256,0.181818182,0.165289256,0.148760331
PieChart3,TRUE,FALSE,0.3,0.1,0,0.165289256,0.181818182,0.190082645,0.165289256,0.190082645,0.181818182,0.165289256,0.173553719,0.157024793,0.198347107
PieChart3,TRUE,FALSE,0.4,0.1,0,0.190082645,0.190082645,0.198347107,0.148760331,0.181818182,0.181818182,0.173553719,0.173553719,0.157024793,0.190082645
PieChart3,TRUE,FALSE,0.5,0.1,0,0.173553719,0.165289256,0.181818182,0.173553719,0.198347107,0.181818182,0.173553719,0.190082645,0.173553719,0.198347107
PieChart3,TRUE,FALSE,0.6,0.1,0,0.181818182,0.181818182,0.165289256,0.198347107,0.181818182,0.165289256,0.173553719,0.190082645,0.190082645,0.181818182
PieChart3,TRUE,FALSE,0.7,0.1,0,0.165289256,0.198347107,0.173553719,0.165289256,0.140495868,0.165289256,0.173553719,0.157024793,0.165289256,0.173553719
PieChart3,TRUE,FALSE,0.8,0.1,0,0.173553719,0.165289256,0.157024793,0.173553719,0.157024793,0.173553719,0.157024793,0.165289256,0.165289256,0.165289256
PieChart3,TRUE,FALSE,0.9,0.1,0,0.173553719,0.165289256,0.173553719,0.157024793,0.157024793,0.165289256,0.165289256,0.157024793,0.165289256,0.173553719
PieChart3,TRUE,FALSE,None,0.2,0,0.28,0.285714286,0.268571429,0.297142857,0.268571429,0.291428571,0.268571429,0.274285714,0.291428571,0.28
PieChart3,TRUE,FALSE,None,0.3,0,0.306345733,0.319474836,0.319474836,0.310722101,0.323851204,0.297592998,0.310722101,0.310722101,0.332603939,0.328227571
PieChart3,TRUE,FALSE,None,0.4,0,0.318584071,0.318584071,0.325663717,0.325663717,0.325663717,0.311504425,0.325663717,0.311504425,0.318584071,0.315044248
PieChart3,TRUE,FALSE,None,0.5,0,0.317979198,0.324404762,0.320950966,0.324404762,0.326894502,0.318452381,0.317979198,0.321428571,0.323922734,0.32986627
PieChart3,TRUE,FALSE,None,LOF,0,0.013157895,0,0.013157895,0,0,0,0.026315789,0.013157895,0.013157895,0.013157895
PieChart3,TRUE,FALSE,None,IF,0,0.167400881,0.149779736,0.140969163,0.158590308,0.167400881,0.167400881,0.149779736,0.149779736,0.158590308,0.149779736
vowels,TRUE,FALSE,None,0.1,0,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449
vowels,FALSE,FALSE,None,0.1,0,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449
vowels,TRUE,TRUE,None,0.1,0,0.316326531,0.316326531,0.316326531,0.316326531,0.316326531,0.316326531,0.316326531,0.316326531,0.316326531,0.316326531
vowels,TRUE,FALSE,0.1,0.1,0,0.051020408,0.051020408,0.112244898,0.051020408,0.12244898,0.12244898,0.051020408,0.010204082,0.040816327,0.051020408
vowels,TRUE,FALSE,0.2,0.1,0,0.040816327,0.040816327,0.040816327,0.040816327,0.040816327,0.010204082,0.030612245,0.030612245,0.020408163,0.020408163
vowels,TRUE,FALSE,0.3,0.1,0,0.010204082,0.010204082,0.010204082,0.010204082,0.010204082,0.010204082,0.010204082,0.010204082,0.010204082,0.010204082
vowels,TRUE,FALSE,0.4,0.1,0,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449
vowels,TRUE,FALSE,0.5,0.1,0,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449,0.06122449
vowels,TRUE,FALSE,0.6,0.1,0,0.295918367,0.316326531,0.295918367,0.295918367,0.295918367,0.295918367,0.295918367,0.295918367,0.295918367,0.295918367
vowels,TRUE,FALSE,0.7,0.1,0,0.37755102,0.37755102,0.37755102,0.37755102,0.37755102,0.37755102,0.37755102,0.37755102,0.37755102,0.37755102
vowels,TRUE,FALSE,0.8,0.1,0,0.418367347,0.418367347,0.418367347,0.418367347,0.418367347,0.418367347,0.418367347,0.418367347,0.418367347,0.418367347
vowels,TRUE,FALSE,0.9,0.1,0,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429
vowels,TRUE,FALSE,None,0.2,0,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129,0.064516129
vowels,TRUE,FALSE,None,0.3,0,0.090349076,0.090349076,0.090349076,0.090349076,0.090349076,0.090349076,0.090349076,0.090349076,0.090349076,0.090349076
vowels,TRUE,FALSE,None,0.4,0,0.117088608,0.117088608,0.117088608,0.117088608,0.117088608,0.117088608,0.117088608,0.117088608,0.117088608,0.117088608
vowels,TRUE,FALSE,None,0.5,0,0.12596401,0.12596401,0.12596401,0.12596401,0.12596401,0.12596401,0.12596401,0.12596401,0.12596401,0.12596401
vowels,TRUE,FALSE,None,LOF,0,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303
vowels,TRUE,FALSE,None,IF,0,0.062827225,0.062827225,0.062827225,0.062827225,0.062827225,0.062827225,0.062827225,0.062827225,0.062827225,0.062827225
cardio,TRUE,FALSE,None,0.1,0,0.401114206,0.412256267,0.484679666,0.473537604,0.488888889,0.473537604,0.406685237,0.477777778,0.488888889,0.467966574
cardio,FALSE,FALSE,None,0.1,0,0.472222222,0.472222222,0.467966574,0.473537604,0.405555556,0.411111111,0.406685237,0.367688022,0.406685237,0.501392758
cardio,TRUE,TRUE,None,0.1,0,0.540389972,0.544444444,0.540389972,0.540389972,0.540389972,0.540389972,0.538888889,0.55,0.545961003,0.551532033
cardio,TRUE,FALSE,0.1,0.1,0,0.384401114,0.45,0.512534819,0.456824513,0.35,0.440111421,0.540389972,0.367688022,0.333333333,0.283333333
cardio,TRUE,FALSE,0.2,0.1,0,0.455555556,0.383333333,0.557103064,0.5,0.428969359,0.395543175,0.462395543,0.529247911,0.433333333,0.355555556
cardio,TRUE,FALSE,0.3,0.1,0,0.473537604,0.451253482,0.423398329,0.479108635,0.428969359,0.428969359,0.428969359,0.412256267,0.367688022,0.422222222
cardio,TRUE,FALSE,0.4,0.1,0,0.5,0.495821727,0.462395543,0.412256267,0.473537604,0.467966574,0.440111421,0.456824513,0.462395543,0.444444444
cardio,TRUE,FALSE,0.5,0.1,0,0.501392758,0.411111111,0.472222222,0.467966574,0.473537604,0.472222222,0.423398329,0.4,0.473537604,0.405555556
cardio,TRUE,FALSE,0.6,0.1,0,0.405555556,0.473537604,0.406685237,0.412256267,0.479108635,0.405555556,0.483333333,0.406685237,0.512534819,0.495821727
cardio,TRUE,FALSE,0.7,0.1,0,0.484679666,0.401114206,0.490250696,0.416666667,0.405555556,0.479108635,0.473537604,0.423398329,0.417827298,0.483333333
cardio,TRUE,FALSE,0.8,0.1,0,0.51810585,0.522222222,0.433333333,0.422222222,0.473537604,0.423398329,0.427777778,0.43454039,0.405555556,0.512534819
cardio,TRUE,FALSE,0.9,0.1,0,0.444444444,0.545961003,0.544444444,0.534818942,0.540389972,0.540389972,0.545961003,0.533333333,0.540389972,0.538888889
cardio,TRUE,FALSE,None,0.2,0,0.394106814,0.409594096,0.402214022,0.397790055,0.41252302,0.413284133,0.409594096,0.398523985,0.397790055,0.409594096
cardio,TRUE,FALSE,None,0.3,0,0.322758621,0.325517241,0.32,0.325068871,0.32,0.353103448,0.325517241,0.331034483,0.322758621,0.358126722
cardio,TRUE,FALSE,None,0.4,0,0.279735683,0.266519824,0.283828383,0.297029703,0.281628163,0.27753304,0.277227723,0.268426843,0.277227723,0.284140969
cardio,TRUE,FALSE,None,0.5,0,0.287545788,0.247479377,0.243813016,0.251145738,0.265567766,0.245646196,0.278643446,0.272893773,0.258241758,0.298808433
cardio,TRUE,FALSE,None,LOF,0,0.186046512,0.195348837,0.204651163,0.186046512,0.176744186,0.186046512,0.186046512,0.213953488,0.186046512,0.195348837
cardio,TRUE,FALSE,None,IF,0,0.479532164,0.479532164,0.397660819,0.461988304,0.415204678,0.485380117,0.49122807,0.473684211,0.438596491,0.409356725
ar6,TRUE,FALSE,None,0.1,0,0.307692308,0.32,0.307692308,0.384615385,0.32,0.32,0.307692308,0.4,0.384615385,0.32
ar6,FALSE,FALSE,None,0.1,0,0.230769231,0.307692308,0.32,0.32,0.384615385,0.384615385,0.307692308,0.32,0.384615385,0.384615385
ar6,TRUE,TRUE,None,0.1,0,0.32,0.4,0.307692308,0.307692308,0.384615385,0.32,0.4,0.384615385,0.307692308,0.384615385
ar6,TRUE,FALSE,0.1,0.1,0,0.307692308,0.4,0.307692308,0.4,0.384615385,0.24,0.24,0.384615385,0.4,0.4
ar6,TRUE,FALSE,0.2,0.1,0,0.32,0.307692308,0.4,0.384615385,0.16,0.4,0.076923077,0.230769231,0.24,0.307692308
ar6,TRUE,FALSE,0.3,0.1,0,0.4,0.384615385,0.32,0.384615385,0.4,0.307692308,0.24,0.384615385,0.32,0.4
ar6,TRUE,FALSE,0.4,0.1,0,0.307692308,0.307692308,0.32,0.384615385,0.307692308,0.32,0.32,0.32,0.307692308,0.32
ar6,TRUE,FALSE,0.5,0.1,0,0.307692308,0.384615385,0.4,0.32,0.32,0.32,0.384615385,0.307692308,0.32,0.32
ar6,TRUE,FALSE,0.6,0.1,0,0.32,0.32,0.24,0.32,0.32,0.32,0.32,0.32,0.307692308,0.32
ar6,TRUE,FALSE,0.7,0.1,0,0.37037037,0.4,0.307692308,0.384615385,0.307692308,0.32,0.384615385,0.32,0.307692308,0.32
ar6,TRUE,FALSE,0.8,0.1,0,0.384615385,0.4,0.4,0.32,0.4,0.384615385,0.4,0.32,0.384615385,0.384615385
ar6,TRUE,FALSE,0.9,0.1,0,0.4,0.384615385,0.384615385,0.4,0.384615385,0.384615385,0.4,0.384615385,0.4,0.4
ar6,TRUE,FALSE,None,0.2,0,0.333333333,0.4,0.388888889,0.388888889,0.4,0.342857143,0.4,0.4,0.342857143,0.388888889
ar6,TRUE,FALSE,None,0.3,0,0.363636364,0.4,0.391304348,0.391304348,0.304347826,0.311111111,0.391304348,0.363636364,0.355555556,0.4
ar6,TRUE,FALSE,None,0.4,0,0.285714286,0.363636364,0.285714286,0.285714286,0.363636364,0.285714286,0.363636364,0.321428571,0.363636364,0.327272727
ar6,TRUE,FALSE,None,0.5,0,0.303030303,0.338461538,0.307692308,0.307692308,0.303030303,0.333333333,0.307692308,0.307692308,0.307692308,0.3125
ar6,TRUE,FALSE,None,LOF,0,0.339622642,0.339622642,0.301886792,0.339622642,0.339622642,0.339622642,0.339622642,0.339622642,0.339622642,0.301886792
ar6,TRUE,FALSE,None,IF,0,0.333333333,0.333333333,0.333333333,0.333333333,0.466666667,0.333333333,0.333333333,0.333333333,0.333333333,0.4
thyroid,TRUE,FALSE,None,0.1,0,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321
thyroid,FALSE,FALSE,None,0.1,0,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321
thyroid,TRUE,TRUE,None,0.1,0,0.382165605,0.382165605,0.382165605,0.382165605,0.382165605,0.382165605,0.382165605,0.382165605,0.382165605,0.382165605
thyroid,TRUE,FALSE,0.1,0.1,0,0.148619958,0.326963907,0.326963907,0.335456476,0.365180467,0.326963907,0.152866242,0.165605096,0.203821656,0.331210191
thyroid,TRUE,FALSE,0.2,0.1,0,0.373673036,0.373673036,0.373673036,0.373673036,0.373673036,0.373673036,0.373673036,0.373673036,0.373673036,0.373673036
thyroid,TRUE,FALSE,0.3,0.1,0,0.377919321,0.377919321,0.377919321,0.373673036,0.373673036,0.377919321,0.377919321,0.373673036,0.373673036,0.373673036
thyroid,TRUE,FALSE,0.4,0.1,0,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321
thyroid,TRUE,FALSE,0.5,0.1,0,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321
thyroid,TRUE,FALSE,0.6,0.1,0,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321
thyroid,TRUE,FALSE,0.7,0.1,0,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321
thyroid,TRUE,FALSE,0.8,0.1,0,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321
thyroid,TRUE,FALSE,0.9,0.1,0,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321,0.377919321
thyroid,TRUE,FALSE,None,0.2,0,0.219339623,0.219339623,0.219339623,0.219339623,0.219339623,0.219339623,0.219339623,0.219339623,0.219339623,0.219339623
thyroid,TRUE,FALSE,None,0.3,0,0.151836735,0.151836735,0.151836735,0.151836735,0.151836735,0.151836735,0.151836735,0.151836735,0.151836735,0.151836735
thyroid,TRUE,FALSE,None,0.4,0,0.116104869,0.116104869,0.116104869,0.116104869,0.116104869,0.116104869,0.116104869,0.116104869,0.116104869,0.116104869
thyroid,TRUE,FALSE,None,0.5,0,0.093986862,0.093986862,0.093986862,0.093986862,0.093986862,0.093986862,0.093986862,0.093986862,0.093986862,0.093986862
thyroid,TRUE,FALSE,None,LOF,0,0.633744856,0.633744856,0.633744856,0.633744856,0.633744856,0.633744856,0.633744856,0.633744856,0.633744856,0.633744856
thyroid,TRUE,FALSE,None,IF,0,0.385964912,0.385964912,0.385964912,0.385964912,0.385964912,0.385964912,0.385964912,0.385964912,0.385964912,0.385964912
PizzaCutter3,TRUE,FALSE,None,0.1,0,0.172413793,0.181034483,0.181034483,0.172413793,0.181034483,0.172413793,0.172413793,0.172413793,0.189655172,0.181034483
PizzaCutter3,FALSE,FALSE,None,0.1,0,0.181034483,0.181034483,0.181034483,0.181034483,0.181034483,0.181034483,0.181034483,0.181034483,0.172413793,0.181034483
PizzaCutter3,TRUE,TRUE,None,0.1,0,0.172413793,0.172413793,0.181034483,0.172413793,0.163793103,0.181034483,0.163793103,0.172413793,0.163793103,0.189655172
PizzaCutter3,TRUE,FALSE,0.1,0.1,0,0.155172414,0.189655172,0.198275862,0.163793103,0.155172414,0.172413793,0.189655172,0.163793103,0.181034483,0.198275862
