Filename,n_estimators,max_samples,contamination,max_features,bootstrap,n_jobs,warm_start,Parameter_Iteration,F1_Median,F1_Range,ARI_Median
MeanWhile1,100,0.1,auto,1.0,False,None,False,0,0.3060801419831421,0.03460891641782138,0.8125236324787141
MeanWhile1,100,0.2,auto,1.0,False,None,False,0,0.35183174318384325,0.019742326399210666,0.8635977878946836
MeanWhile1,100,0.3,auto,1.0,False,None,False,0,0.35859027815990596,0.017872730639344764,0.8474939936381729
MeanWhile1,100,0.4,auto,1.0,False,None,False,0,0.36919389575396194,0.028446587258340577,0.841049780155703
MeanWhile1,100,0.5,auto,1.0,False,None,False,0,0.35293874661268576,0.05658899549637762,0.8205189381060474
MeanWhile1,100,0.6,auto,1.0,False,None,False,0,0.3071017955540792,0.06170366661102769,0.8269149554980528
MeanWhile1,100,0.7,auto,1.0,False,None,False,0,0.30487728777339435,0.05480147737765465,0.7992119371979138
MeanWhile1,100,0.8,auto,1.0,False,None,False,0,0.2779207495729884,0.071612960297228,0.7904519507962346
MeanWhile1,100,0.9,auto,1.0,False,None,False,0,0.28165249224725697,0.06908236415958591,0.8081470640872199
MeanWhile1,100,1.0,auto,1.0,False,None,False,0,0.27280161031598127,0.036713028947756375,0.8470438885382856
MeanWhile1,100,auto,auto,0.1,False,None,False,0,0.3047837226992695,0.06980623985637996,0.785508203134015
MeanWhile1,100,auto,auto,0.2,False,None,False,0,0.27981831235106996,0.06654813309626623,0.8102672571253687
MeanWhile1,100,auto,auto,0.3,False,None,False,0,0.2652113656815329,0.03717976490439974,0.8530822080661402
MeanWhile1,100,auto,auto,0.4,False,None,False,0,0.25678384814476535,0.03012609323522608,0.8271741992522543
MeanWhile1,100,auto,auto,0.5,False,None,False,0,0.26992956909752613,0.02667111980533413,0.8468038739160296
MeanWhile1,100,auto,auto,0.6,False,None,False,0,0.27695798117025994,0.06641402606484068,0.8350080912960542
MeanWhile1,100,auto,auto,0.7,False,None,False,0,0.26712280808181915,0.052497745450244625,0.8666764540591997
MeanWhile1,100,auto,auto,0.8,False,None,False,0,0.263098020563293,0.04286233200145293,0.8475746090813746
MeanWhile1,100,auto,auto,0.9,False,None,False,0,0.24780256648847102,0.06270368713655829,0.8509591148985302
MeanWhile1,100,auto,auto,1.0,True,None,False,0,0.32870017844268046,0.02614218235224078,0.8297680839937877
MeanWhile1,100,auto,auto,1.0,False,1,False,0,0.2655028527471199,0.036007938758151434,0.8511043823221944
MeanWhile1,100,auto,auto,1.0,False,None,True,0,0.25832580734277255,0.04237675669642061,0.8362472023855368
MegaWatt1,2,auto,auto,1.0,False,None,False,0,0.23929941519161607,0.18985202433711404,0.24256248046381132
MegaWatt1,4,auto,auto,1.0,False,None,False,0,0.1938065697658375,0.25899461906843063,0.4063864463075935
MegaWatt1,8,auto,auto,1.0,False,None,False,0,0.2769587015141809,0.21621110017414993,0.5282262117517137
MegaWatt1,16,auto,auto,1.0,False,None,False,0,0.25380957719102526,0.16283527352185742,0.6603781505458559
MegaWatt1,32,auto,auto,1.0,False,None,False,0,0.25890845549547903,0.12059474566054552,0.719560610773277
MegaWatt1,64,auto,auto,1.0,False,None,False,0,0.26448443279491485,0.1074908481614367,0.7759841791472499
MegaWatt1,100,auto,auto,1.0,False,None,False,0,0.2646788237043508,0.033657849228207234,0.8604624498911734
MegaWatt1,128,auto,auto,1.0,False,None,False,0,0.25820988225708125,0.04382901052346931,0.8637439227618474
MegaWatt1,256,auto,auto,1.0,False,None,False,0,0.2714843083500131,0.017151666987858857,0.9451104843303917
MegaWatt1,512,auto,auto,1.0,False,None,False,0,0.27034753407894363,0.007299270072992675,0.946274104684619
MegaWatt1,100,0.1,auto,1.0,False,None,False,0,0.3118647241447349,0.026554824007990797,0.781561154782202
MegaWatt1,100,0.2,auto,1.0,False,None,False,0,0.34159592152123996,0.03535808557383804,0.8535911470613573
MegaWatt1,100,0.3,auto,1.0,False,None,False,0,0.365481799431891,0.02130729818344544,0.8236202529649496
MegaWatt1,100,0.4,auto,1.0,False,None,False,0,0.3598220976008559,0.03598239710069889,0.8302882902229677
MegaWatt1,100,0.5,auto,1.0,False,None,False,0,0.3487021483397726,0.08214820909117615,0.8227388357129946
MegaWatt1,100,0.6,auto,1.0,False,None,False,0,0.3000112811940545,0.0898031010544695,0.8200556346531608
MegaWatt1,100,0.7,auto,1.0,False,None,False,0,0.2884635722001064,0.056268042212862746,0.8141132089468013
MegaWatt1,100,0.8,auto,1.0,False,None,False,0,0.26414571669791365,0.057391435635155856,0.8343100059572885
MegaWatt1,100,0.9,auto,1.0,False,None,False,0,0.26617281091445705,0.04813590482419704,0.8457185530346817
MegaWatt1,100,1.0,auto,1.0,False,None,False,0,0.25922448681150306,0.028037383177570117,0.8684141440552857
MegaWatt1,100,auto,auto,0.1,False,None,False,0,0.32910531505105817,0.06991096721974902,0.8227797723565522
MegaWatt1,100,auto,auto,0.2,False,None,False,0,0.2672632845020466,0.040189125295508214,0.8255146967347657
MegaWatt1,100,auto,auto,0.3,False,None,False,0,0.27203652492540153,0.04761904761904752,0.8397400653707382
MegaWatt1,100,auto,auto,0.4,False,None,False,0,0.26054507308996466,0.07448015122873337,0.8667599912170744
MegaWatt1,100,auto,auto,0.5,False,None,False,0,0.262477085572247,0.018518518518518563,0.8470759423015557
MegaWatt1,100,auto,auto,0.6,False,None,False,0,0.2708452900385236,0.057300097118808735,0.8352094452805215
MegaWatt1,100,auto,auto,0.7,False,None,False,0,0.2593492289352445,0.08142114499519885,0.842683358193426
MegaWatt1,100,auto,auto,0.8,False,None,False,0,0.2528792659522882,0.031274805524686436,0.8508523914873843
MegaWatt1,100,auto,auto,0.9,False,None,False,0,0.26435597279487205,0.030695285523416247,0.8482536175529874
MegaWatt1,100,auto,auto,1.0,True,None,False,0,0.33657500591582157,0.030109757749329277,0.803041744652944
MegaWatt1,100,auto,auto,1.0,False,1,False,0,0.26558950282257715,0.04955837547829832,0.8667669211793813
MegaWatt1,100,auto,auto,1.0,False,None,True,0,0.2555316708847705,0.028234802007808202,0.8728958595861704
PieChart1,2,auto,auto,1.0,False,None,False,0,0.21515641538964764,0.10345349137133589,0.29652153745594184
PieChart1,4,auto,auto,1.0,False,None,False,0,0.25414116847420115,0.06522718732227635,0.49410417029728726
PieChart1,8,auto,auto,1.0,False,None,False,0,0.27001825047581607,0.08959668183365835,0.6194673874312622
PieChart1,16,auto,auto,1.0,False,None,False,0,0.27994688616139907,0.05457726691433542,0.752220934397144
PieChart1,32,auto,auto,1.0,False,None,False,0,0.2740598470882449,0.02910964476390108,0.837669762783356
PieChart1,64,auto,auto,1.0,False,None,False,0,0.2771720556270403,0.02524208625818246,0.8650865653941994
PieChart1,100,auto,auto,1.0,False,None,False,0,0.29128841750626533,0.03416813344783233,0.8854653011547711
PieChart1,128,auto,auto,1.0,False,None,False,0,0.2758799159137704,0.02151709483622593,0.8777397502087965
PieChart1,256,auto,auto,1.0,False,None,False,0,0.28253561139292355,0.01734157511310347,0.9299369731876761
PieChart1,512,auto,auto,1.0,False,None,False,0,0.28399172273952317,0.010864786786409586,0.9474725971671041
PieChart1,100,0.1,auto,1.0,False,None,False,0,0.26385433917250817,0.02046371412029303,0.8798551075767721
PieChart1,100,0.2,auto,1.0,False,None,False,0,0.2920814878325203,0.02710967647986807,0.9345659197736216
PieChart1,100,0.3,auto,1.0,False,None,False,0,0.2799347456565028,0.03551042645479507,0.8781713614586566
PieChart1,100,0.4,auto,1.0,False,None,False,0,0.28293379462785934,0.024498815201241957,0.8872459360322048
PieChart1,100,0.5,auto,1.0,False,None,False,0,0.28657555662535916,0.016573301328411127,0.9186108408434159
PieChart1,100,0.6,auto,1.0,False,None,False,0,0.2794885076151556,0.04936752766545978,0.9120400278886771
PieChart1,100,0.7,auto,1.0,False,None,False,0,0.26213575701547065,0.05419473771868279,0.8719326775030385
PieChart1,100,0.8,auto,1.0,False,None,False,0,0.26289986788567127,0.019305795285271873,0.876465522937506
PieChart1,100,0.9,auto,1.0,False,None,False,0,0.26149497565433866,0.054745938986421674,0.8897018378281604
PieChart1,100,1.0,auto,1.0,False,None,False,0,0.2496727083610586,0.05366014845935068,0.9249380815182481
PieChart1,100,auto,auto,0.1,False,None,False,0,0.27814423826744794,0.07252531852335814,0.8735112065809918
PieChart1,100,auto,auto,0.2,False,None,False,0,0.2798466126262396,0.03715111624467536,0.871898802833699
PieChart1,100,auto,auto,0.3,False,None,False,0,0.28347544860728047,0.029528200231776363,0.8851473615881109
PieChart1,100,auto,auto,0.4,False,None,False,0,0.27974471708573695,0.02311628814516465,0.8703147310440678
PieChart1,100,auto,auto,0.5,False,None,False,0,0.2828086727008155,0.027647301949590607,0.8866256347345685
PieChart1,100,auto,auto,0.6,False,None,False,0,0.2859433414032525,0.021924666466815727,0.8939914162731653
PieChart1,100,auto,auto,0.7,False,None,False,0,0.27883676546474906,0.0074721633607832665,0.8601582819517601
PieChart1,100,auto,auto,0.8,False,None,False,0,0.28544908097628396,0.0310101799822158,0.8830720867911686
PieChart1,100,auto,auto,0.9,False,None,False,0,0.2781469674384275,0.022136387527349668,0.8964929363497866
PieChart1,100,auto,auto,1.0,True,None,False,0,0.2846041205332289,0.029736961574994166,0.8939938398753581
PieChart1,100,auto,auto,1.0,False,1,False,0,0.2760360992482408,0.04192705957120078,0.8830781011063294
PieChart1,100,auto,auto,1.0,False,None,True,0,0.278292501533276,0.031699118272697606,0.8952372544732444
PieChart2,2,auto,auto,1.0,False,None,False,0,0.08735653133413222,0.20937419417247952,0.30533909863408837
PieChart2,4,auto,auto,1.0,False,None,False,0,0.09579409117789096,0.13064499237203314,0.5082188034044846
PieChart2,8,auto,auto,1.0,False,None,False,0,0.11475481890839959,0.1645770253388548,0.628757896291905
PieChart2,16,auto,auto,1.0,False,None,False,0,0.10425546640369074,0.17912427032855344,0.7375337643672288
PieChart2,32,auto,auto,1.0,False,None,False,0,0.10379641478300979,0.09504206472577836,0.8408230013104233
PieChart2,64,auto,auto,1.0,False,None,False,0,0.10330112726053771,0.14888287522644406,0.8830683344681901
PieChart2,100,auto,auto,1.0,False,None,False,0,0.10041950282885388,0.10718799817855616,0.8880414035963888
PieChart2,128,auto,auto,1.0,False,None,False,0,0.1045996505687485,0.09325300589691896,0.9193772425313019
PieChart2,256,auto,auto,1.0,False,None,False,0,0.09947434097049043,0.10662008579135915,0.9362652069690203
PieChart2,512,auto,auto,1.0,False,None,False,0,0.09345129610268763,0.026437202489930305,0.9438561595463711
PieChart2,100,0.1,auto,1.0,False,None,False,0,0.13570086362870884,0.010372998726624897,0.9101228193646658
PieChart2,100,0.2,auto,1.0,False,None,False,0,0.116197411515926,0.035616438356164314,0.8565657006790388
PieChart2,100,0.3,auto,1.0,False,None,False,0,0.10938467550142864,0.06275296262534193,0.9087231388268125
PieChart2,100,0.4,auto,1.0,False,None,False,0,0.09901514801722609,0.13768692665354176,0.9141096021459387
PieChart2,100,0.5,auto,1.0,False,None,False,0,0.08925734680329736,0.007518796992481401,0.9349269322731074
PieChart2,100,0.6,auto,1.0,False,None,False,0,0.09221859607402148,0.02537558535608761,0.8842094283839709
PieChart2,100,0.7,auto,1.0,False,None,False,0,0.08153446220637763,0.14381270903010054,0.8782757235375379
PieChart2,100,0.8,auto,1.0,False,None,False,0,0.08768518286079423,0.16051954417350783,0.8670529923114008
PieChart2,100,0.9,auto,1.0,False,None,False,0,0.08175356657784112,0.14609099432959755,0.8810922568721737
PieChart2,100,1.0,auto,1.0,False,None,False,0,0.08303519477983981,0.05002402883460172,0.8855569185192255
PieChart2,100,auto,auto,0.1,False,None,False,0,0.11144735954018122,0.09036217522421468,0.8778707975949586
PieChart2,100,auto,auto,0.2,False,None,False,0,0.11326014910543843,0.10642670812363314,0.9125056881003071
PieChart2,100,auto,auto,0.3,False,None,False,0,0.09999816040216333,0.11228033252657052,0.9263318821604634
PieChart2,100,auto,auto,0.4,False,None,False,0,0.10312615283241247,0.12196629343827961,0.9082837183977116
PieChart2,100,auto,auto,0.5,False,None,False,0,0.09693488765690393,0.13606839207711532,0.8997867295473522
PieChart2,100,auto,auto,0.6,False,None,False,0,0.09787001416562831,0.10534340442684119,0.9086564265979616
PieChart2,100,auto,auto,0.7,False,None,False,0,0.0970068829472941,0.10495139368059746,0.8989638981188453
PieChart2,100,auto,auto,0.8,False,None,False,0,0.09581868410732708,0.1395456592248409,0.9166407309825817
PieChart2,100,auto,auto,0.9,False,None,False,0,0.10683964915695061,0.16227338210633308,0.9072701858013981
PieChart2,100,auto,auto,1.0,True,None,False,0,0.10831995244806658,0.0581769101256485,0.8478825741544761
