Filename,Determinism_Default,Performance_Default,Determinism_CS2,Performance_CS2,Performance_Improve,Determinism_Improve
ar6,0.7709916573574529,0.3473846153846153,0.7287759589507145,0.3617460317460317,0.014361416361416413,-0.042215698406738444
arsenic-female-bladder,1.0,0.2647058823529412,1.0,0.28125,0.01654411764705882,0.0
arsenic-female-lung,1.0,0.4,0.9967228826051068,0.2442748091603053,-0.15572519083969472,-0.0032771173948932253
arsenic-male-bladder,1.0,0.325,1.0,0.2058823529411764,-0.1191176470588236,0.0
arsenic-male-lung,1.0,0.3768115942028985,1.0,0.208,-0.1688115942028985,0.0
backache,0.4344014290903727,0.255813953488372,0.4773134306434082,0.2885245901639343,0.03271063667556229,0.042912001553035484
breastw,0.823389308105271,0.4339058335801006,0.923228016909586,0.7226804560076754,0.2887746224275748,0.099838708804315
cardio,0.9142126282534472,0.458232745280099,0.9365693394425334,0.3994114968773997,-0.05882124840269931,0.02235671118908622
climate-model-simulation-crashes,0.943110045388872,0.1159999999999999,0.954358692041107,0.1831168831168831,0.0671168831168832,0.011248646652235017
datatrieve,0.8625007471161317,0.2083333333333332,0.933624903524569,0.308108108108108,0.09977477477477481,0.07112415640843728
fertility,0.5935582990397805,0.1454545454545454,0.6586086132124237,0.1752382697947213,0.0297837243401759,0.06505031417264318
flare,0.7792526851849554,0.2669773301477453,0.6682725229970615,0.2833007610394031,0.01632343089165783,-0.11098016218789386
glass,0.9411564410736328,0.0129032258064515,1.0,0.1153846153846152,0.10248138957816369,0.05884355892636717
ionosphere,0.9287214530464656,0.4376811594202899,0.9713898802169396,0.7136063936063936,0.27592523418610365,0.04266842717047403
kc3,0.795245116408299,0.3235955056179774,0.8753387397112682,0.3274074074074073,0.0038119017894299168,0.08009362330296921
letter,0.9722842860976916,0.213076923076923,0.8654727526784344,0.278095238095238,0.06501831501831501,-0.1068115334192572
lungcancer_GSE31210,0.9172116444324429,0.1724137931034482,0.8659667335040233,0.2191666666666666,0.04675287356321839,-0.05124491092841954
lympho,0.635304494490758,0.3714285714285713,0.5697165799473268,0.2388888888888888,-0.13253968253968249,-0.06558791454343116
mw1,0.8744755434344957,0.2141627543035993,0.8215401913478385,0.2571428571428571,0.04298010283925782,-0.05293535208665723
optdigits,0.4923310149270788,0.000297619047619,0.651785515432714,0.0036877598385894,0.0033901407909703997,0.1594545005056352
pc1,0.90410428916512,0.2297872340425531,0.9192121417439136,0.2254180602006688,-0.004369173841884316,0.015107852578793657
pima,0.9766191664825724,0.2255072463768115,0.9899327714473172,0.3672985781990521,0.1417913318222406,0.013313604964744763
satellite,1.0,0.4641791044776119,0.9989528411624392,0.659043033403551,0.19486392892593907,-0.001047158837560791
satimage-2,0.998445203778935,0.2177914110429447,0.99581601983625,0.1152597402597402,-0.10253167078320449,-0.002629183942684965
thoracic_surgery,0.6260890697150648,0.1658119658119657,0.6829591499427873,0.298780487804878,0.1329685219929123,0.05687008022772244
thyroid,0.9974517858527308,0.3779193205944798,0.9981603332155689,0.2193396226415094,-0.1585796979529704,0.0007085473628380967
vertebral,1.0,0.0,0.9606401502393784,0.0256410256410256,0.0256410256410256,-0.03935984976062157
visualizing_livestock,1.0,0.054054054054054,1.0,0.1224489795918366,0.06839492553778259,0.0
vowels,1.0,0.0612244897959183,0.9862327816397168,0.2457580902402633,0.184533600444345,-0.013767218360283162
wbc,0.9857892364426956,0.4745762711864406,0.9716114656545266,0.3402061855670103,-0.13437008561943026,-0.014177770788168953
wine,0.9450464544755576,0.6956521739130433,0.8874725764371981,0.5555555555555556,-0.14009661835748777,-0.05757387803835945
