Filename,Determinism_Default,Performance_Default,Determinism_CS2,Performance_CS2,Performance_Improve,Determinism_Improve
CastMetal1,0.8663252856088212,0.2373333333333332,0.9302961091466838,0.2518518518518518,0.014518518518518625,0.06397082353786265
CostaMadre1,0.8605081338123586,0.2411764705882352,0.92262395391375,0.2515253524090047,0.010348881820769512,0.062115820101391384
KnuggetChase3,0.9206526105099146,0.2857142857142857,0.7249336473416523,0.3866666666666666,0.1009523809523809,-0.19571896316826232
KungChi3,0.7157558561971538,0.3172413793103448,0.6016802842253071,0.3658536585365853,0.04861227922624051,-0.1140755719718467
MeanWhile1,0.722564378431536,0.0943396226415094,0.788668078677265,0.2564102564102564,0.16207063376874697,0.06610370024572898
MegaWatt1,0.7608652989068866,0.0981132075471697,0.7516634799971524,0.2538461538461538,0.15573294629898407,-0.00920181890973415
PieChart1,0.7616926372557998,0.2545454545454544,0.8168017205157757,0.3029702970297029,0.0484248424842485,0.05510908325997588
PieChart2,0.793470731990948,0.1318681318681318,0.9032722373284208,0.1090909090909089,-0.022777222777222883,0.1098015053374728
PieChart3,0.79009171044597,0.1743801652892562,0.7968755401430111,0.2697142857142857,0.09533412042502948,0.006783829697041055
PizzaCutter1,0.9278465697561032,0.2727531690642358,0.8474609154732708,0.2615276145710928,-0.011225554493142997,-0.0803856542828324
PizzaCutter3,0.9145877989756876,0.1836206896551724,0.8867896017079321,0.2726190476190476,0.0889983579638752,-0.027798197267755564
analcatdata_apnea1,1.0,0.1834862385321099,1.0,0.2013422818791946,0.017856043347084682,0.0
analcatdata_apnea2,1.0,0.1785714285714284,1.0,0.1973684210526314,0.01879699248120298,0.0
analcatdata_apnea3,1.0,0.1684210526315788,1.0,0.1986754966887416,0.030254444057162794,0.0
analcatdata_challenger,1.0,0.2857142857142857,0.4815119531745844,0.0909090909090909,-0.19480519480519481,-0.5184880468254156
analcatdata_chlamydia,1.0,0.0,1.0,0.1142857142857141,0.1142857142857141,0.0
analcatdata_lawsuit,1.0,0.0434782608695652,1.0,0.1944444444444444,0.15096618357487918,0.0
analcatdata_neavote,0.860938271604938,0.1176470588235294,0.4921119402985073,0.1037037037037036,-0.013943355119825793,-0.36882633130643067
annthyroid,0.9976176058218208,0.4502392344497608,0.996825700397213,0.4411347517730496,-0.009104482676711156,-0.0007919054246078305
appendicitis,0.9754939238684,0.3062499999999999,0.9847462810066016,0.5140642303433001,0.20781423034330015,0.009252357138201606
ar1,0.631575432693479,0.2034632034632034,0.7211564743151879,0.2092691622103386,0.005805958747135187,0.08958104162170888
ar3,0.7223277203257985,0.5866666666666667,0.6872658362359052,0.5428571428571428,-0.043809523809523854,-0.0350618840898933
ar4,0.8640075867012488,0.4709677419354838,0.7888184943043571,0.4904761904761904,0.019508448540706602,-0.07518909239689164
