Filename,store_precision,assume_centered,support_fraction,contamination,Parameter_Iteration,F1_Median,F1_Range,ARI_Median
KungChi3,True,False,0.3,0.1,0,0.303448275862069,0.11111111111111126,0.5587448053346291
KungChi3,True,False,0.4,0.1,0,0.31034482758620685,0.11111111111111126,0.6408405810118308
KungChi3,True,False,0.5,0.1,0,0.3034482758620689,0.11111111111111126,0.6114466070731507
KungChi3,True,False,0.6,0.1,0,0.32413793103448274,0.08108108108108115,0.6288794799250916
KungChi3,True,False,0.7,0.1,0,0.28965517241379307,0.0,0.7156022626037445
KungChi3,True,False,0.8,0.1,0,0.296551724137931,0.0857142857142858,0.8384579381319048
KungChi3,True,False,0.9,0.1,0,0.32413793103448274,0.11111111111111126,0.8784114716174655
KungChi3,True,False,None,0.2,0,0.36585365853658536,0.06666666666666658,0.7035800972278878
KungChi3,True,False,None,0.3,0,0.339622641509434,0.0,0.6613170163322745
KungChi3,True,False,None,0.4,0,0.3261538461538461,0.036144578313252976,0.5988342961776028
KungChi3,True,False,None,0.5,0,0.3105561105561105,0.04347826086956524,0.7243586965002471
KungChi3,True,False,None,LOF,0,0.27692307692307694,0.14285714285714302,0.8364730724706506
KungChi3,True,False,None,IF,0,0.3625,0.06666666666666667,0.8208921110262943
MeanWhile1,True,False,None,0.1,0,0.0943396226415094,0.20000000000000018,0.722564378431536
MeanWhile1,False,False,None,0.1,0,0.10943396226415089,0.3333333333333336,0.7756746185019522
MeanWhile1,True,True,None,0.1,0,0.08679245283018865,0.15789473684210545,0.8527385287067896
MeanWhile1,True,False,0.1,0.1,0,0.13207547169811318,0.28000000000000025,0.6344570130528433
MeanWhile1,True,False,0.2,0.1,0,0.1622641509433962,0.29411764705882354,0.593443746055713
MeanWhile1,True,False,0.3,0.1,0,0.1283018867924528,0.28000000000000025,0.628852113000171
MeanWhile1,True,False,0.4,0.1,0,0.12075471698113205,0.3333333333333336,0.7265612774798142
MeanWhile1,True,False,0.5,0.1,0,0.12075471698113205,0.28000000000000025,0.7455338410546472
MeanWhile1,True,False,0.6,0.1,0,0.10566037735849054,0.30434782608695676,0.7575106761218576
MeanWhile1,True,False,0.7,0.1,0,0.08301886792452826,0.0,0.8274494784279145
MeanWhile1,True,False,0.8,0.1,0,0.10188679245283017,0.20000000000000018,0.8196266459553887
MeanWhile1,True,False,0.9,0.1,0,0.1132075471698113,0.0,0.8149920913364023
MeanWhile1,True,False,None,0.2,0,0.2512820512820513,0.05263157894736853,0.7986466678140693
MeanWhile1,True,False,None,0.3,0,0.2601941747572815,0.03703703703703692,0.8481721664486623
MeanWhile1,True,False,None,0.4,0,0.2640625,0.04411764705882353,0.8318372262521004
MeanWhile1,True,False,None,0.5,0,0.24885833121127235,0.0032573289902280834,0.851891364108587
MeanWhile1,True,False,None,LOF,0,0.07027027027027025,0.27272727272727304,0.7532729353157076
MeanWhile1,True,False,None,IF,0,0.10566037735849054,0.20000000000000018,0.7609900576055033
MegaWatt1,True,False,None,0.1,0,0.09811320754716979,0.20000000000000018,0.7608652989068866
MegaWatt1,False,False,None,0.1,0,0.10566037735849051,0.20000000000000018,0.7560228131235391
MegaWatt1,True,True,None,0.1,0,0.08301886792452826,0.0,0.8602148092387133
MegaWatt1,True,False,0.1,0.1,0,0.16981132075471694,0.11111111111111095,0.611510653892439
MegaWatt1,True,False,0.2,0.1,0,0.1584905660377358,0.21212121212121204,0.5871272593516711
MegaWatt1,True,False,0.3,0.1,0,0.17358490566037732,0.21212121212121204,0.6612200642524125
MegaWatt1,True,False,0.4,0.1,0,0.1132075471698113,0.20000000000000018,0.7780311716980465
MegaWatt1,True,False,0.5,0.1,0,0.10566037735849054,0.20000000000000018,0.758217642080686
MegaWatt1,True,False,0.6,0.1,0,0.09433962264150941,0.20000000000000018,0.8194418182537343
MegaWatt1,True,False,0.7,0.1,0,0.08679245283018863,0.15789473684210545,0.7911169729751845
MegaWatt1,True,False,0.8,0.1,0,0.09056603773584901,0.15789473684210545,0.8570496348478804
MegaWatt1,True,False,0.9,0.1,0,0.10566037735849054,0.14285714285714302,0.845636524270716
MegaWatt1,True,False,None,0.2,0,0.23846153846153845,0.13157894736842116,0.7272444605253564
MegaWatt1,True,False,None,0.3,0,0.26796116504854367,0.027522935779816397,0.8252253688508967
MegaWatt1,True,False,None,0.4,0,0.2640625,0.058823529411764705,0.8583937988472632
MegaWatt1,True,False,None,0.5,0,0.2477209065444359,0.0032573289902280834,0.841281303681837
MegaWatt1,True,False,None,LOF,0,0.05945945945945941,0.0,0.7635684915196822
MegaWatt1,True,False,None,IF,0,0.09629629629629624,0.20000000000000043,0.7974361241676519
PieChart1,True,False,None,0.1,0,0.25454545454545446,0.044117647058823546,0.7616926372557998
PieChart1,False,False,None,0.1,0,0.24393939393939384,0.05426356589147283,0.8323337418935738
PieChart1,True,True,None,0.1,0,0.24393939393939384,0.046874999999999965,0.8258423612852176
PieChart1,True,False,0.1,0.1,0,0.2621212121212121,0.028571428571428654,0.7367438806813211
PieChart1,True,False,0.2,0.1,0,0.24999999999999994,0.030303030303030228,0.8603020397822516
PieChart1,True,False,0.3,0.1,0,0.2484848484848484,0.030303030303030228,0.8267457511171868
PieChart1,True,False,0.4,0.1,0,0.2378787878787878,0.05511811023622049,0.8440971077563192
PieChart1,True,False,0.5,0.1,0,0.2378787878787878,0.05511811023622049,0.8002000811414703
PieChart1,True,False,0.6,0.1,0,0.2575757575757575,0.05109489051094891,0.791228298411025
PieChart1,True,False,0.7,0.1,0,0.253030303030303,0.030303030303030228,0.7962307140693596
PieChart1,True,False,0.8,0.1,0,0.25454545454545446,0.0,0.8854950372659073
PieChart1,True,False,0.9,0.1,0,0.24393939393939384,0.022900763358778553,0.9641014108627268
PieChart1,True,False,None,0.2,0,0.2821782178217821,0.06086956521739136,0.8082582820775065
PieChart1,True,False,None,0.3,0,0.24468864468864465,0.04119850187265921,0.853514598845228
PieChart1,True,False,None,0.4,0,0.2419825072886297,0.021276595744680882,0.7958339191697366
PieChart1,True,False,None,0.5,0,0.21711525189786057,0.0184888591053779,0.8697644059258893
PieChart1,True,False,None,LOF,0,0.1439024390243902,0.14893617021276578,0.8628889476529031
PieChart1,True,False,None,IF,0,0.2503937007874016,0.046875000000000146,0.830908382128122
PieChart2,True,False,None,0.1,0,0.1318681318681318,0.14285714285714304,0.793470731990948
PieChart2,False,False,None,0.1,0,0.12087912087912081,0.090909090909091,0.8442040610995881
PieChart2,True,True,None,0.1,0,0.112087912087912,0.090909090909091,0.7803584999766471
PieChart2,True,False,0.1,0.1,0,0.12527472527472522,0.058823529411764816,0.7004988814138134
PieChart2,True,False,0.2,0.1,0,0.1406593406593406,0.07692307692307707,0.8686156945011818
PieChart2,True,False,0.3,0.1,0,0.12087912087912081,0.14893617021276614,0.7708719292163625
PieChart2,True,False,0.4,0.1,0,0.11868131868131859,0.090909090909091,0.857028919486485
PieChart2,True,False,0.5,0.1,0,0.12527472527472522,0.14893617021276614,0.8269481390555558
PieChart2,True,False,0.6,0.1,0,0.1274725274725274,0.12500000000000017,0.8260298398702423
PieChart2,True,False,0.7,0.1,0,0.1318681318681318,0.0,0.9410927277900827
PieChart2,True,False,0.8,0.1,0,0.1318681318681318,0.0,0.9899705523683973
PieChart2,True,False,0.9,0.1,0,0.1274725274725274,0.0,0.9101617103487512
PieChart2,True,False,None,0.2,0,0.10666666666666658,0.0,0.7631984827155505
PieChart2,True,False,None,0.3,0,0.07833333333333331,0.052631578947368245,0.657054441132422
PieChart2,True,False,None,0.4,0,0.07452229299363052,0.04347826086956486,0.6523489352621609
PieChart2,True,False,None,0.5,0,0.0705125486974266,0.038322211630124156,0.7465565181798203
PieChart2,True,False,None,LOF,0,0.10799999999999996,0.14285714285714324,0.9176054766681614
PieChart2,True,False,None,IF,0,0.12432432432432428,0.0,0.8750187336266498
PieChart3,True,False,None,0.1,0,0.1743801652892562,0.04142011834319538,0.79009171044597
PieChart3,False,False,None,0.1,0,0.17851239669421481,0.058139534883720916,0.8272473238807483
PieChart3,True,True,None,0.1,0,0.16859504132231407,0.05000000000000025,0.8797930709863278
PieChart3,True,False,0.1,0.1,0,0.17024793388429746,0.07317073170731718,0.6342679999596867
PieChart3,True,False,0.2,0.1,0,0.17851239669421487,0.023255813953488216,0.7896159112741042
PieChart3,True,False,0.3,0.1,0,0.17933884297520658,0.058139534883720916,0.7661327861336973
PieChart3,True,False,0.4,0.1,0,0.1710743801652892,0.041916167664670934,0.8382142874723534
PieChart3,True,False,0.5,0.1,0,0.17768595041322313,0.023255813953488216,0.835814559622965
PieChart3,True,False,0.6,0.1,0,0.17768595041322313,0.039999999999999716,0.8151515034304029
PieChart3,True,False,0.7,0.1,0,0.17851239669421487,0.039999999999999716,0.8075576346214799
PieChart3,True,False,0.8,0.1,0,0.1628099173553718,0.025641025641025484,0.8531573876074966
PieChart3,True,False,0.9,0.1,0,0.16611570247933882,0.05000000000000025,0.9201142001533176
PieChart3,True,False,None,0.2,0,0.277142857142857,0.04060913705583746,0.775048906180251
PieChart3,True,False,None,0.3,0,0.31291028446389496,0.02439024390243901,0.8144646493476295
PieChart3,True,False,None,0.4,0,0.3168141592920354,0.013966480446927396,0.7779508298265733
PieChart3,True,False,None,0.5,0,0.32302103233566826,0.004608294930875646,0.8352924866840215
PieChart3,True,False,None,LOF,0,0.00789473684210526,1.0,0.7865135876528043
PieChart3,True,False,None,IF,0,0.15594713656387665,0.048951048951048716,0.8051146862120777
PizzaCutter1,True,False,None,0.1,0,0.27275316906423586,0.030303030303030293,0.9278465697561031
PizzaCutter1,False,False,None,0.1,0,0.2765702891326022,0.05115608829501552,0.9398855952589622
PizzaCutter1,True,True,None,0.1,0,0.2533684660304799,0.05877336365574584,0.9016578090123848
PizzaCutter1,True,False,0.1,0.1,0,0.2633243127759578,0.10447350309704055,0.7345579904661736
PizzaCutter1,True,False,0.2,0.1,0,0.2599344822674832,0.051918735891648096,0.7985038904007564
PizzaCutter1,True,False,0.3,0.1,0,0.2704885343968096,0.051918735891648096,0.8861742461086689
PizzaCutter1,True,False,0.4,0.1,0,0.26118786497649904,0.0561258498866819,0.8766446953881385
PizzaCutter1,True,False,0.5,0.1,0,0.26638655462184874,0.044774151005605174,0.8496327150331615
PizzaCutter1,True,False,0.6,0.1,0,0.26664292835778375,0.024051741561679055,0.907661484695508
PizzaCutter1,True,False,0.7,0.1,0,0.2482125053411195,0.16209476309226944,0.794897047904093
PizzaCutter1,True,False,0.8,0.1,0,0.25184446660019943,0.1135005973715652,0.8147384894563471
PizzaCutter1,True,False,0.9,0.1,0,0.2934054977923372,0.0243549553894381,0.9792295753984195
PizzaCutter1,True,False,None,0.2,0,0.2621915393654524,0.0027100271002709606,0.8754393656270492
PizzaCutter1,True,False,None,0.3,0,0.23542310756972112,0.016949152542372573,0.8999773817678035
PizzaCutter1,True,False,None,0.4,0,0.21598051351675113,0.014492753623188382,0.8237583966586695
PizzaCutter1,True,False,None,0.5,0,0.1961300288436564,0.013333333333333494,0.8433081678884113
PizzaCutter1,True,False,None,LOF,0,0.090625,0.0,0.882588222702724
PizzaCutter1,True,False,None,IF,0,0.2539130434782609,0.034482758620689676,0.9021307013504557
PizzaCutter3,True,False,None,0.1,0,0.18362068965517242,0.023255813953488344,0.9145877989756876
PizzaCutter3,False,False,None,0.1,0,0.17499999999999996,0.04347826086956543,0.8986583711251055
PizzaCutter3,True,True,None,0.1,0,0.17413793103448275,0.04347826086956543,0.8379270829740538
PizzaCutter3,True,False,0.1,0.1,0,0.17844827586206896,0.10975609756097578,0.6754019448024638
PizzaCutter3,True,False,0.2,0.1,0,0.16982758620689653,0.04402515723270454,0.859820814453626
PizzaCutter3,True,False,0.3,0.1,0,0.16896551724137926,0.08860759493670897,0.7876387688109234
PizzaCutter3,True,False,0.4,0.1,0,0.17413793103448275,0.04347826086956543,0.8803385921366104
PizzaCutter3,True,False,0.5,0.1,0,0.17672413793103445,0.024390243902439233,0.9033406925666883
PizzaCutter3,True,False,0.6,0.1,0,0.18017241379310342,0.035714285714285865,0.8717331626941822
PizzaCutter3,True,False,0.7,0.1,0,0.17844827586206893,0.024390243902439233,0.8852361388766377
PizzaCutter3,True,False,0.8,0.1,0,0.17413793103448272,0.01840490797546028,0.9016288109355236
PizzaCutter3,True,False,0.9,0.1,0,0.1724137931034482,0.0,0.9671504465422304
PizzaCutter3,True,False,None,0.2,0,0.27202380952380956,0.008264462809917224,0.8016019471906244
PizzaCutter3,True,False,None,0.3,0,0.31999999999999995,0.021276595744680816,0.851570372341067
PizzaCutter3,True,False,None,0.4,0,0.31727941176470587,0.014450867052022984,0.7946450175744453
PizzaCutter3,True,False,None,0.5,0,0.31447430995453585,0.008587549661854588,0.8252914431146088
PizzaCutter3,True,False,None,LOF,0,0.01560283687943256,0.0,0.8340173156171261
PizzaCutter3,True,False,None,IF,0,0.15720930232558133,0.0518518518518519,0.9502002808243067
analcatdata_apnea1,True,False,None,0.1,0,0.18348623853210996,0.0,1.0
analcatdata_apnea1,False,False,None,0.1,0,0.18348623853210996,0.0,1.0
analcatdata_apnea1,True,True,None,0.1,0,0.128440366972477,0.0,1.0
analcatdata_apnea1,True,False,0.1,0.1,0,0.18348623853210996,0.0,1.0
analcatdata_apnea1,True,False,0.2,0.1,0,0.18348623853210996,0.0,1.0
analcatdata_apnea1,True,False,0.3,0.1,0,0.18348623853210996,0.0,1.0
analcatdata_apnea1,True,False,0.4,0.1,0,0.18348623853210996,0.0,1.0
analcatdata_apnea1,True,False,0.5,0.1,0,0.18348623853210996,0.0,1.0
analcatdata_apnea1,True,False,0.6,0.1,0,0.18348623853210996,0.0,1.0
analcatdata_apnea1,True,False,0.7,0.1,0,0.18348623853210996,0.0,1.0
analcatdata_apnea1,True,False,0.8,0.1,0,0.18348623853210996,0.0,1.0
analcatdata_apnea1,True,False,0.9,0.1,0,0.18348623853210996,0.0,1.0
analcatdata_apnea1,True,False,None,0.2,0,0.20134228187919462,0.0,1.0
analcatdata_apnea1,True,False,None,0.3,0,0.2189054726368159,0.0,1.0
analcatdata_apnea1,True,False,None,0.4,0,0.2329317269076304,0.0,1.0
analcatdata_apnea1,True,False,None,0.5,0,0.24920127795527153,0.0,1.0
analcatdata_apnea1,True,False,None,LOF,0,0.05797101449275362,0.0,1.0
analcatdata_apnea1,True,False,None,IF,0,0.1176470588235294,0.0,1.0
analcatdata_apnea2,True,False,None,0.1,0,0.17857142857142846,0.0,1.0
analcatdata_apnea2,False,False,None,0.1,0,0.17857142857142846,0.0,1.0
analcatdata_apnea2,True,True,None,0.1,0,0.0714285714285714,0.0,1.0
analcatdata_apnea2,True,False,0.1,0.1,0,0.17857142857142846,0.0,1.0
analcatdata_apnea2,True,False,0.2,0.1,0,0.17857142857142846,0.0,1.0
analcatdata_apnea2,True,False,0.3,0.1,0,0.17857142857142846,0.0,1.0
analcatdata_apnea2,True,False,0.4,0.1,0,0.17857142857142846,0.0,1.0
analcatdata_apnea2,True,False,0.5,0.1,0,0.17857142857142846,0.0,1.0
analcatdata_apnea2,True,False,0.6,0.1,0,0.17857142857142846,0.0,1.0
analcatdata_apnea2,True,False,0.7,0.1,0,0.17857142857142846,0.0,1.0
analcatdata_apnea2,True,False,0.8,0.1,0,0.17857142857142846,0.0,1.0
analcatdata_apnea2,True,False,0.9,0.1,0,0.17857142857142846,0.0,1.0
analcatdata_apnea2,True,False,None,0.2,0,0.19736842105263147,0.0,1.0
analcatdata_apnea2,True,False,None,0.3,0,0.22549019607843132,0.0,1.0
analcatdata_apnea2,True,False,None,0.4,0,0.23809523809523808,0.0,1.0
analcatdata_apnea2,True,False,None,0.5,0,0.2468354430379746,0.0,1.0
analcatdata_apnea2,True,False,None,LOF,0,0.05555555555555549,0.0,1.0
analcatdata_apnea2,True,False,None,IF,0,0.1136363636363636,0.0,1.0
analcatdata_apnea3,True,False,None,0.1,0,0.16842105263157886,0.0,1.0
analcatdata_apnea3,False,False,None,0.1,0,0.16842105263157886,0.0,1.0
analcatdata_apnea3,True,True,None,0.1,0,0.060606060606060594,0.0,1.0
analcatdata_apnea3,True,False,0.1,0.1,0,0.1667368421052631,0.0,0.9704610605396261
analcatdata_apnea3,True,False,0.2,0.1,0,0.16842105263157886,0.0,1.0
analcatdata_apnea3,True,False,0.3,0.1,0,0.16842105263157886,0.0,1.0
analcatdata_apnea3,True,False,0.4,0.1,0,0.16842105263157886,0.0,1.0
analcatdata_apnea3,True,False,0.5,0.1,0,0.16842105263157886,0.0,1.0
analcatdata_apnea3,True,False,0.6,0.1,0,0.16842105263157886,0.0,1.0
analcatdata_apnea3,True,False,0.7,0.1,0,0.16842105263157886,0.0,1.0
analcatdata_apnea3,True,False,0.8,0.1,0,0.16842105263157886,0.0,1.0
analcatdata_apnea3,True,False,0.9,0.1,0,0.16842105263157886,0.0,1.0
analcatdata_apnea3,True,False,None,0.2,0,0.19867549668874168,0.0,1.0
analcatdata_apnea3,True,False,None,0.3,0,0.174863387978142,0.0,1.0
analcatdata_apnea3,True,False,None,0.4,0,0.2062780269058296,0.0,1.0
analcatdata_apnea3,True,False,None,0.5,0,0.22222222222222224,0.0,1.0
analcatdata_apnea3,True,False,None,LOF,0,0.0317460317460317,0.0,1.0
analcatdata_apnea3,True,False,None,IF,0,0.0317460317460317,0.0,1.0
analcatdata_challenger,True,False,None,0.1,0,0.2857142857142857,0.0,1.0
analcatdata_challenger,False,False,None,0.1,0,0.2857142857142857,0.0,1.0
analcatdata_challenger,True,True,None,0.1,0,0.07407407407407399,0.0,1.0
analcatdata_challenger,True,False,0.1,0.1,0,0.2666666666666666,0.09090909090909093,0.876015565315816
analcatdata_challenger,True,False,0.2,0.1,0,0.2857142857142857,0.0,1.0
analcatdata_challenger,True,False,0.3,0.1,0,0.2857142857142857,0.0,1.0
analcatdata_challenger,True,False,0.4,0.1,0,0.2857142857142857,0.0,1.0
analcatdata_challenger,True,False,0.5,0.1,0,0.2857142857142857,0.0,1.0
analcatdata_challenger,True,False,0.6,0.1,0,0.05714285714285714,0.0,0.6170551467869185
analcatdata_challenger,True,False,0.7,0.1,0,0.2857142857142857,0.0,1.0
analcatdata_challenger,True,False,0.8,0.1,0,0.2857142857142857,0.0,1.0
analcatdata_challenger,True,False,0.9,0.1,0,0.2962962962962963,0.0,1.0
analcatdata_challenger,True,False,None,0.2,0,0.3030303030303029,0.0,1.0
analcatdata_challenger,True,False,None,0.3,0,0.22222222222222224,0.0,1.0
analcatdata_challenger,True,False,None,0.4,0,0.1904761904761905,0.0,1.0
analcatdata_challenger,True,False,None,0.5,0,0.15999999999999998,0.0,1.0
analcatdata_challenger,True,False,None,LOF,0,0.2962962962962963,0.0,1.0
analcatdata_challenger,True,False,None,IF,0,0.2105263157894736,0.0,1.0
analcatdata_chlamydia,True,False,None,0.1,0,0.0,0.0,1.0
analcatdata_chlamydia,False,False,None,0.1,0,0.0,0.0,1.0
analcatdata_chlamydia,True,True,None,0.1,0,0.13793103448275862,0.0,0.9733827160493829
analcatdata_chlamydia,True,False,0.1,0.1,0,0.006896551724137929,0.0,0.8957110233857855
analcatdata_chlamydia,True,False,0.2,0.1,0,0.0,0.0,0.9432771287246734
analcatdata_chlamydia,True,False,0.3,0.1,0,0.0,0.0,1.0
analcatdata_chlamydia,True,False,0.4,0.1,0,0.0,0.0,1.0
analcatdata_chlamydia,True,False,0.5,0.1,0,0.0,0.0,1.0
analcatdata_chlamydia,True,False,0.6,0.1,0,0.0,0.0,1.0
analcatdata_chlamydia,True,False,0.7,0.1,0,0.0,0.0,1.0
analcatdata_chlamydia,True,False,0.8,0.1,0,0.0,0.0,1.0
analcatdata_chlamydia,True,False,0.9,0.1,0,0.0,0.0,1.0
analcatdata_chlamydia,True,False,None,0.2,0,0.11428571428571419,0.0,1.0
analcatdata_chlamydia,True,False,None,0.3,0,0.09302325581395351,0.0,1.0
analcatdata_chlamydia,True,False,None,0.4,0,0.1904761904761904,0.0,1.0
analcatdata_chlamydia,True,False,None,0.5,0,0.1904761904761904,0.0,1.0
analcatdata_chlamydia,True,False,None,LOF,0,0.0,0.0,1.0
analcatdata_chlamydia,True,False,None,IF,0,0.0,0.0,1.0
analcatdata_lawsuit,True,False,None,0.1,0,0.0434782608695652,0.0,1.0
analcatdata_lawsuit,False,False,None,0.1,0,0.0434782608695652,0.0,1.0
analcatdata_lawsuit,True,True,None,0.1,0,0.0434782608695652,0.0,1.0
analcatdata_lawsuit,True,False,0.1,0.1,0,0.217391304347826,0.0,0.8071423624921205
analcatdata_lawsuit,True,False,0.2,0.1,0,0.20434782608695645,0.08108108108108106,0.8087346790718359
analcatdata_lawsuit,True,False,0.3,0.1,0,0.2304347826086956,0.06976744186046527,0.9108217564740154
analcatdata_lawsuit,True,False,0.4,0.1,0,0.217391304347826,0.0,0.9514471169115662
analcatdata_lawsuit,True,False,0.5,0.1,0,0.060869565217391286,0.0,0.8979980732170563
analcatdata_lawsuit,True,False,0.6,0.1,0,0.1304347826086956,0.0,1.0
analcatdata_lawsuit,True,False,0.7,0.1,0,0.1739130434782608,0.0,1.0
analcatdata_lawsuit,True,False,0.8,0.1,0,0.1956521739130434,0.11111111111111108,0.9676512797521994
analcatdata_lawsuit,True,False,0.9,0.1,0,0.217391304347826,0.0,1.0
analcatdata_lawsuit,True,False,None,0.2,0,0.16666666666666657,0.0,1.0
analcatdata_lawsuit,True,False,None,0.3,0,0.1428571428571428,0.0,1.0
analcatdata_lawsuit,True,False,None,0.4,0,0.22400000000000003,0.0,1.0
analcatdata_lawsuit,True,False,None,0.5,0,0.19867549668874168,0.0,0.9939623507805325
analcatdata_lawsuit,True,False,None,LOF,0,0.0,0.0,1.0
analcatdata_lawsuit,True,False,None,IF,0,0.1359223300970873,0.0,1.0
analcatdata_neavote,True,False,None,0.1,0,0.1176470588235294,0.0,0.860938271604938
analcatdata_neavote,False,False,None,0.1,0,0.1176470588235294,0.0,0.8783209876543209
analcatdata_neavote,True,True,None,0.1,0,0.1176470588235294,0.0,1.0
analcatdata_neavote,True,False,0.1,0.1,0,0.10588235294117646,0.0,0.45636762688614535
analcatdata_neavote,True,False,0.2,0.1,0,0.09411764705882353,0.0,0.5582496570644719
