Filename,n_estimators,max_samples,contamination,max_features,bootstrap,n_jobs,warm_start,Parameter_Iteration,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44
CastMetal1,2,auto,auto,1.0,False,None,False,0,0.21572308830060913,0.37028204910726786,0.4380428179475611,0.3198228073086361,0.2727751250824759,0.24075003040777804,0.46661043368910615,0.16633292654434578,0.39943981875599444,0.2733110364947709,0.1422450712640679,0.11357035723513995,0.14003770647358293,0.07297207504477565,0.19876824320213096,0.18859301625838054,0.25472609182010664,0.23564922061755994,0.21172974809821155,0.18185003614685943,0.2180395444219278,0.40093386865936576,0.22607537354256255,0.35000329265136965,0.5263887324444598,0.30847887749088554,0.4715344145170648,0.3583688694885212,0.16084698528699112,0.48640745103712474,0.25536504615264305,0.30422619152180674,0.29886071972395856,0.1262424983428329,0.3078922371454427,0.13037691450388036,0.32552204626519826,0.09768384505163312,0.26780115823100364,0.268309789520889,0.06809018633591721,0.3265117874670127,0.16397897679457227,0.50796582896433,0.20410358839922557
CastMetal1,4,auto,auto,1.0,False,None,False,0,0.4393463809937688,0.3472513451312274,0.5049428544286785,0.3041811934874461,0.5451945492026737,0.3619752303156095,0.41052929981515374,0.6193476118326726,0.5349272464915696,0.4767215029415641,0.648123105156559,0.3765753146858116,0.5275749691336863,0.3701717809022984,0.5056480919345252,0.5949435270747554,0.5873833224594646,0.4012926281094749,0.532526758494843,0.36736594195681144,0.4693972997116582,0.4438182663252459,0.3462812361609219,0.32070829497976533,0.3832937322505401,0.49665371692012983,0.3761370217412534,0.4850919524122191,0.5684316944204026,0.6344106682475075,0.34395355570482194,0.3677954966804296,0.39066380782834487,0.2994725094518335,0.27111688839920906,0.2903104235831059,0.3736949321165786,0.6159276083713049,0.5650141018931207,0.4065360045409896,0.2903104235831059,0.3059035625672612,0.46163541788203444,0.4530778176210831,0.6895589241849601
CastMetal1,8,auto,auto,1.0,False,None,False,0,0.6570987508282958,0.661547019319903,0.7044939481830093,0.5175215433265449,0.6214646404325308,0.6441355502031935,0.6353683363833755,0.605983467195293,0.6249483621055445,0.7084596038928543,0.7180439200652876,0.5862851594193534,0.7453025900008398,0.623555730893576,0.6421178191244021,0.6475808746409463,0.6054069682726452,0.7552920440509561,0.5644336646194098,0.6717055795972954,0.6266976363296753,0.6147738057499863,0.5828654964398836,0.6372041544906237,0.6049268984940361,0.6049268984940361,0.5734696310205207,0.7295093166951188,0.6652005407106847,0.6452857849503462,0.5478784071178927,0.44111210002411383,0.6421178191244021,0.5247724414872889,0.45944227419308187,0.6879608010775067,0.6421178191244021,0.565141995638145,0.5457188034073962,0.5437116983010222,0.5156605777822475,0.7005781221837262,0.7051665533348513,0.5574266157383455,0.5329887162780225
CastMetal1,16,auto,auto,1.0,False,None,False,0,0.5848006984207186,0.7115956701006869,0.6354499149532017,0.7738209131615259,0.7216072874455386,0.7402179364258183,0.6784003043653525,0.6798234929814859,0.607855855000333,0.7202517321807013,0.7143901669782868,0.7059536613413236,0.6301894637269647,0.6467115965948653,0.8470358474342106,0.7244166050896693,0.8470358474342106,0.7876509602414682,0.8573739746709905,0.8094651761258899,0.821570241683415,0.8658157147385527,0.8392270068087873,0.7917747430496469,0.7348386913166697,0.6868976319403794,0.7397125409441683,0.8536678990224689,0.7552920440509561,0.7146753391597982,0.7914187850716657,0.7295304302590156,0.8485013866444623,0.7832563228428305,0.7046014498208638,0.6799576917192136,0.7671235286880309,0.7344799985476709,0.6573389064981027,0.744411177606705,0.750515645898502,0.744411177606705,0.7954747943343787,0.7528512313307828,0.7954747943343787
CastMetal1,32,auto,auto,1.0,False,None,False,0,0.8512019069833076,0.8346123832616127,0.7875532545671712,0.9606586451143359,0.8657163593028274,0.7875532545671712,0.8760731606676733,0.8834285392157091,0.8374707186455669,0.8085364831620171,0.6953338275592597,0.8536977956977055,0.8372747939817148,0.7990475113085364,0.7716276770582547,0.8895854053737385,0.9126497527372648,0.7148307119314393,0.8373183930373033,0.7529164064847433,0.7488722226052185,0.7920514546322192,0.8373183930373033,0.8292469379358276,0.7915896903793723,0.775470881964618,0.6988040959207094,0.8178598074597482,0.7915896903793723,0.7531116256498789,0.831529748388856,0.8284032490983209,0.8787427257046332,0.8855887362257088,0.8747736251016207,0.7397125409441683,0.7834627314383679,0.9052281254039336,0.824135252923226,0.8178598074597482,0.7552557871486184,0.7870291978449434,0.8393309636543219,0.7604346257691381,0.8747736251016207
CastMetal1,64,auto,auto,1.0,False,None,False,0,0.8702373528691125,0.8952213484622339,0.8573974714138426,0.9168464285120977,0.8457141320261797,0.8457141320261797,0.8975044325786994,0.8120327027881072,0.8927968052830574,0.8508742119224295,0.8138367848710029,0.8320822522091139,0.8047041232648302,0.8047041232648302,0.8542957365866689,0.7354757877260176,0.8901978767239875,0.8392270068087873,0.8974875442947744,0.82855561409899,0.8658157147385527,0.8786642692451898,0.8317705385282612,0.832038372911217,0.8603262839953799,0.8316020890060392,0.8682000976147896,0.9202478405226138,0.8346123832616127,0.8760731606676733,0.8856636640584774,0.8485013866444623,0.8996095166216793,0.8512751185016411,0.8542459279291766,0.9271300298674969,0.9052688201606299,0.8930951021232751,0.8253475656724173,0.9052688201606299,0.9282860186621348,0.8253475656724173,0.8705561630000044,0.9168673538850642,0.7920514546322192
CastMetal1,100,auto,auto,1.0,False,None,False,0,0.8877017526841107,0.9393915839479952,0.9186055222558593,0.9598770095508505,0.9598770095508505,1.0,0.9393915839479952,0.9218014915195722,0.9796724859743277,0.8682566468704674,0.8485784778364709,0.8512019069833076,0.8512019069833076,0.8877017526841107,0.8682566468704674,0.8895854053737385,0.8682566468704674,0.8974875442947744,0.9393915839479952,0.9393915839479952,0.9393915839479952,0.9185989369610881,0.9016148439547926,0.959047452805501,0.9186055222558593,0.9186055222558593,0.9186055222558593,0.8974875442947744,0.9202727331847516,0.9381104925804477,0.9598770095508505,0.9598770095508505,0.9393915839479952,0.9218014915195722,0.9796724859743277,0.9598770095508505,0.9393915839479952,0.9606586451143359,0.9796724859743277,0.9393915839479952,0.9218014915195722,0.9796724859743277,0.9016148439547926,0.959047452805501,0.9406022536174277
CastMetal1,128,auto,auto,1.0,False,None,False,0,0.978783950061297,0.9381206884885067,0.9186252694410002,0.9186252694410002,0.8975044325786994,0.978783950061297,0.8811959405107654,0.9367423296306157,0.9367423296306157,0.9186055222558593,0.9394012141566315,0.8996254678931859,0.8786642692451898,0.9581622621192759,0.8631582712718322,0.9581622621192759,0.9168394502432377,0.9015997525469348,0.9405931425314414,0.8811124929152896,0.9186055222558593,0.9417304916260484,0.9186055222558593,0.9590507658407962,0.9217955972527243,0.8250798085647997,0.8996254678931859,0.8855970684295911,0.9394012141566315,0.8996254678931859,0.8630953078913877,0.9394012141566315,0.8855970684295911,0.8996254678931859,0.9394012141566315,0.8786642692451898,0.8657163593028274,0.8392270068087873,0.8786642692451898,0.8631582712718322,0.9168394502432377,0.9168394502432377,0.8631582712718322,0.9016450074766295,0.9168394502432377
CastMetal1,256,auto,auto,1.0,False,None,False,0,0.9792428195280102,0.9381104925804477,0.9168464285120977,0.959047452805501,0.9796724859743277,0.959047452805501,0.9168464285120977,0.959047452805501,0.9381104925804477,0.9581622621192759,0.9367423296306157,0.9792428195280102,0.9590507658407962,0.9792428195280102,0.9367423296306157,0.9792428195280102,0.9581622621192759,0.978783950061297,0.9792428195280102,0.9590507658407962,0.9792428195280102,0.978783950061297,0.9792428195280102,1.0,0.9581657728582536,0.9381206884885067,0.9581657728582536,1.0,0.9581657728582536,0.978783950061297,0.9796724859743277,1.0,0.9581657728582536,1.0,0.9792428195280102,0.9796724859743277,0.9381206884885067,0.9796724859743277,0.9590507658407962,0.9581657728582536,1.0,0.9792428195280102,0.9581657728582536,0.978783950061297,0.9792428195280102
CastMetal1,512,auto,auto,1.0,False,None,False,0,0.9581657728582536,0.959047452805501,0.9792428195280102,0.9792428195280102,0.959047452805501,0.9381104925804477,0.9792428195280102,0.9792428195280102,0.9581657728582536,0.9581657728582536,0.978783950061297,0.978783950061297,0.9581657728582536,0.9367423296306157,0.978783950061297,0.978783950061297,0.9572160779073874,0.9792428195280102,0.9792428195280102,1.0,0.9792428195280102,0.9792428195280102,0.9792428195280102,0.9581657728582536,1.0,0.9792428195280102,0.9581622621192759,1.0,1.0,0.978783950061297,0.9792428195280102,0.9581622621192759,1.0,1.0,0.978783950061297,0.9792428195280102,0.9792428195280102,0.9792428195280102,0.9581657728582536,0.9581622621192759,0.9581622621192759,0.978783950061297,1.0,0.978783950061297,0.978783950061297
