Filename,n_estimators,max_samples,contamination,max_features,bootstrap,n_jobs,warm_start,Parameter_Iteration,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44
glass,100,0.1,auto,1.0,False,None,False,0,0.7525594732721285,0.8723595154114302,0.7190199978901367,0.8374764016108273,0.7532750934688814,0.6873961552906159,0.8031735146363185,0.7356341359969589,0.8037059049214411,0.672756584256777,0.7833827199262374,0.7042002161068681,0.5970254279003234,0.7173698920093117,0.7689580714815173,0.8009457391336223,0.6133593697947983,0.7032057037188281,0.8548715497980234,0.8032979971799334,0.6719527677808991,0.720852004830232,0.6877606808006497,0.8206951556171698,0.7032057037188281,0.687090452195834,0.8517042879369195,0.7027182557494481,0.8341817807810354,0.583506027293321,0.8032979971799334,0.7357028371999956,0.720852004830232,0.7196218358209915,0.8206951556171698,0.6873961552906159,0.6427506739010296,0.6718674954334114,0.8037059049214411,0.7030315907930612,0.7656755940258125,0.6129291460808468,0.7192243477549938,0.6898256983066439,0.6278933077000787
glass,100,0.2,auto,1.0,False,None,False,0,0.902366837089589,0.8456416111735848,0.7761810920073128,0.8478326896155328,0.7602811185500694,0.8107773407126753,0.7621665309364251,0.8836873995075373,0.7780753089184689,0.8276237458663077,0.794218501070721,0.9036983133089581,0.8131659315408054,0.8292286768903588,0.7796756369345821,0.9028322155298644,0.7958922562495623,0.7761810920073128,0.8116375526794216,0.7951426474252985,0.8471377732816122,0.728307345903264,0.8464077198625172,0.813231695624454,0.7786513262357476,0.7971133951128643,0.848978314484034,0.7304517621640964,0.7770430115728583,0.780110617620861,0.8683463096813884,0.8856340633956763,0.7983580518969605,0.8852102633840458,0.780110617620861,0.8318483529765075,0.7818953584433376,0.8675132801711266,0.7982802698695218,0.7634457509829247,0.8477804036365437,0.8143994384946737,0.7628201651788564,0.8341817807810354,0.7787846021602967
glass,100,0.3,auto,1.0,False,None,False,0,0.7548339251360273,0.7192439802491448,0.8058000044175057,0.8374335943653524,0.8804158582392546,0.7549909597275117,0.8616139917134987,0.8398719069662473,0.8045259221218585,0.7037560187179803,0.6533727483183631,0.871024107969855,0.7223465716675194,0.61018011848328,0.6694540391130926,0.7548339251360273,0.7223465716675194,0.7267602330936266,0.7912859133627017,0.7243870099983887,0.6123002567868676,0.7074588480093638,0.7954491856100911,0.7243870099983887,0.7664749242351767,0.807931115816575,0.7581858266211019,0.9018693847805418,0.8431168663137496,0.8448384700322135,0.8400310251384681,0.6829419779781946,0.7840712537199723,0.8768914598106552,0.7647058282376497,0.7924817175756846,0.9013378842707133,0.8420876076749131,0.8068488936461244,0.8108197026762884,0.7549909597275117,0.7924817175756846,0.8616139917134987,0.8258070779707809,0.7677308015800907
glass,100,0.4,auto,1.0,False,None,False,0,0.701949657021979,0.8386816230279117,0.7569455029014025,0.7569455029014025,0.8172769545584192,0.7971456964693916,0.7805819586973908,0.7788506447311382,0.7168048640185134,0.7749017772025184,0.8081425036695841,0.7282798710507443,0.7134616605246735,0.7311957037376248,0.7163540083751281,0.8313517201945222,0.8059750074033942,0.7164616866848054,0.754536831615703,0.7768769036917196,0.718998336521302,0.8564363214097238,0.7389070082160606,0.7914835843918402,0.786663693315328,0.7703241382166592,0.7493240849650817,0.6961854855137757,0.8102319905999715,0.7841650993516713,0.8509626853004655,0.635154856335317,0.6961854855137757,0.7312391281505287,0.8256392567311541,0.7339240148705283,0.6819970051772,0.7543689084179477,0.7679123082591055,0.7365172737660013,0.7726185706872903,0.7072859375329399,0.7189367470000505,0.7314557493034455,0.7679123082591055
glass,100,0.5,auto,1.0,False,None,False,0,0.6587125184442288,0.7359712980533384,0.7158605463438334,0.8805207979143113,0.8785406949521165,0.8286710303982479,0.8315841789336046,0.768607709361627,0.7108392189927584,0.7992316706509696,0.8739188284222064,0.6714317374859509,0.665358069194278,0.70469512721963,0.756189450412974,0.7854064574744014,0.6785035236818306,0.8177242327627159,0.7514760971650352,0.7949466140972745,0.7404890979459798,0.7949466140972745,0.825265108681706,0.7126597865209076,0.7773973573578667,0.7728133070190628,0.7679097373686756,0.8713224421869489,0.7562811633225126,0.7903860985140414,0.8996074207582834,0.7992316706509696,0.8996074207582834,0.6960797145694367,0.8217189459682253,0.8954824974767661,0.8976129015903115,0.7356477165580289,0.8177755075360009,0.8447168533940526,0.7775114737872655,0.8655304419679124,0.7815808495519764,0.8685820603002905,0.7516388840942998
glass,100,0.6,auto,1.0,False,None,False,0,0.8215753289271663,0.799152632536082,0.8091738799476846,0.799152632536082,0.893157962834827,0.7608727370220381,0.9460702098118651,0.8685450815990602,0.893157962834827,0.7305152990513366,0.7856894700105824,0.8251306172527482,0.8177755075360009,0.7404606428976805,0.8685820603002905,0.746171779586432,0.7679750251234795,0.7131671991094236,0.8030146035198485,0.7950311038965887,0.8561459791817256,0.7950311038965887,0.9220755779396135,0.8447808359605234,0.7131671991094236,0.804100798789028,0.6795328302398395,0.8587200377740056,0.7801375371426079,0.8587200377740056,0.8955255626657369,0.8100389212271506,0.7950311038965887,0.7728743148476886,0.7462763664739326,0.756646867469153,0.8906155310674463,0.8655304419679124,0.8374859318716344,0.756646867469153,0.8286710303982479,0.756646867469153,0.8655304419679124,0.8906155310674463,0.9185461911633384
glass,100,0.7,auto,1.0,False,None,False,0,0.8289590452330566,0.8848762804453266,0.8289590452330566,0.804100798789028,0.7741382263974979,0.7741382263974979,0.8848762804453266,0.8587200377740056,0.8504715180879707,0.7799979264741802,0.8333964880095733,0.9165595935964269,0.8878630207756744,0.7799979264741802,0.8333964880095733,0.8622508298708785,0.8548121466015159,0.7799979264741802,0.7567969197241826,0.7799979264741802,0.7799979264741802,0.8333964880095733,0.8622508298708785,0.7986821056704274,0.8622508298708785,0.8333964880095733,0.8333964880095733,0.8878630207756744,0.9165595935964269,0.8548121466015159,0.9165595935964269,0.8089966052467971,0.8622508298708785,0.8906155310674463,0.8849339053520661,0.7799979264741802,0.8333964880095733,0.8622508298708785,0.8548121466015159,0.8333964880095733,0.8622508298708785,0.8548121466015159,0.9165595935964269,0.912053673491636,0.8849339053520661
glass,100,0.8,auto,1.0,False,None,False,0,0.912053673491636,0.85867403945356,0.8906320631359779,0.912053673491636,0.9711938472761802,0.9143929827503382,0.9143929827503382,0.9165595935964269,0.8816480474342536,0.8815856157886439,0.8588119044698592,0.9383924986657658,0.9402289298742679,0.9402289298742679,0.8815856157886439,0.8849339053520661,0.9685593254769389,0.8090557510637397,0.8240700577431281,0.8848570537748023,0.8848570537748023,0.8289304798939919,0.780032853490216,0.9094570832142685,0.8588119044698592,0.9165854316241182,0.9165854316241182,0.8622934850666722,0.8655304419679124,0.829187077258079,0.9402289298742679,0.8815856157886439,0.8815856157886439,0.8849339053520661,0.9065636292342834,0.9418802271434716,0.9418802271434716,0.8878808233809353,0.9094570832142685,0.8848570537748023,0.8878808233809353,0.9094570832142685,0.8334229375945325,0.8505255165227656,0.8549115116048732
glass,100,0.9,auto,1.0,False,None,False,0,0.8243171020086595,0.9363916372209103,0.8506333515113823,0.8506333515113823,0.8506333515113823,0.8780379286698821,0.9065992591246591,0.9674958687402453,0.8506333515113823,0.8849339053520661,0.8622508298708785,0.8622508298708785,0.8622508298708785,0.8878808233809353,0.9144208458477948,0.8549115116048732,0.9719228964234422,0.8548121466015159,0.8548121466015159,0.8548121466015159,0.9402289298742679,0.9695219457920936,0.9065636292342834,0.912053673491636,0.9433975247724833,0.9433975247724833,0.9143929827503382,0.8848762804453266,0.8816480474342536,0.8878630207756744,1.0,0.9143929827503382,0.8848762804453266,0.8816480474342536,0.8878630207756744,0.9143929827503382,0.8848762804453266,0.8816480474342536,0.8878630207756744,0.9703965449289909,0.8505255165227656,0.9143929827503382,0.8779700516935128,0.9418899320343077,0.8816480474342536
glass,100,1.0,auto,1.0,False,None,False,0,0.9363916372209103,0.9065636292342834,0.9034421852850691,0.9094243741145316,0.8739834322301054,0.8504715180879707,0.9065636292342834,0.9402289298742679,0.9685593254769389,0.9674958687402453,0.9663161332686784,0.8458076236734104,0.9341504181006309,0.8458076236734104,0.9034032155519968,0.8780379286698821,0.9674958687402453,0.9341640958777938,0.8779700516935128,0.9034032155519968,0.8779700516935128,0.9363791592965415,0.9094570832142685,0.9363791592965415,0.8740575154476643,0.9663161332686784,0.8740575154476643,0.9341640958777938,0.8459250819076697,0.9341640958777938,0.8458076236734104,0.8815647847390453,0.9384039308548208,0.912023534929818,0.8779700516935128,0.8458076236734104,0.9034032155519968,0.8187992083095391,0.9034032155519968,0.8779700516935128,0.912023534929818,0.8779700516935128,0.9094570832142685,0.8739587118139028,0.9094570832142685
glass,100,auto,auto,0.1,False,None,False,0,0.7442688185590093,0.6582899198472296,0.7035865501843447,0.8240700577431281,0.7276617629340487,0.7442688185590093,0.6363521901497329,0.7442688185590093,0.7992829865803867,0.6944389107319375,0.7442688185590093,0.6944389107319375,0.7083560886480688,0.7236636023874327,0.7344833869519055,0.7236636023874327,0.7816349464567721,0.8815856157886439,0.7203671305959485,0.7927382520971171,0.6944389107319375,0.703806398198285,0.6369215292226552,0.6842251708351387,0.7676822557377204,0.8457488033962498,0.6834395569541134,0.693959763987399,0.7442688185590093,0.7349506104843567,0.7927382520971171,0.6944389107319375,0.703806398198285,0.6944389107319375,0.6842251708351387,0.7083560886480688,0.7184501306373364,0.7709528305967759,0.7622348100947166,0.5488795409377036,0.7236636023874327,0.9258118728346726,0.671326522683184,0.5939251357954302,0.7816349464567721
glass,100,auto,auto,0.2,False,None,False,0,0.8187992083095391,0.8646638622813111,0.7861964083280112,0.7184501306373364,0.5595557480049093,0.7344833869519055,0.5176870413367055,0.6235391827262483,0.5540357204835203,0.7531545710226633,0.8547623917877722,0.736095289937323,0.5851346789344498,0.6944389107319375,0.5877135171292674,0.6480523084473739,0.5771505338938133,0.7187905199516382,0.64702392734479,0.6017342160615885,0.7236636023874327,0.5552825727164197,0.671326522683184,0.6488328249151942,0.703641554112817,0.6582298073898164,0.7791476766449452,0.5589532946478923,0.6705152379547613,0.5964395337372315,0.703641554112817,0.64702392734479,0.5970946418490819,0.7184501306373364,0.6372093586828074,0.7187905199516382,0.7059249647502966,0.7861964083280112,0.8587200377740056,0.6597237866996848,0.671326522683184,0.5943613489119405,0.6172119375688139,0.6916844070376434,0.7128260321295395
glass,100,auto,auto,0.3,False,None,False,0,0.8040370173858453,0.8816480474342536,0.8848762804453266,0.8816480474342536,0.8241628133308911,0.8548121466015159,0.8506333515113823,0.8816480474342536,0.8089966052467971,0.8505255165227656,0.7986131155028535,0.8505255165227656,0.8505255165227656,0.8240700577431281,0.8780379286698821,0.8505255165227656,0.780032853490216,0.9384039308548208,1.0,0.8739587118139028,0.9065636292342834,0.9034032155519968,1.0,0.7988198854693409,0.9384039308548208,0.8186983625160763,0.8504715180879707,0.8458076236734104,0.9384039308548208,0.7505631288928617,0.8739587118139028,0.9065636292342834,0.9034032155519968,1.0,0.7988198854693409,0.8457488033962498,0.9674958687402453,0.8739587118139028,0.7438389846038193,0.8739834322301054,0.9065636292342834,0.8290446593802123,0.9034032155519968,0.7680084808575889,0.7988198854693409
glass,100,auto,auto,0.4,False,None,False,0,0.7788803465005423,0.8127753850275853,0.8061785891263853,0.840531374805429,0.8061785891263853,0.7788803465005423,0.8347434707313095,0.8061785891263853,0.7527674956133498,0.9065636292342834,0.9034032155519968,0.8739587118139028,0.9674958687402453,0.9363791592965415,0.9341640958777938,0.9034032155519968,0.9685593254769389,0.8739834322301054,0.9065636292342834,0.9363916372209103,0.9065636292342834,0.9034421852850691,0.9363916372209103,0.8779474030170831,0.9674958687402453,0.9341504181006309,0.9674958687402453,0.9663161332686784,0.9341504181006309,0.9363916372209103,0.9034032155519968,0.9363791592965415,0.9341640958777938,0.9034032155519968,0.9065636292342834,0.9674958687402453,0.9663161332686784,0.9341504181006309,0.9363916372209103,0.9341640958777938,0.9034032155519968,0.9685593254769389,0.9663161332686784,0.9034421852850691,0.8739834322301054
glass,100,auto,auto,0.5,False,None,False,0,0.8815647847390453,0.7676413872023174,0.9695219457920936,0.8779700516935128,0.8815647847390453,0.9384039308548208,0.8779700516935128,0.9094243741145316,0.9065992591246591,0.824039108755153,0.9094243741145316,0.8779700516935128,0.9402184151539943,0.8779700516935128,0.9384039308548208,0.9695219457920936,0.9065992591246591,0.7926633777124111,0.760588863322511,0.7676413872023174,0.8186983625160763,0.760588863322511,0.7926633777124111,0.7861964083280112,0.9065636292342834,0.9094243741145316,0.9065636292342834,0.9065636292342834,0.9383924986657658,0.9363916372209103,0.8779700516935128,0.8739587118139028,0.9363791592965415,0.9065636292342834,0.9034032155519968,0.8779700516935128,0.9384039308548208,0.9695219457920936,0.9065992591246591,0.8739587118139028,0.9065636292342834,0.9034032155519968,0.9685593254769389,0.9674958687402453,0.9363916372209103
glass,100,auto,auto,0.6,False,None,False,0,0.8240700577431281,0.8779474030170831,0.834955281975037,0.8457488033962498,0.8739834322301054,0.9383924986657658,0.8457488033962498,0.9383924986657658,0.8779474030170831,0.8815856157886439,0.7794141490033016,0.9094570832142685,0.8780379286698821,0.8815856157886439,0.9094570832142685,0.8815856157886439,0.8815856157886439,0.834955281975037,0.9065636292342834,0.9363916372209103,0.8779474030170831,0.9065636292342834,0.9383924986657658,0.9383924986657658,0.7990620378994606,0.8960371735540941,0.834955281975037,0.8647532947400216,0.834955281975037,0.834955281975037,0.9034032155519968,0.9065636292342834,0.9363791592965415,0.9065636292342834,0.9065636292342834,0.8739834322301054,0.9674958687402453,0.9363916372209103,0.9363916372209103,0.9065636292342834,0.9383924986657658,0.8779474030170831,0.9065636292342834,0.9065636292342834,0.9383924986657658
glass,100,auto,auto,0.7,False,None,False,0,0.8739834322301054,0.8405957087249561,0.8779474030170831,0.912053673491636,0.9094243741145316,0.9065636292342834,0.8240700577431281,0.8739834322301054,0.9094243741145316,0.8998972411224104,0.9363916372209103,0.7928877764019072,0.9065992591246591,0.9034032155519968,0.8187992083095391,0.8695432811427594,0.9065992591246591,0.9034421852850691,0.7609435277961719,0.8740575154476643,0.9341640958777938,0.8459250819076697,0.9663161332686784,0.8740575154476643,0.7986821056704274,0.9695219457920936,0.9065636292342834,0.8815856157886439,0.8739834322301054,0.9695219457920936,0.8289590452330566,0.8241628133308911,0.7504819165471944,0.7928877764019072,0.8289590452330566,0.8779700516935128,0.912023534929818,0.8458076236734104,1.0,0.7927382520971171,0.9674958687402453,0.8779700516935128,0.8187992083095391,0.912023534929818,0.8458076236734104
glass,100,auto,auto,0.8,False,None,False,0,0.9674958687402453,0.9094570832142685,0.9363791592965415,0.9363791592965415,0.9065636292342834,0.8739587118139028,0.8739587118139028,0.9341640958777938,0.9341640958777938,0.8780379286698821,0.9034032155519968,0.9034032155519968,0.8739834322301054,0.840531374805429,0.840531374805429,0.8998972411224104,0.8998972411224104,0.9094570832142685,0.9094570832142685,0.9402289298742679,0.7927382520971171,0.9094570832142685,0.8459250819076697,0.8459250819076697,0.9363791592965415,0.9685593254769389,0.8739587118139028,0.9363791592965415,0.9341640958777938,0.9341640958777938,0.9685593254769389,0.8739587118139028,0.8739587118139028,0.9341640958777938,0.9341640958777938,0.8457488033962498,0.9065636292342834,0.9034421852850691,0.9034421852850691,0.8739587118139028,0.9341640958777938,0.9341640958777938,0.9341640958777938,0.9341640958777938,1.0
glass,100,auto,auto,0.9,False,None,False,0,0.9685593254769389,0.9384039308548208,0.9034032155519968,0.9341640958777938,0.9065636292342834,0.9363791592965415,0.9685593254769389,0.9363791592965415,0.8505255165227656,0.9695219457920936,0.8739834322301054,0.9034421852850691,0.8779474030170831,0.9685593254769389,0.9383924986657658,0.9065636292342834,0.8815856157886439,0.8458076236734104,0.8740575154476643,0.8504715180879707,0.9384039308548208,0.9094243741145316,0.9384039308548208,0.912023534929818,0.8998972411224104,0.8739834322301054,0.9034032155519968,0.8739834322301054,0.9034032155519968,0.8780379286698821,0.8405957087249561,0.9341640958777938,0.9034421852850691,0.9341640958777938,0.8459250819076697,0.8457488033962498,0.8779474030170831,0.8457488033962498,0.7676822557377204,0.9065636292342834,0.9363791592965415,0.9094570832142685,0.9065636292342834,0.8815856157886439,0.9094570832142685
glass,100,auto,auto,1.0,True,None,False,0,0.8456717249943039,0.8646345143951979,0.8669928154354771,0.8123629305316133,0.8669928154354771,0.7534508288811627,0.9224123416594033,0.7795893100541047,0.8107433820119094,0.8258070779707809,0.8293631200707272,0.7752795727220023,0.7934785079229995,0.8237545619252243,0.8099447003224858,0.7438901135968397,0.7730025857925925,0.8478782810067482,0.7582493536101604,0.8116939886248583,0.698335769479872,0.902858910035922,0.7613582819387873,0.8646345143951979,0.8679101983263386,0.9235514319640953,0.7394664419314257,0.904415506777458,0.8691287766993754,0.8306430258650485,0.9422961735959782,0.7562182131154123,0.848978314484034,0.8155130541773796,0.7770430115728583,0.7394664419314257,0.904415506777458,0.833362728095478,0.7950275754778608,0.7905184502888263,0.6275165923144858,0.6504153543837382,0.7802013010273784,0.8115728297442653,0.7454001931318041
glass,100,auto,auto,1.0,False,1,False,0,0.8504715180879707,0.9065636292342834,0.9402289298742679,0.9065636292342834,0.8696515822752232,0.9383924986657658,0.9695219457920936,0.9383924986657658,0.8815856157886439,0.8186983625160763,0.912023534929818,0.8779700516935128,0.8407241698371067,0.9094243741145316,0.824039108755153,0.8504715180879707,0.912023534929818,0.8505255165227656,0.9363791592965415,0.8999400564304756,0.9065636292342834,0.8779700516935128,0.8457488033962498,0.9094570832142685,0.9094570832142685,0.8130685100948324,0.9402289298742679,0.912023534929818,0.9402289298742679,0.8848570537748023,0.8999400564304756,0.9065636292342834,0.8779700516935128,0.8457488033962498,0.8505255165227656,0.8696515822752232,0.8407241698371067,0.8696515822752232,0.8130685100948324,0.9094243741145316,0.9383924986657658,0.9402289298742679,0.9094243741145316,0.8547623917877722,0.8815856157886439
glass,100,auto,auto,1.0,False,None,True,0,0.8739587118139028,0.9363791592965415,0.9363791592965415,0.9034032155519968,0.9094570832142685,0.8779700516935128,0.8739587118139028,0.840531374805429,0.8779700516935128,0.9363791592965415,0.9363791592965415,0.9674958687402453,0.9094570832142685,0.9384039308548208,1.0,0.9034032155519968,0.8779700516935128,0.8739587118139028,0.9034032155519968,0.9094570832142685,0.8779700516935128,0.9363791592965415,0.840531374805429,0.8186983625160763,0.9674958687402453,0.9094570832142685,0.9384039308548208,0.9363791592965415,0.9034032155519968,0.9384039308548208,0.8780379286698821,0.9065992591246591,0.9674958687402453,0.9341504181006309,0.9065992591246591,0.912023534929818,0.9094570832142685,0.8780379286698821,0.8547623917877722,0.9384039308548208,0.8458076236734104,0.9402184151539943,0.9034032155519968,0.8779700516935128,0.8458076236734104
